Flight,File name,Latitude (GDA94) (deg),Longitude (GDA94) (deg),Ellipsoid height (GDA94) (m),RMS Error North (m),RMS Error East (m),RMS Error Up (m)
1,100_0001_0097.JPG,-38.75811807,143.67376517,99.475,0.014,0.013,0.042
1,100_0001_0098.JPG,-38.75837520,143.67366781,99.499,0.013,0.011,0.038
1,100_0001_0099.JPG,-38.75848283,143.67362146,99.411,0.011,0.009,0.031
1,100_0001_0100.JPG,-38.75840620,143.67325574,99.434,0.010,0.008,0.025
1,100_0001_0101.JPG,-38.75837444,143.67313481,99.492,0.008,0.008,0.026
1,100_0001_0102.JPG,-38.75809240,143.67323067,98.897,0.012,0.011,0.036
1,100_0001_0103.JPG,-38.75783366,143.67333704,99.402,0.014,0.012,0.041
1,100_0001_0104.JPG,-38.75757601,143.67343434,99.910,0.015,0.013,0.044
1,100_0001_0105.JPG,-38.75731798,143.67353139,100.288,0.015,0.014,0.046
1,100_0001_0106.JPG,-38.75706172,143.67362734,100.362,0.015,0.013,0.042
1,100_0001_0107.JPG,-38.75698599,143.67365013,100.200,0.013,0.011,0.038
1,100_0001_0108.JPG,-38.75693485,143.67331724,99.523,0.010,0.008,0.027
1,100_0001_0109.JPG,-38.75683510,143.67317547,99.495,0.008,0.008,0.025
1,100_0001_0110.JPG,-38.75712590,143.67306430,98.928,0.011,0.010,0.033
1,100_0001_0111.JPG,-38.75737847,143.67296930,98.907,0.013,0.012,0.039
1,100_0001_0112.JPG,-38.75763526,143.67287197,99.060,0.015,0.013,0.043
1,100_0001_0113.JPG,-38.75789284,143.67277611,99.116,0.016,0.014,0.045
1,100_0001_0114.JPG,-38.75814142,143.67268151,99.367,0.015,0.013,0.043
1,100_0001_0115.JPG,-38.75817142,143.67266267,99.412,0.014,0.012,0.041
1,100_0001_0116.JPG,-38.75803013,143.67233277,99.055,0.011,0.010,0.033
1,100_0001_0117.JPG,-38.75796892,143.67220947,99.213,0.009,0.008,0.027
1,100_0001_0118.JPG,-38.75768817,143.67230585,98.554,0.009,0.008,0.026
1,100_0001_0119.JPG,-38.75742762,143.67240976,99.063,0.010,0.010,0.031
1,100_0001_0120.JPG,-38.75717099,143.67251007,99.744,0.013,0.011,0.037
1,100_0001_0121.JPG,-38.75691477,143.67260660,100.265,0.014,0.013,0.042
1,100_0001_0122.JPG,-38.75665756,143.67270309,100.523,0.015,0.013,0.044
1,100_0001_0123.JPG,-38.75652816,143.67274768,100.485,0.015,0.013,0.044
1,100_0001_0124.JPG,-38.75633277,143.67246843,99.039,0.013,0.012,0.039
1,100_0001_0125.JPG,-38.75624064,143.67232623,99.308,0.011,0.010,0.032
1,100_0001_0126.JPG,-38.75652502,143.67221538,98.852,0.009,0.009,0.025
1,100_0001_0127.JPG,-38.75677928,143.67211895,98.669,0.009,0.009,0.026
1,100_0001_0128.JPG,-38.75703872,143.67202088,98.772,0.011,0.010,0.032
1,100_0001_0129.JPG,-38.75729459,143.67192419,98.856,0.014,0.012,0.040
1,100_0001_0130.JPG,-38.75755303,143.67182709,98.994,0.017,0.016,0.062
1,100_0001_0131.JPG,-38.75774331,143.67174839,98.933,0.015,0.014,0.045
1,100_0001_0132.JPG,-38.75756582,143.67144611,98.960,0.014,0.012,0.041
1,100_0001_0133.JPG,-38.75748156,143.67131785,99.168,0.012,0.010,0.036
1,100_0001_0134.JPG,-38.75720124,143.67141319,98.206,0.009,0.008,0.026
1,100_0001_0135.JPG,-38.75694292,143.67151876,98.704,0.009,0.007,0.024
1,100_0001_0136.JPG,-38.75668363,143.67161704,99.525,0.010,0.009,0.029
1,100_0001_0137.JPG,-38.75642867,143.67171318,100.025,0.012,0.011,0.035
1,100_0001_0138.JPG,-38.75617108,143.67181160,100.346,0.014,0.012,0.040
1,100_0001_0139.JPG,-38.75591513,143.67190557,100.143,0.015,0.013,0.044
1,100_0001_0140.JPG,-38.75576998,143.67196017,100.540,0.015,0.014,0.045
1,100_0001_0141.JPG,-38.75550890,143.67180606,99.114,0.014,0.012,0.041
1,100_0001_0142.JPG,-38.75526060,143.67167713,98.915,0.012,0.011,0.036
1,100_0001_0143.JPG,-38.75520296,143.67163904,99.074,0.011,0.010,0.031
1,100_0001_0144.JPG,-38.75548981,143.67152875,98.476,0.009,0.006,0.024
1,100_0001_0145.JPG,-38.75574253,143.67143169,98.410,0.009,0.008,0.027
1,100_0001_0146.JPG,-38.75599960,143.67133511,98.720,0.011,0.010,0.033
1,100_0001_0147.JPG,-38.75625953,143.67123680,98.784,0.013,0.012,0.039
1,100_0001_0148.JPG,-38.75651754,143.67114048,99.009,0.015,0.013,0.043
1,100_0001_0149.JPG,-38.75677457,143.67104396,99.162,0.015,0.014,0.045
1,100_0001_0150.JPG,-38.75703132,143.67094776,99.078,0.015,0.013,0.044
1,100_0001_0151.JPG,-38.75710913,143.67091450,99.021,0.014,0.014,0.040
1,100_0001_0152.JPG,-38.75684520,143.67074631,98.628,0.010,0.009,0.030
1,100_0001_0153.JPG,-38.75660004,143.67060859,99.287,0.009,0.007,0.025
1,100_0001_0154.JPG,-38.75655209,143.67058456,99.264,0.008,0.007,0.024
1,100_0001_0155.JPG,-38.75627966,143.67068243,97.884,0.011,0.010,0.030
1,100_0001_0156.JPG,-38.75601732,143.67078967,98.662,0.013,0.011,0.037
1,100_0001_0157.JPG,-38.75575955,143.67088580,99.378,0.014,0.013,0.042
1,100_0001_0158.JPG,-38.75550207,143.67098340,99.822,0.015,0.014,0.044
1,100_0001_0159.JPG,-38.75524501,143.67107966,100.216,0.015,0.013,0.044
1,100_0001_0160.JPG,-38.75498939,143.67117780,100.500,0.014,0.012,0.041
1,100_0001_0161.JPG,-38.75473240,143.67127598,100.680,0.012,0.011,0.036
1,100_0001_0162.JPG,-38.75464476,143.67130442,100.606,0.010,0.009,0.030
1,100_0001_0163.JPG,-38.75466785,143.67092749,99.251,0.010,0.008,0.028
1,100_0001_0164.JPG,-38.75468319,143.67075860,98.891,0.010,0.009,0.028
1,100_0001_0165.JPG,-38.75496777,143.67064803,98.390,0.013,0.011,0.038
1,100_0001_0166.JPG,-38.75522049,143.67055242,98.565,0.014,0.013,0.042
1,100_0001_0167.JPG,-38.75547801,143.67045577,98.725,0.015,0.014,0.046
1,100_0001_0168.JPG,-38.75573615,143.67035874,98.935,0.016,0.014,0.047
1,100_0001_0169.JPG,-38.75590240,143.67029320,98.929,0.015,0.013,0.043
1,100_0001_0170.JPG,-38.75561987,143.67019764,98.580,0.011,0.010,0.033
1,100_0001_0171.JPG,-38.75535287,143.67012366,99.055,0.009,0.008,0.027
1,100_0001_0172.JPG,-38.75511149,143.67005442,99.447,0.009,0.008,0.026
1,100_0001_0173.JPG,-38.75484210,143.67015190,98.307,0.012,0.011,0.037
2,100_0002_0001.JPG,-38.75038912,143.67165423,99.032,0.013,0.012,0.035
2,100_0002_0002.JPG,-38.75034276,143.67160494,98.915,0.012,0.010,0.030
2,100_0002_0003.JPG,-38.75028849,143.67124058,98.921,0.009,0.007,0.023
2,100_0002_0004.JPG,-38.75023459,143.67091118,99.709,0.038,0.033,0.099
2,100_0002_0005.JPG,-38.75023060,143.67085636,99.682,0.042,0.031,0.103
2,100_0002_0006.JPG,-38.75046874,143.67108229,98.731,0.028,0.025,0.076
2,100_0002_0007.JPG,-38.75068239,143.67129208,99.115,0.024,0.021,0.063
2,100_0002_0008.JPG,-38.75088784,143.67149242,99.684,0.020,0.018,0.053
2,100_0002_0009.JPG,-38.75090961,143.67150510,99.704,0.020,0.017,0.053
2,100_0002_0010.JPG,-38.75119699,143.67141683,99.226,0.015,0.012,0.039
2,100_0002_0011.JPG,-38.75140701,143.67134680,99.331,0.010,0.009,0.026
2,100_0002_0012.JPG,-38.75117066,143.67111455,99.157,0.038,0.034,0.101
2,100_0002_0013.JPG,-38.75095613,143.67090721,99.771,0.034,0.030,0.090
2,100_0002_0014.JPG,-38.75074417,143.67070039,99.859,0.031,0.027,0.081
2,100_0002_0015.JPG,-38.75053081,143.67049173,99.523,0.026,0.023,0.068
2,100_0002_0016.JPG,-38.75031592,143.67028554,99.618,0.022,0.020,0.058
2,100_0002_0017.JPG,-38.75021558,143.67018010,99.764,0.019,0.016,0.051
2,100_0002_0018.JPG,-38.75050699,143.67007898,99.092,0.013,0.012,0.036
2,100_0002_0019.JPG,-38.75070877,143.67001413,99.153,0.016,0.011,0.033
2,100_0002_0020.JPG,-38.75094077,143.67023965,98.633,0.010,0.007,0.023
2,100_0002_0021.JPG,-38.75115455,143.67045158,99.146,0.011,0.009,0.028
2,100_0002_0022.JPG,-38.75136642,143.67065908,99.531,0.013,0.011,0.034
2,100_0002_0023.JPG,-38.75157931,143.67086717,99.673,0.015,0.013,0.040
2,100_0002_0024.JPG,-38.75179243,143.67107492,99.686,0.016,0.013,0.040
2,100_0002_0025.JPG,-38.75192695,143.67120201,99.909,0.015,0.013,0.036
2,100_0002_0026.JPG,-38.75221112,143.67111374,99.266,0.012,0.011,0.030
2,100_0002_0027.JPG,-38.75227834,143.67109661,99.217,0.012,0.010,0.028
2,100_0002_0028.JPG,-38.75250366,143.67111742,99.092,0.011,0.007,0.022
2,100_0002_0029.JPG,-38.75226715,143.67088548,99.041,0.010,0.008,0.023
2,100_0002_0030.JPG,-38.75205538,143.67067931,99.133,0.012,0.010,0.028
2,100_0002_0031.JPG,-38.75184180,143.67047317,99.448,0.014,0.012,0.033
2,100_0002_0032.JPG,-38.75162883,143.67026588,99.581,0.015,0.013,0.036
2,100_0002_0033.JPG,-38.75141423,143.67005859,99.443,0.015,0.013,0.036
2,100_0002_0034.JPG,-38.75120970,143.66986213,99.591,0.014,0.011,0.033
2,100_0002_0035.JPG,-38.75120570,143.66984887,99.423,0.014,0.011,0.030
2,100_0002_0036.JPG,-38.75150077,143.66979816,98.705,0.010,0.009,0.023
2,100_0002_0037.JPG,-38.75175473,143.66975874,99.108,0.009,0.007,0.022
2,100_0002_0038.JPG,-38.75178924,143.66977369,99.044,0.009,0.008,0.021
2,100_0002_0039.JPG,-38.75200828,143.66998540,98.561,0.011,0.009,0.027
2,100_0002_0040.JPG,-38.75222066,143.67019305,99.023,0.013,0.011,0.032
2,100_0002_0041.JPG,-38.75243508,143.67039959,99.215,0.015,0.012,0.035
2,100_0002_0042.JPG,-38.75264787,143.67060395,99.116,0.015,0.013,0.036
2,100_0002_0043.JPG,-38.75286165,143.67081399,99.554,0.015,0.012,0.034
2,100_0002_0044.JPG,-38.75307565,143.67102020,99.479,0.014,0.010,0.030
2,100_0002_0045.JPG,-38.75325523,143.67119262,99.747,0.011,0.009,0.024
2,100_0002_0046.JPG,-38.75354494,143.67121453,99.166,0.009,0.008,0.022
2,100_0002_0047.JPG,-38.75366401,143.67122755,99.232,0.009,0.008,0.021
2,100_0002_0048.JPG,-38.75392963,143.67126407,99.011,0.013,0.009,0.027
2,100_0002_0049.JPG,-38.75399588,143.67126731,99.117,0.013,0.010,0.029
2,100_0002_0050.JPG,-38.75376194,143.67103980,98.835,0.015,0.012,0.035
2,100_0002_0051.JPG,-38.75354870,143.67083418,98.851,0.015,0.013,0.036
2,100_0002_0052.JPG,-38.75333417,143.67062731,98.786,0.014,0.012,0.034
2,100_0002_0053.JPG,-38.75312352,143.67042183,99.073,0.012,0.010,0.029
2,100_0002_0054.JPG,-38.75290719,143.67021275,99.449,0.010,0.008,0.024
2,100_0002_0055.JPG,-38.75269388,143.67000431,99.759,0.010,0.007,0.021
2,100_0002_0056.JPG,-38.75248258,143.66979716,99.720,0.009,0.008,0.021
2,100_0002_0057.JPG,-38.75234669,143.66966672,99.809,0.013,0.009,0.029
2,100_0002_0058.JPG,-38.75264444,143.66966524,99.103,0.015,0.012,0.034
2,100_0002_0059.JPG,-38.75291316,143.66966657,98.954,0.015,0.013,0.036
2,100_0002_0060.JPG,-38.75302225,143.66967409,98.931,0.015,0.013,0.035
2,100_0002_0061.JPG,-38.75325222,143.66989613,98.734,0.013,0.011,0.031
2,100_0002_0062.JPG,-38.75346586,143.67010785,99.110,0.011,0.009,0.026
2,100_0002_0063.JPG,-38.75367861,143.67031291,99.193,0.011,0.008,0.022
2,100_0002_0064.JPG,-38.75389243,143.67052273,99.394,0.010,0.007,0.020
2,100_0002_0065.JPG,-38.75410676,143.67073072,99.567,0.010,0.008,0.024
2,100_0002_0066.JPG,-38.75431887,143.67093490,99.455,0.013,0.011,0.029
2,100_0002_0067.JPG,-38.75453122,143.67114089,99.169,0.015,0.012,0.034
2,100_0002_0068.JPG,-38.75472732,143.67133653,99.357,0.016,0.013,0.036
2,100_0002_0069.JPG,-38.75473460,143.67132211,99.263,0.015,0.013,0.035
2,100_0002_0070.JPG,-38.75479829,143.67096077,98.927,0.013,0.011,0.031
2,100_0002_0071.JPG,-38.75482411,143.67077919,98.696,0.012,0.010,0.027
2,100_0002_0072.JPG,-38.75458809,143.67055207,98.399,0.011,0.008,0.025
2,100_0002_0073.JPG,-38.75437582,143.67034653,98.786,0.010,0.008,0.021
2,100_0002_0074.JPG,-38.75416292,143.67013966,98.908,0.011,0.009,0.024
2,100_0002_0075.JPG,-38.75394773,143.66992944,99.112,0.012,0.011,0.029
2,100_0002_0076.JPG,-38.75376079,143.66974585,99.179,0.016,0.012,0.036
2,100_0002_0077.JPG,-38.75405471,143.66979374,98.757,0.015,0.012,0.035
2,100_0002_0078.JPG,-38.75431862,143.66983961,98.621,0.013,0.011,0.031
2,100_0002_0079.JPG,-38.75457036,143.66988672,98.662,0.011,0.009,0.025
2,100_0002_0080.JPG,-38.75461988,143.66993615,98.572,0.012,0.008,0.023
2,100_0002_0081.JPG,-38.75480434,143.67011334,98.207,0.010,0.008,0.022
2,100_0002_0082.JPG,-38.75492448,143.67022422,98.615,0.009,0.008,0.022
2,100_0002_0083.JPG,-38.75492728,143.67019474,98.465,0.010,0.008,0.024
2,100_0002_0084.JPG,-38.75474910,143.67049527,98.053,0.014,0.012,0.034
2,100_0002_0085.JPG,-38.75458862,143.67077248,98.531,0.015,0.013,0.037
2,100_0002_0086.JPG,-38.75442621,143.67104396,98.923,0.015,0.013,0.037
2,100_0002_0087.JPG,-38.75426752,143.67132018,99.689,0.014,0.012,0.035
2,100_0002_0088.JPG,-38.75424627,143.67132233,99.677,0.013,0.011,0.031
2,100_0002_0089.JPG,-38.75397428,143.67127579,98.028,0.010,0.009,0.025
2,100_0002_0090.JPG,-38.75380374,143.67125016,98.595,0.011,0.007,0.024
2,100_0002_0091.JPG,-38.75398302,143.67094506,98.651,0.011,0.010,0.027
2,100_0002_0092.JPG,-38.75414398,143.67067073,98.720,0.013,0.011,0.034
2,100_0002_0093.JPG,-38.75430645,143.67039484,98.823,0.015,0.013,0.037
2,100_0002_0094.JPG,-38.75446777,143.67011864,98.792,0.016,0.013,0.038
2,100_0002_0095.JPG,-38.75459758,143.66988925,98.796,0.014,0.012,0.034
2,100_0002_0096.JPG,-38.75430670,143.66983183,98.457,0.011,0.010,0.026
2,100_0002_0097.JPG,-38.75414205,143.66981392,99.143,0.010,0.008,0.022
2,100_0002_0098.JPG,-38.75397233,143.67009888,98.026,0.010,0.008,0.023
2,100_0002_0099.JPG,-38.75380718,143.67037759,98.849,0.012,0.010,0.028
2,100_0002_0100.JPG,-38.75364606,143.67065260,99.211,0.014,0.012,0.034
2,100_0002_0101.JPG,-38.75347627,143.67094405,100.110,0.015,0.013,0.037
2,100_0002_0102.JPG,-38.75332523,143.67120557,100.697,0.018,0.013,0.040
2,100_0002_0103.JPG,-38.75330555,143.67120532,100.487,0.016,0.013,0.037
2,100_0002_0104.JPG,-38.75303105,143.67117240,98.808,0.012,0.011,0.030
2,100_0002_0105.JPG,-38.75285200,143.67115314,99.053,0.010,0.009,0.024
2,100_0002_0106.JPG,-38.75303114,143.67084850,99.059,0.009,0.008,0.022
2,100_0002_0107.JPG,-38.75318971,143.67057528,98.940,0.012,0.010,0.027
2,100_0002_0108.JPG,-38.75335037,143.67029969,98.944,0.013,0.011,0.033
2,100_0002_0109.JPG,-38.75351465,143.67002411,98.895,0.015,0.013,0.037
2,100_0002_0110.JPG,-38.75367026,143.66976170,98.786,0.015,0.013,0.036
2,100_0002_0111.JPG,-38.75368138,143.66973399,98.740,0.015,0.012,0.035
2,100_0002_0112.JPG,-38.75339369,143.66969668,98.339,0.013,0.010,0.029
2,100_0002_0113.JPG,-38.75320472,143.66969665,99.190,0.011,0.008,0.024
2,100_0002_0114.JPG,-38.75303356,143.66998411,97.776,0.009,0.008,0.021
2,100_0002_0115.JPG,-38.75286660,143.67026473,98.316,0.010,0.008,0.023
2,100_0002_0116.JPG,-38.75270992,143.67053058,98.715,0.013,0.010,0.028
2,100_0002_0117.JPG,-38.75254599,143.67080973,99.211,0.014,0.011,0.031
2,100_0002_0118.JPG,-38.75238248,143.67108967,99.679,0.016,0.012,0.036
2,100_0002_0119.JPG,-38.75235719,143.67112475,99.917,0.015,0.013,0.035
2,100_0002_0120.JPG,-38.75224118,143.67110757,99.039,0.014,0.011,0.032
2,100_0002_0121.JPG,-38.75197936,143.67117738,97.796,0.012,0.010,0.027
2,100_0002_0122.JPG,-38.75179203,143.67123737,98.321,0.010,0.008,0.022
2,100_0002_0123.JPG,-38.75197069,143.67093270,98.460,0.009,0.007,0.021
2,100_0002_0124.JPG,-38.75213153,143.67066030,98.575,0.011,0.009,0.024
2,100_0002_0125.JPG,-38.75229236,143.67038686,98.495,0.013,0.011,0.029
2,100_0002_0126.JPG,-38.75245553,143.67011037,98.648,0.015,0.012,0.034
2,100_0002_0127.JPG,-38.75261772,143.66983425,98.733,0.016,0.013,0.036
2,100_0002_0128.JPG,-38.75272140,143.66965007,98.478,0.014,0.012,0.034
2,100_0002_0129.JPG,-38.75243408,143.66964209,97.962,0.011,0.010,0.027
2,100_0002_0130.JPG,-38.75218911,143.66969215,99.520,0.010,0.008,0.021
2,100_0002_0131.JPG,-38.75201704,143.66997854,98.806,0.011,0.008,0.023
2,100_0002_0132.JPG,-38.75185435,143.67026618,99.182,0.012,0.010,0.028
2,100_0002_0133.JPG,-38.75169285,143.67054040,99.475,0.014,0.012,0.033
2,100_0002_0134.JPG,-38.75153470,143.67080777,99.070,0.015,0.012,0.034
2,100_0002_0135.JPG,-38.75137076,143.67108332,98.715,0.015,0.012,0.034
2,100_0002_0136.JPG,-38.75120996,143.67135964,99.044,0.014,0.011,0.031
2,100_0002_0137.JPG,-38.75116339,143.67143165,99.357,0.013,0.010,0.029
2,100_0002_0138.JPG,-38.75088991,143.67149578,97.828,0.010,0.008,0.021
2,100_0002_0139.JPG,-38.75062623,143.67158367,98.582,0.009,0.007,0.022
2,100_0002_0140.JPG,-38.75056851,143.67159736,98.912,0.010,0.008,0.021
2,100_0002_0141.JPG,-38.75074749,143.67129428,98.430,0.013,0.010,0.028
2,100_0002_0142.JPG,-38.75090700,143.67102314,98.404,0.014,0.012,0.033
2,100_0002_0143.JPG,-38.75106901,143.67074775,98.446,0.015,0.013,0.036
2,100_0002_0144.JPG,-38.75123083,143.67047460,98.392,0.015,0.013,0.036
2,100_0002_0145.JPG,-38.75139364,143.67020187,98.454,0.014,0.012,0.032
2,100_0002_0146.JPG,-38.75155461,143.66992788,98.500,0.012,0.010,0.028
2,100_0002_0147.JPG,-38.75163607,143.66978406,98.430,0.010,0.008,0.022
2,100_0002_0148.JPG,-38.75134767,143.66983157,97.544,0.011,0.008,0.022
2,100_0002_0149.JPG,-38.75108890,143.66989121,98.377,0.012,0.010,0.028
2,100_0002_0150.JPG,-38.75106692,143.66990065,98.626,0.013,0.011,0.030
2,100_0002_0151.JPG,-38.75089646,143.67019235,97.971,0.015,0.012,0.034
2,100_0002_0152.JPG,-38.75073218,143.67047083,98.465,0.015,0.013,0.035
2,100_0002_0153.JPG,-38.75057209,143.67074065,98.198,0.016,0.012,0.034
2,100_0002_0154.JPG,-38.75040810,143.67101653,98.224,0.013,0.011,0.029
2,100_0002_0155.JPG,-38.75028725,143.67121577,98.492,0.011,0.009,0.022
2,100_0002_0156.JPG,-38.75022734,143.67084417,97.957,0.009,0.007,0.021
2,100_0002_0157.JPG,-38.75018502,143.67054518,98.150,0.013,0.010,0.027
2,100_0002_0158.JPG,-38.75036135,143.67024528,98.456,0.014,0.011,0.031
3,100_0003_0001.JPG,-38.74505968,143.67304932,99.545,0.019,0.016,0.042
3,100_0003_0002.JPG,-38.74518663,143.67270785,99.374,0.014,0.012,0.030
3,100_0003_0003.JPG,-38.74523175,143.67259517,99.302,0.013,0.010,0.026
3,100_0003_0004.JPG,-38.74548873,143.67241788,99.031,0.011,0.008,0.020
3,100_0003_0005.JPG,-38.74565755,143.67229648,99.000,0.040,0.033,0.092
3,100_0003_0006.JPG,-38.74582704,143.67217759,98.630,0.030,0.026,0.070
3,100_0003_0007.JPG,-38.74569905,143.67250771,97.783,0.024,0.020,0.055
3,100_0003_0008.JPG,-38.74558438,143.67283201,98.637,0.020,0.017,0.046
3,100_0003_0009.JPG,-38.74546826,143.67314545,99.711,0.020,0.016,0.045
3,100_0003_0010.JPG,-38.74535342,143.67345572,99.767,0.015,0.012,0.031
3,100_0003_0011.JPG,-38.74533156,143.67354068,99.574,0.013,0.011,0.026
3,100_0003_0012.JPG,-38.74561844,143.67363145,98.143,0.010,0.008,0.019
3,100_0003_0013.JPG,-38.74572346,143.67365896,98.324,0.034,0.031,0.081
3,100_0003_0014.JPG,-38.74585092,143.67332115,98.420,0.011,0.009,0.023
3,100_0003_0015.JPG,-38.74596508,143.67301470,98.293,0.013,0.011,0.028
3,100_0003_0016.JPG,-38.74608187,143.67270196,98.098,0.014,0.012,0.031
3,100_0003_0017.JPG,-38.74619749,143.67239117,98.246,0.015,0.013,0.034
3,100_0003_0018.JPG,-38.74631316,143.67208253,98.313,0.014,0.012,0.031
3,100_0003_0019.JPG,-38.74642759,143.67177609,98.108,0.012,0.010,0.026
3,100_0003_0020.JPG,-38.74644883,143.67172867,98.138,0.012,0.010,0.024
3,100_0003_0021.JPG,-38.74670210,143.67155100,98.091,0.010,0.008,0.020
3,100_0003_0022.JPG,-38.74693600,143.67138374,98.273,0.010,0.007,0.018
3,100_0003_0023.JPG,-38.74704767,143.67131161,98.051,0.011,0.008,0.021
3,100_0003_0024.JPG,-38.74692626,143.67164305,97.413,0.013,0.011,0.029
3,100_0003_0025.JPG,-38.74681107,143.67196045,97.880,0.014,0.012,0.031
3,100_0003_0026.JPG,-38.74669280,143.67228166,98.463,0.014,0.012,0.032
3,100_0003_0027.JPG,-38.74657895,143.67258714,98.654,0.013,0.011,0.029
3,100_0003_0028.JPG,-38.74646335,143.67289831,98.814,0.011,0.009,0.024
3,100_0003_0029.JPG,-38.74635032,143.67320051,99.006,0.010,0.008,0.020
3,100_0003_0030.JPG,-38.74634537,143.67322559,98.993,0.009,0.007,0.018
3,100_0003_0031.JPG,-38.74660574,143.67303506,98.298,0.010,0.008,0.020
3,100_0003_0032.JPG,-38.74683548,143.67286546,98.302,0.011,0.009,0.025
3,100_0003_0033.JPG,-38.74690791,143.67281293,98.277,0.012,0.010,0.026
3,100_0003_0034.JPG,-38.74696679,143.67276355,98.183,0.013,0.011,0.028
3,100_0003_0035.JPG,-38.74708084,143.67243736,98.112,0.014,0.012,0.031
3,100_0003_0036.JPG,-38.74719595,143.67212826,98.117,0.014,0.012,0.031
3,100_0003_0037.JPG,-38.74731185,143.67181765,98.146,0.014,0.012,0.032
3,100_0003_0038.JPG,-38.74742772,143.67150639,98.202,0.011,0.010,0.024
3,100_0003_0039.JPG,-38.74754342,143.67119617,98.207,0.010,0.008,0.020
3,100_0003_0040.JPG,-38.74762039,143.67100013,98.105,0.009,0.006,0.018
3,100_0003_0041.JPG,-38.74790047,143.67089093,97.795,0.011,0.008,0.021
3,100_0003_0042.JPG,-38.74813260,143.67079532,98.428,0.012,0.010,0.027
3,100_0003_0043.JPG,-38.74813167,143.67080558,98.434,0.012,0.011,0.028
3,100_0003_0044.JPG,-38.74801269,143.67112831,97.688,0.014,0.012,0.031
3,100_0003_0045.JPG,-38.74789345,143.67144458,98.230,0.013,0.011,0.030
3,100_0003_0046.JPG,-38.74777614,143.67175573,98.694,0.012,0.010,0.027
3,100_0003_0047.JPG,-38.74766094,143.67206730,98.735,0.010,0.008,0.021
3,100_0003_0048.JPG,-38.74754950,143.67237183,98.649,0.010,0.008,0.019
3,100_0003_0049.JPG,-38.74755821,143.67237042,98.522,0.009,0.007,0.018
3,100_0003_0050.JPG,-38.74781670,143.67218848,97.568,0.012,0.009,0.023
3,100_0003_0051.JPG,-38.74789814,143.67213491,97.604,0.012,0.010,0.025
3,100_0003_0052.JPG,-38.74811140,143.67206902,97.544,0.015,0.012,0.032
3,100_0003_0053.JPG,-38.74823503,143.67172958,97.547,0.014,0.012,0.031
3,100_0003_0054.JPG,-38.74835071,143.67141906,97.616,0.013,0.012,0.030
3,100_0003_0055.JPG,-38.74846529,143.67110910,97.709,0.013,0.010,0.026
3,100_0003_0056.JPG,-38.74858094,143.67079776,97.669,0.010,0.008,0.021
3,100_0003_0057.JPG,-38.74863835,143.67065656,97.805,0.010,0.007,0.018
3,100_0003_0058.JPG,-38.74892462,143.67058272,97.593,0.009,0.008,0.019
3,100_0003_0059.JPG,-38.74912284,143.67053323,97.973,0.012,0.010,0.026
3,100_0003_0060.JPG,-38.74899991,143.67086690,97.729,0.014,0.012,0.031
3,100_0003_0061.JPG,-38.74888497,143.67117972,98.034,0.014,0.012,0.031
3,100_0003_0062.JPG,-38.74877012,143.67149217,98.347,0.013,0.011,0.030
3,100_0003_0063.JPG,-38.74865090,143.67180487,98.560,0.012,0.010,0.026
3,100_0003_0064.JPG,-38.74860764,143.67193875,98.885,0.010,0.008,0.021
3,100_0003_0065.JPG,-38.74890092,143.67185069,97.746,0.010,0.007,0.019
3,100_0003_0066.JPG,-38.74910985,143.67178150,98.140,0.011,0.008,0.022
3,100_0003_0067.JPG,-38.74923581,143.67144389,97.976,0.013,0.011,0.028
3,100_0003_0068.JPG,-38.74935013,143.67113593,97.818,0.014,0.012,0.031
3,100_0003_0069.JPG,-38.74946660,143.67082438,97.760,0.014,0.012,0.031
3,100_0003_0070.JPG,-38.74958361,143.67051252,97.745,0.013,0.011,0.030
3,100_0003_0071.JPG,-38.74963197,143.67039350,97.750,0.015,0.011,0.031
3,100_0003_0072.JPG,-38.74992035,143.67031814,97.555,0.010,0.008,0.021
3,100_0003_0073.JPG,-38.75011677,143.67026948,97.835,0.010,0.007,0.020
3,100_0003_0074.JPG,-38.74999653,143.67060096,97.313,0.011,0.009,0.024
3,100_0003_0075.JPG,-38.74987758,143.67091857,97.969,0.013,0.011,0.028
3,100_0003_0076.JPG,-38.74976407,143.67122849,98.175,0.014,0.012,0.031
3,100_0003_0077.JPG,-38.74964831,143.67153689,98.331,0.014,0.012,0.031
3,100_0003_0078.JPG,-38.74960970,143.67164896,98.654,0.013,0.012,0.029
3,100_0003_0079.JPG,-38.74990256,143.67156060,97.945,0.011,0.009,0.024
3,100_0003_0080.JPG,-38.75011054,143.67149099,98.159,0.010,0.008,0.018
3,100_0003_0081.JPG,-38.75023739,143.67114884,98.160,0.010,0.007,0.019
3,100_0003_0082.JPG,-38.75029640,143.67097863,98.070,0.012,0.009,0.025
3,100_0003_0083.JPG,-38.75024450,143.67061848,97.825,0.013,0.011,0.028
3,100_0003_0084.JPG,-38.75023200,143.67055203,97.539,0.013,0.011,0.030
3,100_0003_0085.JPG,-38.74997361,143.67038882,97.378,0.015,0.012,0.033
3,100_0003_0086.JPG,-38.74985667,143.67033282,97.821,0.013,0.011,0.030
3,100_0003_0087.JPG,-38.74958456,143.67039000,97.460,0.012,0.009,0.024
3,100_0003_0088.JPG,-38.74931416,143.67047685,98.249,0.011,0.008,0.022
