=+proj=longlat +ellps=GRS80 +no_defs +type=crs,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,image, x (long), y (lat), z (alt), yaw, pitch, roll, h_accuracy, v_accuracy, label,,,,
Flight,File name,Latitude (GDA94) (deg),Longitude (GDA94) (deg),Ellipsoid height (GDA94) (m),,,,,RMS Error Up (m),,,,RMS Error North (m),RMS Error East (m)
2,100_0002_0085.JPG,-38.75458862,143.6707725,98.531,,,,,0.037,,,,0.015,0.013
2,100_0002_0086.JPG,-38.75442621,143.671044,98.923,,,,,0.037,,,,0.015,0.013
2,100_0002_0087.JPG,-38.75426752,143.6713202,99.689,,,,,0.035,,,,0.014,0.012
2,100_0002_0088.JPG,-38.75424627,143.6713223,99.677,,,,,0.031,,,,0.013,0.011
2,100_0002_0089.JPG,-38.75397428,143.6712758,98.028,,,,,0.025,,,,0.01,0.009
2,100_0002_0090.JPG,-38.75380374,143.6712502,98.595,,,,,0.024,,,,0.011,0.007
2,100_0002_0091.JPG,-38.75398302,143.6709451,98.651,,,,,0.027,,,,0.011,0.01
2,100_0002_0092.JPG,-38.75414398,143.6706707,98.72,,,,,0.034,,,,0.013,0.011
2,100_0002_0093.JPG,-38.75430645,143.6703948,98.823,,,,,0.037,,,,0.015,0.013
2,100_0002_0094.JPG,-38.75446777,143.6701186,98.792,,,,,0.038,,,,0.016,0.013
2,100_0002_0095.JPG,-38.75459758,143.6698893,98.796,,,,,0.034,,,,0.014,0.012
2,100_0002_0096.JPG,-38.7543067,143.6698318,98.457,,,,,0.026,,,,0.011,0.01
2,100_0002_0097.JPG,-38.75414205,143.6698139,99.143,,,,,0.022,,,,0.01,0.008
2,100_0002_0098.JPG,-38.75397233,143.6700989,98.026,,,,,0.023,,,,0.01,0.008
2,100_0002_0099.JPG,-38.75380718,143.6703776,98.849,,,,,0.028,,,,0.012,0.01
2,100_0002_0100.JPG,-38.75364606,143.6706526,99.211,,,,,0.034,,,,0.014,0.012
2,100_0002_0101.JPG,-38.75347627,143.6709441,100.11,,,,,0.037,,,,0.015,0.013
2,100_0002_0102.JPG,-38.75332523,143.6712056,100.697,,,,,0.04,,,,0.018,0.013
2,100_0002_0103.JPG,-38.75330555,143.6712053,100.487,,,,,0.037,,,,0.016,0.013
2,100_0002_0104.JPG,-38.75303105,143.6711724,98.808,,,,,0.03,,,,0.012,0.011
2,100_0002_0105.JPG,-38.752852,143.6711531,99.053,,,,,0.024,,,,0.01,0.009
2,100_0002_0106.JPG,-38.75303114,143.6708485,99.059,,,,,0.022,,,,0.009,0.008
2,100_0002_0107.JPG,-38.75318971,143.6705753,98.94,,,,,0.027,,,,0.012,0.01
2,100_0002_0108.JPG,-38.75335037,143.6702997,98.944,,,,,0.033,,,,0.013,0.011
2,100_0002_0109.JPG,-38.75351465,143.6700241,98.895,,,,,0.037,,,,0.015,0.013
2,100_0002_0110.JPG,-38.75367026,143.6697617,98.786,,,,,0.036,,,,0.015,0.013
2,100_0002_0111.JPG,-38.75368138,143.669734,98.74,,,,,0.035,,,,0.015,0.012
2,100_0002_0112.JPG,-38.75339369,143.6696967,98.339,,,,,0.029,,,,0.013,0.01
2,100_0002_0113.JPG,-38.75320472,143.6696967,99.19,,,,,0.024,,,,0.011,0.008
2,100_0002_0114.JPG,-38.75303356,143.6699841,97.776,,,,,0.021,,,,0.009,0.008
2,100_0002_0115.JPG,-38.7528666,143.6702647,98.316,,,,,0.023,,,,0.01,0.008
2,100_0002_0116.JPG,-38.75270992,143.6705306,98.715,,,,,0.028,,,,0.013,0.01
2,100_0002_0117.JPG,-38.75254599,143.6708097,99.211,,,,,0.031,,,,0.014,0.011
2,100_0002_0118.JPG,-38.75238248,143.6710897,99.679,,,,,0.036,,,,0.016,0.012
2,100_0002_0119.JPG,-38.75235719,143.6711248,99.917,,,,,0.035,,,,0.015,0.013
2,100_0002_0120.JPG,-38.75224118,143.6711076,99.039,,,,,0.032,,,,0.014,0.011
2,100_0002_0121.JPG,-38.75197936,143.6711774,97.796,,,,,0.027,,,,0.012,0.01
2,100_0002_0122.JPG,-38.75179203,143.6712374,98.321,,,,,0.022,,,,0.01,0.008
2,100_0002_0123.JPG,-38.75197069,143.6709327,98.46,,,,,0.021,,,,0.009,0.007
2,100_0002_0124.JPG,-38.75213153,143.6706603,98.575,,,,,0.024,,,,0.011,0.009
2,100_0002_0125.JPG,-38.75229236,143.6703869,98.495,,,,,0.029,,,,0.013,0.011
2,100_0002_0126.JPG,-38.75245553,143.6701104,98.648,,,,,0.034,,,,0.015,0.012
2,100_0002_0127.JPG,-38.75261772,143.6698343,98.733,,,,,0.036,,,,0.016,0.013
2,100_0002_0128.JPG,-38.7527214,143.6696501,98.478,,,,,0.034,,,,0.014,0.012
2,100_0002_0129.JPG,-38.75243408,143.6696421,97.962,,,,,0.027,,,,0.011,0.01
2,100_0002_0130.JPG,-38.75218911,143.6696922,99.52,,,,,0.021,,,,0.01,0.008
2,100_0002_0131.JPG,-38.75201704,143.6699785,98.806,,,,,0.023,,,,0.011,0.008
2,100_0002_0132.JPG,-38.75185435,143.6702662,99.182,,,,,0.028,,,,0.012,0.01
2,100_0002_0133.JPG,-38.75169285,143.6705404,99.475,,,,,0.033,,,,0.014,0.012
2,100_0002_0134.JPG,-38.7515347,143.6708078,99.07,,,,,0.034,,,,0.015,0.012
2,100_0002_0135.JPG,-38.75137076,143.6710833,98.715,,,,,0.034,,,,0.015,0.012
2,100_0002_0136.JPG,-38.75120996,143.6713596,99.044,,,,,0.031,,,,0.014,0.011
2,100_0002_0137.JPG,-38.75116339,143.6714317,99.357,,,,,0.029,,,,0.013,0.01
2,100_0002_0138.JPG,-38.75088991,143.6714958,97.828,,,,,0.021,,,,0.01,0.008
2,100_0002_0139.JPG,-38.75062623,143.6715837,98.582,,,,,0.022,,,,0.009,0.007
2,100_0002_0140.JPG,-38.75056851,143.6715974,98.912,,,,,0.021,,,,0.01,0.008
2,100_0002_0141.JPG,-38.75074749,143.6712943,98.43,,,,,0.028,,,,0.013,0.01
2,100_0002_0142.JPG,-38.750907,143.6710231,98.404,,,,,0.033,,,,0.014,0.012
2,100_0002_0143.JPG,-38.75106901,143.6707478,98.446,,,,,0.036,,,,0.015,0.013
2,100_0002_0144.JPG,-38.75123083,143.6704746,98.392,,,,,0.036,,,,0.015,0.013
2,100_0002_0145.JPG,-38.75139364,143.6702019,98.454,,,,,0.032,,,,0.014,0.012
2,100_0002_0146.JPG,-38.75155461,143.6699279,98.5,,,,,0.028,,,,0.012,0.01
2,100_0002_0147.JPG,-38.75163607,143.6697841,98.43,,,,,0.022,,,,0.01,0.008
2,100_0002_0148.JPG,-38.75134767,143.6698316,97.544,,,,,0.022,,,,0.011,0.008
2,100_0002_0149.JPG,-38.7510889,143.6698912,98.377,,,,,0.028,,,,0.012,0.01
2,100_0002_0150.JPG,-38.75106692,143.6699007,98.626,,,,,0.03,,,,0.013,0.011
2,100_0002_0151.JPG,-38.75089646,143.6701924,97.971,,,,,0.034,,,,0.015,0.012
2,100_0002_0152.JPG,-38.75073218,143.6704708,98.465,,,,,0.035,,,,0.015,0.013
2,100_0002_0153.JPG,-38.75057209,143.6707407,98.198,,,,,0.034,,,,0.016,0.012
2,100_0002_0154.JPG,-38.7504081,143.6710165,98.224,,,,,0.029,,,,0.013,0.011
2,100_0002_0155.JPG,-38.75028725,143.6712158,98.492,,,,,0.022,,,,0.011,0.009
2,100_0002_0156.JPG,-38.75022734,143.6708442,97.957,,,,,0.021,,,,0.009,0.007
2,100_0002_0157.JPG,-38.75018502,143.6705452,98.15,,,,,0.027,,,,0.013,0.01
2,100_0002_0158.JPG,-38.75036135,143.6702453,98.456,,,,,0.031,,,,0.014,0.011
3,100_0003_0001.JPG,-38.74505968,143.6730493,99.545,,,,,0.042,,,,0.019,0.016
3,100_0003_0002.JPG,-38.74518663,143.6727079,99.374,,,,,0.03,,,,0.014,0.012
3,100_0003_0003.JPG,-38.74523175,143.6725952,99.302,,,,,0.026,,,,0.013,0.01
3,100_0003_0004.JPG,-38.74548873,143.6724179,99.031,,,,,0.02,,,,0.011,0.008
3,100_0003_0005.JPG,-38.74565755,143.6722965,99,,,,,0.092,,,,0.04,0.033
3,100_0003_0006.JPG,-38.74582704,143.6721776,98.63,,,,,0.07,,,,0.03,0.026
3,100_0003_0007.JPG,-38.74569905,143.6725077,97.783,,,,,0.055,,,,0.024,0.02
3,100_0003_0008.JPG,-38.74558438,143.672832,98.637,,,,,0.046,,,,0.02,0.017
3,100_0003_0009.JPG,-38.74546826,143.6731455,99.711,,,,,0.045,,,,0.02,0.016
3,100_0003_0010.JPG,-38.74535342,143.6734557,99.767,,,,,0.031,,,,0.015,0.012
3,100_0003_0011.JPG,-38.74533156,143.6735407,99.574,,,,,0.026,,,,0.013,0.011
3,100_0003_0012.JPG,-38.74561844,143.6736315,98.143,,,,,0.019,,,,0.01,0.008
3,100_0003_0013.JPG,-38.74572346,143.673659,98.324,,,,,0.081,,,,0.034,0.031
3,100_0003_0014.JPG,-38.74585092,143.6733212,98.42,,,,,0.023,,,,0.011,0.009
3,100_0003_0015.JPG,-38.74596508,143.6730147,98.293,,,,,0.028,,,,0.013,0.011
3,100_0003_0016.JPG,-38.74608187,143.672702,98.098,,,,,0.031,,,,0.014,0.012
3,100_0003_0017.JPG,-38.74619749,143.6723912,98.246,,,,,0.034,,,,0.015,0.013
3,100_0003_0018.JPG,-38.74631316,143.6720825,98.313,,,,,0.031,,,,0.014,0.012
3,100_0003_0019.JPG,-38.74642759,143.6717761,98.108,,,,,0.026,,,,0.012,0.01
3,100_0003_0020.JPG,-38.74644883,143.6717287,98.138,,,,,0.024,,,,0.012,0.01
3,100_0003_0021.JPG,-38.7467021,143.671551,98.091,,,,,0.02,,,,0.01,0.008
3,100_0003_0022.JPG,-38.746936,143.6713837,98.273,,,,,0.018,,,,0.01,0.007
3,100_0003_0023.JPG,-38.74704767,143.6713116,98.051,,,,,0.021,,,,0.011,0.008
3,100_0003_0024.JPG,-38.74692626,143.6716431,97.413,,,,,0.029,,,,0.013,0.011
3,100_0003_0025.JPG,-38.74681107,143.6719605,97.88,,,,,0.031,,,,0.014,0.012
3,100_0003_0026.JPG,-38.7466928,143.6722817,98.463,,,,,0.032,,,,0.014,0.012
3,100_0003_0027.JPG,-38.74657895,143.6725871,98.654,,,,,0.029,,,,0.013,0.011
3,100_0003_0028.JPG,-38.74646335,143.6728983,98.814,,,,,0.024,,,,0.011,0.009
3,100_0003_0029.JPG,-38.74635032,143.6732005,99.006,,,,,0.02,,,,0.01,0.008
3,100_0003_0030.JPG,-38.74634537,143.6732256,98.993,,,,,0.018,,,,0.009,0.007
3,100_0003_0031.JPG,-38.74660574,143.6730351,98.298,,,,,0.02,,,,0.01,0.008
3,100_0003_0032.JPG,-38.74683548,143.6728655,98.302,,,,,0.025,,,,0.011,0.009
3,100_0003_0033.JPG,-38.74690791,143.6728129,98.277,,,,,0.026,,,,0.012,0.01
3,100_0003_0034.JPG,-38.74696679,143.6727636,98.183,,,,,0.028,,,,0.013,0.011
3,100_0003_0035.JPG,-38.74708084,143.6724374,98.112,,,,,0.031,,,,0.014,0.012
3,100_0003_0036.JPG,-38.74719595,143.6721283,98.117,,,,,0.031,,,,0.014,0.012
3,100_0003_0037.JPG,-38.74731185,143.6718177,98.146,,,,,0.032,,,,0.014,0.012
3,100_0003_0038.JPG,-38.74742772,143.6715064,98.202,,,,,0.024,,,,0.011,0.01
3,100_0003_0039.JPG,-38.74754342,143.6711962,98.207,,,,,0.02,,,,0.01,0.008
3,100_0003_0040.JPG,-38.74762039,143.6710001,98.105,,,,,0.018,,,,0.009,0.006
3,100_0003_0041.JPG,-38.74790047,143.6708909,97.795,,,,,0.021,,,,0.011,0.008
3,100_0003_0042.JPG,-38.7481326,143.6707953,98.428,,,,,0.027,,,,0.012,0.01
3,100_0003_0043.JPG,-38.74813167,143.6708056,98.434,,,,,0.028,,,,0.012,0.011
3,100_0003_0044.JPG,-38.74801269,143.6711283,97.688,,,,,0.031,,,,0.014,0.012
3,100_0003_0045.JPG,-38.74789345,143.6714446,98.23,,,,,0.03,,,,0.013,0.011
3,100_0003_0046.JPG,-38.74777614,143.6717557,98.694,,,,,0.027,,,,0.012,0.01
3,100_0003_0047.JPG,-38.74766094,143.6720673,98.735,,,,,0.021,,,,0.01,0.008
3,100_0003_0048.JPG,-38.7475495,143.6723718,98.649,,,,,0.019,,,,0.01,0.008
3,100_0003_0049.JPG,-38.74755821,143.6723704,98.522,,,,,0.018,,,,0.009,0.007
3,100_0003_0050.JPG,-38.7478167,143.6721885,97.568,,,,,0.023,,,,0.012,0.009
3,100_0003_0051.JPG,-38.74789814,143.6721349,97.604,,,,,0.025,,,,0.012,0.01
3,100_0003_0052.JPG,-38.7481114,143.672069,97.544,,,,,0.032,,,,0.015,0.012
3,100_0003_0053.JPG,-38.74823503,143.6717296,97.547,,,,,0.031,,,,0.014,0.012
3,100_0003_0054.JPG,-38.74835071,143.6714191,97.616,,,,,0.03,,,,0.013,0.012
3,100_0003_0055.JPG,-38.74846529,143.6711091,97.709,,,,,0.026,,,,0.013,0.01
3,100_0003_0056.JPG,-38.74858094,143.6707978,97.669,,,,,0.021,,,,0.01,0.008
3,100_0003_0057.JPG,-38.74863835,143.6706566,97.805,,,,,0.018,,,,0.01,0.007
3,100_0003_0058.JPG,-38.74892462,143.6705827,97.593,,,,,0.019,,,,0.009,0.008
3,100_0003_0059.JPG,-38.74912284,143.6705332,97.973,,,,,0.026,,,,0.012,0.01
3,100_0003_0060.JPG,-38.74899991,143.6708669,97.729,,,,,0.031,,,,0.014,0.012
3,100_0003_0061.JPG,-38.74888497,143.6711797,98.034,,,,,0.031,,,,0.014,0.012
3,100_0003_0062.JPG,-38.74877012,143.6714922,98.347,,,,,0.03,,,,0.013,0.011
3,100_0003_0063.JPG,-38.7486509,143.6718049,98.56,,,,,0.026,,,,0.012,0.01
3,100_0003_0064.JPG,-38.74860764,143.6719388,98.885,,,,,0.021,,,,0.01,0.008
3,100_0003_0065.JPG,-38.74890092,143.6718507,97.746,,,,,0.019,,,,0.01,0.007
3,100_0003_0066.JPG,-38.74910985,143.6717815,98.14,,,,,0.022,,,,0.011,0.008
3,100_0003_0067.JPG,-38.74923581,143.6714439,97.976,,,,,0.028,,,,0.013,0.011
3,100_0003_0068.JPG,-38.74935013,143.6711359,97.818,,,,,0.031,,,,0.014,0.012
3,100_0003_0069.JPG,-38.7494666,143.6708244,97.76,,,,,0.031,,,,0.014,0.012
3,100_0003_0070.JPG,-38.74958361,143.6705125,97.745,,,,,0.03,,,,0.013,0.011
3,100_0003_0071.JPG,-38.74963197,143.6703935,97.75,,,,,0.031,,,,0.015,0.011
3,100_0003_0072.JPG,-38.74992035,143.6703181,97.555,,,,,0.021,,,,0.01,0.008
3,100_0003_0073.JPG,-38.75011677,143.6702695,97.835,,,,,0.02,,,,0.01,0.007
3,100_0003_0074.JPG,-38.74999653,143.670601,97.313,,,,,0.024,,,,0.011,0.009
3,100_0003_0075.JPG,-38.74987758,143.6709186,97.969,,,,,0.028,,,,0.013,0.011
3,100_0003_0076.JPG,-38.74976407,143.6712285,98.175,,,,,0.031,,,,0.014,0.012
3,100_0003_0077.JPG,-38.74964831,143.6715369,98.331,,,,,0.031,,,,0.014,0.012
3,100_0003_0078.JPG,-38.7496097,143.671649,98.654,,,,,0.029,,,,0.013,0.012
3,100_0003_0079.JPG,-38.74990256,143.6715606,97.945,,,,,0.024,,,,0.011,0.009
3,100_0003_0080.JPG,-38.75011054,143.671491,98.159,,,,,0.018,,,,0.01,0.008
3,100_0003_0081.JPG,-38.75023739,143.6711488,98.16,,,,,0.019,,,,0.01,0.007
3,100_0003_0082.JPG,-38.7502964,143.6709786,98.07,,,,,0.025,,,,0.012,0.009
3,100_0003_0083.JPG,-38.7502445,143.6706185,97.825,,,,,0.028,,,,0.013,0.011
3,100_0003_0084.JPG,-38.750232,143.670552,97.539,,,,,0.03,,,,0.013,0.011
3,100_0003_0085.JPG,-38.74997361,143.6703888,97.378,,,,,0.033,,,,0.015,0.012
3,100_0003_0086.JPG,-38.74985667,143.6703328,97.821,,,,,0.03,,,,0.013,0.011
3,100_0003_0087.JPG,-38.74958456,143.67039,97.46,,,,,0.024,,,,0.012,0.009
3,100_0003_0088.JPG,-38.74931416,143.6704769,98.249,,,,,0.022,,,,0.011,0.008
3,100_0003_0089.JPG,-38.74922383,143.6705124,98.942,,,,,0.018,,,,0.009,0.007
3,100_0003_0090.JPG,-38.74949169,143.6706723,98.262,,,,,0.021,,,,0.011,0.009
3,100_0003_0091.JPG,-38.74973168,143.6708195,98.321,,,,,0.026,,,,0.012,0.01
3,100_0003_0092.JPG,-38.74997463,143.6709685,98.424,,,,,0.03,,,,0.014,0.011
3,100_0003_0093.JPG,-38.75021429,143.6711156,98.555,,,,,0.032,,,,0.015,0.012
3,100_0003_0094.JPG,-38.7503186,143.6711869,98.715,,,,,0.033,,,,0.015,0.012
3,100_0003_0095.JPG,-38.75008827,143.6714007,97.914,,,,,0.028,,,,0.013,0.01
3,100_0003_0096.JPG,-38.74995755,143.6715391,98.399,,,,,0.02,,,,0.01,0.008
3,100_0003_0097.JPG,-38.7497016,143.6713724,97.609,,,,,0.018,,,,0.01,0.008
3,100_0003_0098.JPG,-38.74945454,143.6712268,98.179,,,,,0.022,,,,0.011,0.008
3,100_0003_0099.JPG,-38.74921452,143.6710802,98.624,,,,,0.026,,,,0.013,0.01
3,100_0003_0100.JPG,-38.74897428,143.670933,98.942,,,,,0.031,,,,0.014,0.011
3,100_0003_0101.JPG,-38.7487337,143.6707862,99.051,,,,,0.034,,,,0.016,0.012
3,100_0003_0102.JPG,-38.74856222,143.6706854,99.091,,,,,0.032,,,,0.015,0.012
3,100_0003_0103.JPG,-38.74828683,143.6707501,98.531,,,,,0.026,,,,0.013,0.01
3,100_0003_0104.JPG,-38.74802015,143.670832,98.916,,,,,0.022,,,,0.011,0.008
3,100_0003_0105.JPG,-38.74793013,143.6708645,99.36,,,,,0.018,,,,0.01,0.008
3,100_0003_0106.JPG,-38.74819605,143.6710236,98.311,,,,,0.02,,,,0.01,0.008
3,100_0003_0107.JPG,-38.74843734,143.6711735,98.658,,,,,0.025,,,,0.012,0.009
3,100_0003_0108.JPG,-38.74867704,143.67132,98.47,,,,,0.029,,,,0.014,0.011
3,100_0003_0109.JPG,-38.74892128,143.6714675,98.339,,,,,0.032,,,,0.014,0.012
3,100_0003_0110.JPG,-38.74916254,143.6716148,98.326,,,,,0.032,,,,0.015,0.012
3,100_0003_0111.JPG,-38.74932517,143.67172,98.293,,,,,0.03,,,,0.014,0.011
3,100_0003_0112.JPG,-38.74904322,143.6717995,97.682,,,,,0.022,,,,0.011,0.008
3,100_0003_0113.JPG,-38.74878025,143.6718794,98.499,,,,,0.019,,,,0.009,0.007
3,100_0003_0114.JPG,-38.74868863,143.6719017,98.958,,,,,0.019,,,,0.01,0.008
3,100_0003_0115.JPG,-38.74843455,143.6717345,97.942,,,,,0.024,,,,0.012,0.009
3,100_0003_0116.JPG,-38.74819177,143.6715896,98.022,,,,,0.029,,,,0.014,0.011
3,100_0003_0117.JPG,-38.74795139,143.6714429,98.28,,,,,0.033,,,,0.015,0.012
3,100_0003_0118.JPG,-38.74771008,143.6712948,98.484,,,,,0.034,,,,0.015,0.012
3,100_0003_0119.JPG,-38.74746773,143.6711475,98.806,,,,,0.032,,,,0.015,0.012
3,100_0003_0120.JPG,-38.74740561,143.6711155,98.925,,,,,0.028,,,,0.013,0.011
3,100_0003_0121.JPG,-38.7471451,143.6712556,97.956,,,,,0.024,,,,0.012,0.009
3,100_0003_0122.JPG,-38.74693843,143.6713989,98.563,,,,,0.019,,,,0.01,0.007
3,100_0003_0123.JPG,-38.74720368,143.6715591,97.769,,,,,0.022,,,,0.011,0.009
3,100_0003_0124.JPG,-38.74744444,143.6717063,97.996,,,,,0.027,,,,0.013,0.01
3,100_0003_0125.JPG,-38.74768605,143.6718549,98.361,,,,,0.031,,,,0.014,0.011
3,100_0003_0126.JPG,-38.74792549,143.6720007,98.449,,,,,0.032,,,,0.015,0.012
3,100_0003_0127.JPG,-38.74805409,143.6720856,98.357,,,,,0.032,,,,0.015,0.012
3,100_0003_0128.JPG,-38.74786797,143.672145,97.685,,,,,0.025,,,,0.012,0.009
3,100_0003_0129.JPG,-38.74762689,143.6723072,97.722,,,,,0.021,,,,0.011,0.008
3,100_0003_0130.JPG,-38.74755985,143.672356,98.006,,,,,0.018,,,,0.009,0.007
3,100_0003_0131.JPG,-38.74730489,143.6721907,97.286,,,,,0.023,,,,0.011,0.009
3,100_0003_0132.JPG,-38.74706088,143.6720438,97.493,,,,,0.026,,,,0.013,0.01
3,100_0003_0133.JPG,-38.74682191,143.6718952,97.916,,,,,0.029,,,,0.014,0.011
3,100_0003_0134.JPG,-38.74658227,143.6717486,98.303,,,,,0.034,,,,0.015,0.012
3,100_0003_0135.JPG,-38.7464988,143.6717046,98.451,,,,,0.033,,,,0.015,0.012
3,100_0003_0136.JPG,-38.74624538,143.6718711,97.744,,,,,0.028,,,,0.013,0.011
3,100_0003_0137.JPG,-38.7460771,143.672014,98.306,,,,,0.022,,,,0.011,0.008
3,100_0003_0138.JPG,-38.74634317,143.672177,97.719,,,,,0.018,,,,0.009,0.007
3,100_0003_0139.JPG,-38.74658207,143.672324,98.193,,,,,0.02,,,,0.01,0.008
3,100_0003_0140.JPG,-38.74682343,143.6724699,98.207,,,,,0.025,,,,0.012,0.01
3,100_0003_0141.JPG,-38.74706443,143.6726186,98.073,,,,,0.029,,,,0.014,0.011
3,100_0003_0142.JPG,-38.74712148,143.6726576,98.01,,,,,0.032,,,,0.014,0.012
3,100_0003_0143.JPG,-38.74686924,143.672826,97.268,,,,,0.033,,,,0.015,0.012
3,100_0003_0144.JPG,-38.74680795,143.6728729,97.479,,,,,0.03,,,,0.014,0.011
3,100_0003_0145.JPG,-38.74668532,143.6729615,97.993,,,,,0.028,,,,0.013,0.01
3,100_0003_0146.JPG,-38.74643258,143.6727939,97.511,,,,,0.021,,,,0.011,0.008
3,100_0003_0147.JPG,-38.74618681,143.6726513,97.721,,,,,0.018,,,,0.01,0.008
3,100_0003_0148.JPG,-38.74594559,143.6725052,98.031,,,,,0.021,,,,0.011,0.008
3,100_0003_0149.JPG,-38.7457,143.6723562,98.699,,,,,0.026,,,,0.013,0.01
3,100_0003_0150.JPG,-38.74563257,143.6723206,98.983,,,,,0.028,,,,0.013,0.011
3,100_0003_0151.JPG,-38.74537884,143.6724906,98.036,,,,,0.033,,,,0.015,0.012
3,100_0003_0152.JPG,-38.7452113,143.6726284,98.405,,,,,0.031,,,,0.014,0.012
3,100_0003_0153.JPG,-38.74547785,143.6727908,97.505,,,,,0.025,,,,0.012,0.01
3,100_0003_0154.JPG,-38.74571801,143.6729363,97.648,,,,,0.021,,,,0.011,0.008
3,100_0003_0155.JPG,-38.74596171,143.6730842,97.753,,,,,0.018,,,,0.01,0.007
3,100_0003_0156.JPG,-38.74620146,143.6732312,97.958,,,,,0.02,,,,0.01,0.007
3,100_0003_0157.JPG,-38.74626233,143.6732733,97.694,,,,,0.025,,,,0.012,0.009
3,100_0003_0158.JPG,-38.7460126,143.6734454,97.316,,,,,0.03,,,,0.014,0.011
3,100_0003_0159.JPG,-38.74583536,143.6735843,97.899,,,,,0.033,,,,0.015,0.012
3,100_0003_0160.JPG,-38.74558007,143.6734188,97.066,,,,,0.031,,,,0.014,0.011
3,100_0003_0161.JPG,-38.74533488,143.6732743,97.585,,,,,0.026,,,,0.013,0.01
4,100_0004_0001.JPG,-38.74032721,143.6774546,100.339,,,,,0.02,,,,0.011,0.008
4,100_0004_0002.JPG,-38.74038561,143.6770744,100.047,,,,,0.076,,,,0.034,0.03
4,100_0004_0003.JPG,-38.74043376,143.6767502,99.751,,,,,0.068,,,,0.031,0.028
4,100_0004_0004.JPG,-38.74044751,143.6766922,99.629,,,,,0.064,,,,0.029,0.025
4,100_0004_0005.JPG,-38.74069037,143.6764686,99.199,,,,,0.053,,,,0.025,0.021
4,100_0004_0006.JPG,-38.74090212,143.6762705,99.184,,,,,0.046,,,,0.021,0.018
4,100_0004_0007.JPG,-38.74107849,143.6761106,99.292,,,,,0.036,,,,0.017,0.015
4,100_0004_0008.JPG,-38.74103783,143.6764701,98.828,,,,,0.023,,,,0.012,0.01
4,100_0004_0009.JPG,-38.74098352,143.6768082,99.068,,,,,0.018,,,,0.011,0.008
4,100_0004_0010.JPG,-38.74092983,143.6771453,99.484,,,,,0.077,,,,0.035,0.03
4,100_0004_0011.JPG,-38.74087854,143.6774837,99.492,,,,,0.071,,,,0.037,0.028
4,100_0004_0012.JPG,-38.74082648,143.6778227,99.685,,,,,0.06,,,,0.027,0.026
4,100_0004_0013.JPG,-38.7407686,143.6781481,99.919,,,,,0.05,,,,0.024,0.021
4,100_0004_0014.JPG,-38.74077234,143.6781552,99.909,,,,,0.046,,,,0.022,0.018
4,100_0004_0015.JPG,-38.74101822,143.6779289,99.135,,,,,0.035,,,,0.016,0.014
4,100_0004_0016.JPG,-38.7412338,143.6777289,99.178,,,,,0.031,,,,0.015,0.012
4,100_0004_0017.JPG,-38.74140907,143.677559,99.373,,,,,0.02,,,,0.011,0.009
4,100_0004_0018.JPG,-38.74146579,143.6771861,99.474,,,,,0.017,,,,0.009,0.008
4,100_0004_0019.JPG,-38.74151582,143.6768529,99.412,,,,,0.019,,,,0.01,0.007
4,100_0004_0020.JPG,-38.74156739,143.6765155,99.443,,,,,0.023,,,,0.011,0.009
4,100_0004_0021.JPG,-38.74161797,143.676178,99.277,,,,,0.027,,,,0.013,0.011
4,100_0004_0022.JPG,-38.74166935,143.6758415,98.921,,,,,0.03,,,,0.014,0.012
4,100_0004_0023.JPG,-38.74171707,143.6755233,98.987,,,,,0.032,,,,0.015,0.013
4,100_0004_0024.JPG,-38.74172993,143.675495,99.078,,,,,0.031,,,,0.015,0.013
4,100_0004_0025.JPG,-38.74196749,143.675276,98.901,,,,,0.028,,,,0.013,0.011
4,100_0004_0026.JPG,-38.74218,143.6750771,98.918,,,,,0.024,,,,0.012,0.01
4,100_0004_0027.JPG,-38.74235554,143.67492,99.134,,,,,0.018,,,,0.01,0.008
4,100_0004_0028.JPG,-38.74231071,143.6752773,98.517,,,,,0.019,,,,0.01,0.008
4,100_0004_0029.JPG,-38.74225344,143.6756169,98.876,,,,,0.024,,,,0.012,0.01
4,100_0004_0030.JPG,-38.74220152,143.6759567,99.218,,,,,0.029,,,,0.014,0.011
4,100_0004_0031.JPG,-38.74215015,143.6762892,99.354,,,,,0.031,,,,0.015,0.012
4,100_0004_0032.JPG,-38.74209825,143.6766298,99.407,,,,,0.031,,,,0.014,0.012
4,100_0004_0033.JPG,-38.74205447,143.6769135,99.31,,,,,0.026,,,,0.013,0.011
4,100_0004_0034.JPG,-38.74229113,143.6766764,98.651,,,,,0.019,,,,0.01,0.008
4,100_0004_0035.JPG,-38.74250074,143.676464,98.853,,,,,0.017,,,,0.009,0.007
4,100_0004_0036.JPG,-38.7426288,143.6763379,98.898,,,,,0.017,,,,0.01,0.007
4,100_0004_0037.JPG,-38.74269989,143.6762783,98.808,,,,,0.019,,,,0.01,0.009
4,100_0004_0038.JPG,-38.74275291,143.6759093,98.676,,,,,0.026,,,,0.013,0.01
4,100_0004_0039.JPG,-38.74280267,143.6755768,98.85,,,,,0.029,,,,0.014,0.012
4,100_0004_0040.JPG,-38.74285452,143.675238,98.954,,,,,0.032,,,,0.016,0.013
4,100_0004_0041.JPG,-38.74290652,143.6748993,98.901,,,,,0.031,,,,0.015,0.012
