=+proj=longlat +ellps=GRS80 +no_defs +type=crs,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,image, x (long), y (lat), z (alt), yaw, pitch, roll, h_accuracy, v_accuracy, label,,,,
Flight,File name,Latitude (GDA94) (deg),Longitude (GDA94) (deg),Ellipsoid height (GDA94) (m),,,,,RMS Error Up (m),,,,RMS Error North (m),RMS Error East (m)
4,100_0004_0042.JPG,-38.74295783,143.6745651,98.898,,,,,0.029,,,,0.015,0.012
4,100_0004_0043.JPG,-38.74300519,143.6742799,98.944,,,,,0.024,,,,0.012,0.01
4,100_0004_0044.JPG,-38.74324983,143.674062,98.89,,,,,0.019,,,,0.011,0.008
4,100_0004_0045.JPG,-38.74346355,143.6738668,99.043,,,,,0.018,,,,0.011,0.007
4,100_0004_0046.JPG,-38.7436299,143.6737222,99.026,,,,,0.022,,,,0.012,0.009
4,100_0004_0047.JPG,-38.74357892,143.6740776,98.495,,,,,0.029,,,,0.014,0.011
4,100_0004_0048.JPG,-38.74352991,143.6744208,98.812,,,,,0.031,,,,0.015,0.012
4,100_0004_0049.JPG,-38.74348114,143.6747585,98.961,,,,,0.03,,,,0.014,0.012
4,100_0004_0050.JPG,-38.74342334,143.6750996,99.421,,,,,0.027,,,,0.013,0.011
4,100_0004_0051.JPG,-38.74337423,143.6754358,99.664,,,,,0.022,,,,0.011,0.009
4,100_0004_0052.JPG,-38.74332104,143.6757722,99.747,,,,,0.018,,,,0.01,0.008
4,100_0004_0053.JPG,-38.74332078,143.6758057,99.734,,,,,0.017,,,,0.011,0.007
4,100_0004_0054.JPG,-38.74357692,143.6756048,99.171,,,,,0.021,,,,0.011,0.009
4,100_0004_0055.JPG,-38.74380482,143.675425,99.16,,,,,0.025,,,,0.012,0.01
4,100_0004_0056.JPG,-38.74394002,143.6753112,99.14,,,,,0.029,,,,0.014,0.012
4,100_0004_0057.JPG,-38.74399812,143.6749388,99.069,,,,,0.032,,,,0.016,0.012
4,100_0004_0058.JPG,-38.74404898,143.6746069,99.011,,,,,0.032,,,,0.017,0.012
4,100_0004_0059.JPG,-38.74410071,143.6742686,99.223,,,,,0.028,,,,0.013,0.011
4,100_0004_0060.JPG,-38.74415204,143.6739324,99.389,,,,,0.023,,,,0.012,0.01
4,100_0004_0061.JPG,-38.74420249,143.673593,99.39,,,,,0.019,,,,0.01,0.009
4,100_0004_0062.JPG,-38.74424658,143.6732812,99.429,,,,,0.018,,,,0.011,0.007
4,100_0004_0063.JPG,-38.74426446,143.6732604,99.432,,,,,0.017,,,,0.01,0.007
4,100_0004_0064.JPG,-38.74451171,143.6730822,99.163,,,,,0.022,,,,0.011,0.009
4,100_0004_0065.JPG,-38.74474387,143.6729147,99.547,,,,,0.026,,,,0.013,0.01
4,100_0004_0066.JPG,-38.74485967,143.6728353,99.554,,,,,0.03,,,,0.014,0.012
4,100_0004_0067.JPG,-38.7448118,143.6731938,98.748,,,,,0.031,,,,0.014,0.012
4,100_0004_0068.JPG,-38.744758,143.6735369,99.155,,,,,0.028,,,,0.013,0.011
4,100_0004_0069.JPG,-38.74470474,143.6738784,99.406,,,,,0.023,,,,0.012,0.009
4,100_0004_0070.JPG,-38.74465394,143.6742119,99.411,,,,,0.019,,,,0.011,0.008
4,100_0004_0071.JPG,-38.74459854,143.6745507,99.374,,,,,0.017,,,,0.01,0.008
4,100_0004_0072.JPG,-38.74455883,143.6748403,99.52,,,,,0.021,,,,0.011,0.009
4,100_0004_0073.JPG,-38.74481917,143.6746352,98.969,,,,,0.028,,,,0.013,0.011
4,100_0004_0074.JPG,-38.74504584,143.6744565,98.971,,,,,0.03,,,,0.014,0.012
4,100_0004_0075.JPG,-38.74518113,143.6743431,99.088,,,,,0.031,,,,0.015,0.012
4,100_0004_0076.JPG,-38.74523978,143.6739705,98.98,,,,,0.028,,,,0.014,0.011
4,100_0004_0077.JPG,-38.74529144,143.6736392,98.778,,,,,0.025,,,,0.012,0.01
4,100_0004_0078.JPG,-38.74530399,143.6735304,98.73,,,,,0.022,,,,0.011,0.009
4,100_0004_0079.JPG,-38.74519137,143.6731868,98.672,,,,,0.017,,,,0.009,0.007
4,100_0004_0080.JPG,-38.74515215,143.6730882,98.624,,,,,0.017,,,,0.009,0.007
4,100_0004_0081.JPG,-38.74487598,143.6729939,98.52,,,,,0.023,,,,0.011,0.009
4,100_0004_0082.JPG,-38.74466367,143.6729712,99.251,,,,,0.027,,,,0.013,0.011
4,100_0004_0083.JPG,-38.74441414,143.6731241,98.723,,,,,0.031,,,,0.015,0.012
4,100_0004_0084.JPG,-38.74418168,143.6733016,99.187,,,,,0.03,,,,0.014,0.012
4,100_0004_0085.JPG,-38.74395866,143.6734821,100.214,,,,,0.026,,,,0.013,0.011
4,100_0004_0086.JPG,-38.74395747,143.6734911,100.315,,,,,0.025,,,,0.013,0.01
4,100_0004_0087.JPG,-38.74425086,143.673562,99.546,,,,,0.018,,,,0.01,0.007
4,100_0004_0088.JPG,-38.74451281,143.673629,99.651,,,,,0.017,,,,0.01,0.007
4,100_0004_0089.JPG,-38.74477672,143.6736953,99.628,,,,,0.019,,,,0.01,0.008
4,100_0004_0090.JPG,-38.7450396,143.6737609,99.7,,,,,0.024,,,,0.012,0.01
4,100_0004_0091.JPG,-38.74529994,143.673826,99.656,,,,,0.028,,,,0.015,0.011
4,100_0004_0092.JPG,-38.74540347,143.6738573,99.443,,,,,0.03,,,,0.015,0.012
4,100_0004_0093.JPG,-38.74522589,143.6741371,98.792,,,,,0.03,,,,0.014,0.012
4,100_0004_0094.JPG,-38.74505905,143.674415,99.361,,,,,0.026,,,,0.013,0.011
4,100_0004_0095.JPG,-38.74502583,143.6744624,99.526,,,,,0.023,,,,0.012,0.01
4,100_0004_0096.JPG,-38.74475111,143.6743738,98.424,,,,,0.018,,,,0.009,0.007
4,100_0004_0097.JPG,-38.74447929,143.6743208,98.544,,,,,0.017,,,,0.01,0.008
4,100_0004_0098.JPG,-38.74421577,143.6742549,99.044,,,,,0.021,,,,0.011,0.009
4,100_0004_0099.JPG,-38.74395456,143.6741898,99.377,,,,,0.025,,,,0.013,0.01
4,100_0004_0100.JPG,-38.74369019,143.6741232,99.929,,,,,0.029,,,,0.015,0.011
4,100_0004_0101.JPG,-38.74342739,143.6740569,100.309,,,,,0.031,,,,0.015,0.012
4,100_0004_0102.JPG,-38.74327283,143.6740239,100.473,,,,,0.031,,,,0.015,0.012
4,100_0004_0103.JPG,-38.74304328,143.6742298,98.858,,,,,0.026,,,,0.013,0.011
4,100_0004_0104.JPG,-38.74282815,143.6744468,99.251,,,,,0.022,,,,0.011,0.008
4,100_0004_0105.JPG,-38.74271093,143.6745812,99.999,,,,,0.018,,,,0.01,0.008
4,100_0004_0106.JPG,-38.74300403,143.6746512,99.158,,,,,0.019,,,,0.01,0.008
4,100_0004_0107.JPG,-38.74326605,143.6747178,99.26,,,,,0.023,,,,0.012,0.009
4,100_0004_0108.JPG,-38.74352771,143.6747836,99.265,,,,,0.027,,,,0.013,0.011
4,100_0004_0109.JPG,-38.74379183,143.6748484,99.345,,,,,0.032,,,,0.018,0.012
4,100_0004_0110.JPG,-38.74405474,143.6749128,99.409,,,,,0.031,,,,0.015,0.012
4,100_0004_0111.JPG,-38.74431106,143.6749783,99.651,,,,,0.03,,,,0.014,0.012
4,100_0004_0112.JPG,-38.74435038,143.6749906,99.351,,,,,0.028,,,,0.013,0.011
4,100_0004_0113.JPG,-38.7441045,143.6751765,98.654,,,,,0.021,,,,0.011,0.009
4,100_0004_0114.JPG,-38.74387415,143.6753654,99.14,,,,,0.017,,,,0.01,0.007
4,100_0004_0115.JPG,-38.74366947,143.6755266,99.452,,,,,0.018,,,,0.01,0.008
4,100_0004_0116.JPG,-38.74339888,143.6754317,98.454,,,,,0.024,,,,0.012,0.01
4,100_0004_0117.JPG,-38.74312313,143.6753825,98.575,,,,,0.028,,,,0.014,0.011
4,100_0004_0118.JPG,-38.74285924,143.6753185,99.471,,,,,0.03,,,,0.015,0.012
4,100_0004_0119.JPG,-38.74259847,143.6752516,100.041,,,,,0.031,,,,0.015,0.012
4,100_0004_0120.JPG,-38.74233422,143.6751872,100.386,,,,,0.029,,,,0.014,0.012
4,100_0004_0121.JPG,-38.74211883,143.6751378,100.316,,,,,0.024,,,,0.012,0.01
4,100_0004_0122.JPG,-38.74188979,143.6753428,98.782,,,,,0.017,,,,0.01,0.008
4,100_0004_0123.JPG,-38.74167001,143.675551,99.164,,,,,0.017,,,,0.01,0.008
4,100_0004_0124.JPG,-38.74154054,143.6756913,99.748,,,,,0.021,,,,0.011,0.009
4,100_0004_0125.JPG,-38.74183073,143.6757607,99.218,,,,,0.027,,,,0.013,0.011
4,100_0004_0126.JPG,-38.74209184,143.6758275,99.384,,,,,0.03,,,,0.014,0.012
4,100_0004_0127.JPG,-38.74235633,143.6758928,99.361,,,,,0.031,,,,0.015,0.012
4,100_0004_0128.JPG,-38.74262096,143.6759576,99.346,,,,,0.029,,,,0.014,0.012
4,100_0004_0129.JPG,-38.74288478,143.6760235,99.332,,,,,0.026,,,,0.013,0.011
4,100_0004_0130.JPG,-38.74299292,143.6760545,99.216,,,,,0.022,,,,0.011,0.009
4,100_0004_0131.JPG,-38.74274475,143.6762356,98.454,,,,,0.017,,,,0.01,0.008
4,100_0004_0132.JPG,-38.74258849,143.6763697,98.889,,,,,0.018,,,,0.01,0.007
4,100_0004_0133.JPG,-38.7423851,143.6765899,99.674,,,,,0.023,,,,0.012,0.01
4,100_0004_0134.JPG,-38.74236394,143.6766023,99.785,,,,,0.025,,,,0.012,0.01
4,100_0004_0135.JPG,-38.74209153,143.6765105,98.988,,,,,0.029,,,,0.014,0.012
4,100_0004_0136.JPG,-38.74181811,143.6764589,99.266,,,,,0.031,,,,0.015,0.012
4,100_0004_0137.JPG,-38.74155482,143.6763932,99.72,,,,,0.03,,,,0.014,0.012
4,100_0004_0138.JPG,-38.74129338,143.6763275,100.045,,,,,0.027,,,,0.013,0.011
4,100_0004_0139.JPG,-38.74103239,143.6762623,100.235,,,,,0.023,,,,0.012,0.01
4,100_0004_0140.JPG,-38.7409383,143.6762443,100.29,,,,,0.019,,,,0.011,0.008
4,100_0004_0141.JPG,-38.74070524,143.6764462,99.013,,,,,0.017,,,,0.009,0.008
4,100_0004_0142.JPG,-38.74048709,143.6766587,99.189,,,,,0.021,,,,0.011,0.009
4,100_0004_0143.JPG,-38.74035797,143.6767965,99.446,,,,,0.026,,,,0.013,0.011
4,100_0004_0144.JPG,-38.74064946,143.6768652,98.369,,,,,0.03,,,,0.015,0.012
4,100_0004_0145.JPG,-38.74091387,143.6769306,98.761,,,,,0.031,,,,0.015,0.012
4,100_0004_0146.JPG,-38.74117559,143.6769955,98.981,,,,,0.029,,,,0.014,0.012
4,100_0004_0147.JPG,-38.74143944,143.677061,99.262,,,,,0.026,,,,0.013,0.01
4,100_0004_0148.JPG,-38.74170053,143.6771259,99.527,,,,,0.022,,,,0.011,0.009
4,100_0004_0149.JPG,-38.74180814,143.6771588,99.255,,,,,0.018,,,,0.01,0.008
4,100_0004_0150.JPG,-38.74158028,143.6773803,98.466,,,,,0.019,,,,0.01,0.007
4,100_0004_0151.JPG,-38.74136858,143.6775971,98.988,,,,,0.023,,,,0.012,0.009
4,100_0004_0152.JPG,-38.74124896,143.6777215,99.575,,,,,0.027,,,,0.013,0.011
4,100_0004_0153.JPG,-38.74097277,143.677634,98.284,,,,,0.03,,,,0.015,0.012
4,100_0004_0154.JPG,-38.74070281,143.6775791,98.505,,,,,0.03,,,,0.015,0.012
4,100_0004_0155.JPG,-38.74044074,143.6775146,99.187,,,,,0.028,,,,0.014,0.011
5,100_0005_0001.JPG,-38.73600686,143.6828707,100.532,,,,,0.067,,,,0.042,0.026
5,100_0005_0002.JPG,-38.7360385,143.6832542,100.38,,,,,0.055,,,,0.033,0.021
5,100_0005_0003.JPG,-38.7360675,143.6835917,100.15,,,,,0.047,,,,0.028,0.018
5,100_0005_0004.JPG,-38.73607931,143.6836705,100.1,,,,,0.041,,,,0.025,0.015
5,100_0005_0005.JPG,-38.73631467,143.6838957,100.121,,,,,0.031,,,,0.018,0.011
5,100_0005_0006.JPG,-38.7365287,143.6841005,100.022,,,,,0.025,,,,0.014,0.009
5,100_0005_0007.JPG,-38.73665852,143.6842167,99.963,,,,,0.021,,,,0.012,0.008
5,100_0005_0008.JPG,-38.73662842,143.683842,99.325,,,,,0.077,,,,0.051,0.029
5,100_0005_0009.JPG,-38.73659696,143.683497,99.535,,,,,0.07,,,,0.045,0.026
5,100_0005_0010.JPG,-38.73656908,143.683159,99.581,,,,,0.061,,,,0.04,0.023
5,100_0005_0011.JPG,-38.73653942,143.6828162,99.554,,,,,0.054,,,,0.035,0.02
5,100_0005_0012.JPG,-38.7365106,143.6824769,99.746,,,,,0.047,,,,0.029,0.017
5,100_0005_0013.JPG,-38.73649031,143.6822088,100.217,,,,,0.038,,,,0.023,0.014
5,100_0005_0014.JPG,-38.73669443,143.681939,99.172,,,,,0.029,,,,0.016,0.01
5,100_0005_0015.JPG,-38.7368803,143.6816804,99.143,,,,,0.024,,,,0.013,0.009
5,100_0005_0016.JPG,-38.73697285,143.6815654,99.516,,,,,0.086,,,,0.058,0.032
5,100_0005_0017.JPG,-38.73700634,143.6819436,99.338,,,,,0.075,,,,0.049,0.028
5,100_0005_0018.JPG,-38.73703606,143.682285,99.205,,,,,0.03,,,,0.018,0.011
5,100_0005_0019.JPG,-38.73706574,143.6826253,99.216,,,,,0.033,,,,0.021,0.012
5,100_0005_0020.JPG,-38.73709517,143.6829697,99.311,,,,,0.035,,,,0.022,0.013
5,100_0005_0021.JPG,-38.73712514,143.6833131,99.312,,,,,0.036,,,,0.022,0.013
5,100_0005_0022.JPG,-38.73715114,143.6836188,99.335,,,,,0.031,,,,0.019,0.011
5,100_0005_0023.JPG,-38.73716134,143.6836097,99.302,,,,,0.03,,,,0.018,0.011
5,100_0005_0024.JPG,-38.73735438,143.6833293,99.133,,,,,0.023,,,,0.013,0.008
5,100_0005_0025.JPG,-38.7375285,143.6830702,99.254,,,,,0.022,,,,0.011,0.008
5,100_0005_0026.JPG,-38.73763259,143.6829061,99.25,,,,,0.025,,,,0.013,0.008
5,100_0005_0027.JPG,-38.73759981,143.6825349,98.653,,,,,0.029,,,,0.017,0.01
5,100_0005_0028.JPG,-38.73757057,143.6821904,98.521,,,,,0.037,,,,0.02,0.014
5,100_0005_0029.JPG,-38.73754118,143.6818513,98.812,,,,,0.035,,,,0.022,0.013
5,100_0005_0030.JPG,-38.73751198,143.6815078,99.11,,,,,0.036,,,,0.022,0.013
5,100_0005_0031.JPG,-38.73748247,143.6811685,99.291,,,,,0.036,,,,0.021,0.013
5,100_0005_0032.JPG,-38.73746106,143.6808887,99.911,,,,,0.031,,,,0.02,0.011
5,100_0005_0033.JPG,-38.73766431,143.6806173,99.127,,,,,0.023,,,,0.013,0.008
5,100_0005_0034.JPG,-38.73784776,143.6803637,99.239,,,,,0.02,,,,0.011,0.008
5,100_0005_0035.JPG,-38.73794027,143.6802466,99.535,,,,,0.022,,,,0.012,0.008
5,100_0005_0036.JPG,-38.7379748,143.6806223,99.36,,,,,0.032,,,,0.017,0.011
5,100_0005_0037.JPG,-38.73800301,143.6809636,99.273,,,,,0.035,,,,0.02,0.012
5,100_0005_0038.JPG,-38.73803249,143.6813061,99.159,,,,,0.038,,,,0.022,0.013
5,100_0005_0039.JPG,-38.73806218,143.6816472,99.044,,,,,0.041,,,,0.022,0.014
5,100_0005_0040.JPG,-38.73809107,143.6819897,99.202,,,,,0.038,,,,0.021,0.013
5,100_0005_0041.JPG,-38.73811274,143.6821944,99.333,,,,,0.072,,,,0.017,0.031
5,100_0005_0042.JPG,-38.73831005,143.6819062,98.743,,,,,0.034,,,,0.013,0.014
5,100_0005_0043.JPG,-38.73848513,143.6816457,98.677,,,,,0.027,,,,0.012,0.011
5,100_0005_0044.JPG,-38.7385893,143.6814825,99.076,,,,,0.027,,,,0.014,0.009
5,100_0005_0045.JPG,-38.73855784,143.6811093,98.74,,,,,0.039,,,,0.018,0.012
5,100_0005_0046.JPG,-38.73852667,143.680766,98.689,,,,,0.037,,,,0.019,0.013
5,100_0005_0047.JPG,-38.73849725,143.6804226,98.876,,,,,0.039,,,,0.02,0.014
5,100_0005_0048.JPG,-38.738468,143.6800833,99.086,,,,,0.038,,,,0.019,0.014
5,100_0005_0049.JPG,-38.73843807,143.6797408,99.15,,,,,0.036,,,,0.017,0.013
5,100_0005_0050.JPG,-38.73842728,143.6795698,99.362,,,,,0.03,,,,0.015,0.01
5,100_0005_0051.JPG,-38.73863054,143.6792982,98.724,,,,,0.022,,,,0.012,0.008
5,100_0005_0052.JPG,-38.73881484,143.6790453,98.618,,,,,0.02,,,,0.011,0.008
5,100_0005_0053.JPG,-38.73890766,143.6789285,98.431,,,,,0.022,,,,0.012,0.008
5,100_0005_0054.JPG,-38.73894225,143.6793048,98.401,,,,,0.031,,,,0.015,0.011
5,100_0005_0055.JPG,-38.73897212,143.6796468,98.555,,,,,0.035,,,,0.017,0.013
5,100_0005_0056.JPG,-38.73900242,143.6799904,98.614,,,,,0.037,,,,0.018,0.014
5,100_0005_0057.JPG,-38.7390315,143.6803318,98.957,,,,,0.037,,,,0.018,0.013
5,100_0005_0058.JPG,-38.7390605,143.6806705,99.074,,,,,0.033,,,,0.017,0.012
5,100_0005_0059.JPG,-38.73907293,143.6807734,99.125,,,,,0.029,,,,0.015,0.011
5,100_0005_0060.JPG,-38.73926879,143.680488,98.521,,,,,0.021,,,,0.011,0.008
5,100_0005_0061.JPG,-38.7394444,143.6802273,98.412,,,,,0.019,,,,0.01,0.007
5,100_0005_0062.JPG,-38.73954794,143.6800635,98.452,,,,,0.023,,,,0.012,0.008
5,100_0005_0063.JPG,-38.73951481,143.6796901,97.952,,,,,0.03,,,,0.015,0.011
5,100_0005_0064.JPG,-38.73948416,143.679346,98.121,,,,,0.035,,,,0.017,0.013
5,100_0005_0065.JPG,-38.73945498,143.6790076,98.135,,,,,0.037,,,,0.018,0.013
5,100_0005_0066.JPG,-38.73942628,143.6786648,98.283,,,,,0.037,,,,0.018,0.013
5,100_0005_0067.JPG,-38.73939575,143.6783292,98.512,,,,,0.034,,,,0.017,0.012
5,100_0005_0068.JPG,-38.73939292,143.6782565,98.753,,,,,0.031,,,,0.016,0.012
5,100_0005_0069.JPG,-38.73959642,143.6779816,98.275,,,,,0.023,,,,0.012,0.008
5,100_0005_0070.JPG,-38.7397798,143.6777297,98.435,,,,,0.02,,,,0.01,0.007
5,100_0005_0071.JPG,-38.73987247,143.6776122,98.923,,,,,0.022,,,,0.011,0.008
5,100_0005_0072.JPG,-38.73990629,143.6779899,98.566,,,,,0.029,,,,0.014,0.01
5,100_0005_0073.JPG,-38.73993499,143.6783319,98.585,,,,,0.034,,,,0.017,0.012
5,100_0005_0074.JPG,-38.7399643,143.6786729,98.645,,,,,0.037,,,,0.018,0.013
5,100_0005_0075.JPG,-38.73999368,143.6790159,98.85,,,,,0.037,,,,0.018,0.013
5,100_0005_0076.JPG,-38.74002042,143.6793358,98.922,,,,,0.034,,,,0.017,0.012
5,100_0005_0077.JPG,-38.74002615,143.6793517,98.742,,,,,0.032,,,,0.016,0.012
5,100_0005_0078.JPG,-38.74022254,143.6790674,98.243,,,,,0.024,,,,0.012,0.009
5,100_0005_0079.JPG,-38.74039984,143.6788059,98.225,,,,,0.02,,,,0.01,0.008
5,100_0005_0080.JPG,-38.74050329,143.6786427,98.309,,,,,0.02,,,,0.011,0.008
5,100_0005_0081.JPG,-38.74047235,143.6782697,97.573,,,,,0.027,,,,0.013,0.009
5,100_0005_0082.JPG,-38.74044336,143.6779551,97.968,,,,,0.034,,,,0.016,0.012
5,100_0005_0083.JPG,-38.7404148,143.6779273,98.083,,,,,0.036,,,,0.017,0.013
5,100_0005_0084.JPG,-38.74025468,143.6777514,98.234,,,,,0.039,,,,0.018,0.014
5,100_0005_0085.JPG,-38.73996649,143.6777937,97.815,,,,,0.038,,,,0.017,0.013
5,100_0005_0086.JPG,-38.7397123,143.6778332,98.356,,,,,0.032,,,,0.015,0.011
5,100_0005_0087.JPG,-38.73969081,143.6778538,98.399,,,,,0.029,,,,0.014,0.01
5,100_0005_0088.JPG,-38.73950032,143.6781103,97.777,,,,,0.022,,,,0.011,0.008
5,100_0005_0089.JPG,-38.73931604,143.6783638,98.079,,,,,0.02,,,,0.011,0.008
5,100_0005_0090.JPG,-38.73914754,143.6785953,98.393,,,,,0.025,,,,0.012,0.009
5,100_0005_0091.JPG,-38.73914784,143.6786032,98.33,,,,,0.027,,,,0.013,0.009
5,100_0005_0092.JPG,-38.73944169,143.678563,98.22,,,,,0.037,,,,0.017,0.013
5,100_0005_0093.JPG,-38.73971117,143.6785244,98.338,,,,,0.04,,,,0.018,0.014
5,100_0005_0094.JPG,-38.73997545,143.6784885,98.484,,,,,0.041,,,,0.019,0.014
5,100_0005_0095.JPG,-38.74024113,143.6784508,98.616,,,,,0.038,,,,0.018,0.013
5,100_0005_0096.JPG,-38.74050635,143.6784131,98.719,,,,,0.033,,,,0.016,0.011
5,100_0005_0097.JPG,-38.74067274,143.6783941,98.629,,,,,0.025,,,,0.012,0.009
5,100_0005_0098.JPG,-38.7404826,143.6786825,97.965,,,,,0.021,,,,0.01,0.008
5,100_0005_0099.JPG,-38.74030551,143.6789472,98.232,,,,,0.023,,,,0.011,0.008
5,100_0005_0100.JPG,-38.74015929,143.6791577,98.275,,,,,0.031,,,,0.014,0.011
5,100_0005_0101.JPG,-38.739869,143.6791962,97.733,,,,,0.039,,,,0.018,0.013
5,100_0005_0102.JPG,-38.73960279,143.6792345,98.002,,,,,0.043,,,,0.02,0.014
5,100_0005_0103.JPG,-38.73933498,143.6792733,98.144,,,,,0.04,,,,0.018,0.014
5,100_0005_0104.JPG,-38.73907095,143.6793105,98.313,,,,,0.036,,,,0.017,0.013
5,100_0005_0105.JPG,-38.73880352,143.6793477,98.18,,,,,0.03,,,,0.014,0.01
5,100_0005_0106.JPG,-38.73856743,143.6793871,98.319,,,,,0.023,,,,0.011,0.008
5,100_0005_0107.JPG,-38.73836669,143.6796609,97.782,,,,,0.021,,,,0.011,0.008
5,100_0005_0108.JPG,-38.73818081,143.6799123,97.726,,,,,0.025,,,,0.012,0.009
5,100_0005_0109.JPG,-38.73801265,143.6801424,98.076,,,,,0.033,,,,0.015,0.011
5,100_0005_0110.JPG,-38.73801264,143.6801505,98.04,,,,,0.035,,,,0.016,0.012
5,100_0005_0111.JPG,-38.73830708,143.6801081,97.813,,,,,0.041,,,,0.018,0.014
5,100_0005_0112.JPG,-38.73857455,143.6800692,97.833,,,,,0.041,,,,0.018,0.014
5,100_0005_0113.JPG,-38.73883913,143.6800322,97.748,,,,,0.037,,,,0.017,0.013
5,100_0005_0114.JPG,-38.73910506,143.6799931,97.861,,,,,0.032,,,,0.015,0.011
5,100_0005_0115.JPG,-38.73936964,143.6799554,98.051,,,,,0.025,,,,0.012,0.009
5,100_0005_0116.JPG,-38.73962057,143.679918,98.288,,,,,0.021,,,,0.011,0.008
5,100_0005_0117.JPG,-38.73963943,143.6799211,98.118,,,,,0.02,,,,0.01,0.008
5,100_0005_0118.JPG,-38.73944807,143.680211,97.532,,,,,0.027,,,,0.013,0.01
5,100_0005_0119.JPG,-38.73927263,143.6804741,97.512,,,,,0.034,,,,0.016,0.012
5,100_0005_0120.JPG,-38.73912669,143.6806844,97.628,,,,,0.04,,,,0.019,0.014
5,100_0005_0121.JPG,-38.73883611,143.6807245,97.127,,,,,0.045,,,,0.02,0.016
5,100_0005_0122.JPG,-38.73856817,143.6807647,97.38,,,,,0.038,,,,0.017,0.013
5,100_0005_0123.JPG,-38.73830586,143.6808019,97.221,,,,,0.033,,,,0.015,0.011
5,100_0005_0124.JPG,-38.73804019,143.6808395,97.535,,,,,0.026,,,,0.013,0.009
5,100_0005_0125.JPG,-38.73777169,143.6808781,97.718,,,,,0.021,,,,0.011,0.008
5,100_0005_0126.JPG,-38.73750947,143.6809152,97.808,,,,,0.021,,,,0.01,0.008
5,100_0005_0127.JPG,-38.73743365,143.6809301,97.71,,,,,0.023,,,,0.011,0.008
5,100_0005_0128.JPG,-38.73723712,143.6812034,96.982,,,,,0.032,,,,0.015,0.011
5,100_0005_0129.JPG,-38.73704897,143.6814574,97.01,,,,,0.038,,,,0.017,0.013
5,100_0005_0130.JPG,-38.73688035,143.6816875,97.283,,,,,0.041,,,,0.019,0.014
5,100_0005_0131.JPG,-38.73688039,143.6816962,97.294,,,,,0.041,,,,0.019,0.014
5,100_0005_0132.JPG,-38.73717549,143.681656,97.249,,,,,0.037,,,,0.017,0.013
5,100_0005_0133.JPG,-38.73744068,143.6816178,97.256,,,,,0.032,,,,0.015,0.011
5,100_0005_0134.JPG,-38.73770657,143.6815801,97.267,,,,,0.025,,,,0.012,0.009
5,100_0005_0135.JPG,-38.73797254,143.6815422,97.217,,,,,0.021,,,,0.01,0.008
5,100_0005_0136.JPG,-38.73823805,143.6815034,97.219,,,,,0.021,,,,0.01,0.008
5,100_0005_0137.JPG,-38.73850282,143.6814654,97.141,,,,,0.026,,,,0.012,0.009
5,100_0005_0138.JPG,-38.7386104,143.6814548,97.028,,,,,0.033,,,,0.015,0.011
5,100_0005_0139.JPG,-38.73841848,143.681742,96.661,,,,,0.04,,,,0.018,0.014
5,100_0005_0140.JPG,-38.73824268,143.6820056,96.823,,,,,0.041,,,,0.019,0.014
5,100_0005_0141.JPG,-38.73809561,143.6822169,96.801,,,,,0.038,,,,0.017,0.013
5,100_0005_0142.JPG,-38.73780596,143.6822557,96.18,,,,,0.03,,,,0.014,0.01
5,100_0005_0143.JPG,-38.73753763,143.6822931,96.358,,,,,0.025,,,,0.012,0.009
5,100_0005_0144.JPG,-38.73727216,143.6823305,96.475,,,,,0.02,,,,0.01,0.007
5,100_0005_0145.JPG,-38.73700577,143.6823698,96.724,,,,,0.022,,,,0.011,0.008
5,100_0005_0146.JPG,-38.73673808,143.6824075,96.961,,,,,0.028,,,,0.013,0.01
5,100_0005_0147.JPG,-38.73647476,143.6824456,96.918,,,,,0.034,,,,0.016,0.012
5,100_0005_0148.JPG,-38.7362975,143.6824748,97.131,,,,,0.039,,,,0.018,0.013
5,100_0005_0149.JPG,-38.73609923,143.6827449,96.318,,,,,0.041,,,,0.019,0.014
5,100_0005_0150.JPG,-38.73591207,143.6830002,96.313,,,,,0.039,,,,0.018,0.013
5,100_0005_0151.JPG,-38.73574439,143.6832298,96.674,,,,,0.032,,,,0.015,0.011
5,100_0005_0152.JPG,-38.73574379,143.6832382,96.461,,,,,0.03,,,,0.014,0.01
5,100_0005_0153.JPG,-38.73604137,143.683198,96.426,,,,,0.021,,,,0.011,0.008
5,100_0005_0154.JPG,-38.73630764,143.6831591,96.85,,,,,0.021,,,,0.01,0.007
5,100_0005_0155.JPG,-38.73657227,143.683124,96.542,,,,,0.025,,,,0.012,0.009
5,100_0005_0156.JPG,-38.73683831,143.683086,96.449,,,,,0.032,,,,0.015,0.011
5,100_0005_0157.JPG,-38.73710687,143.6830472,96.483,,,,,0.038,,,,0.017,0.013
5,100_0005_0158.JPG,-38.73737181,143.6830087,96.457,,,,,0.041,,,,0.018,0.014
5,100_0005_0159.JPG,-38.73758045,143.6829836,96.139,,,,,0.04,,,,0.018,0.014
5,100_0005_0160.JPG,-38.73738844,143.6832732,95.726,,,,,0.033,,,,0.015,0.011
5,100_0005_0161.JPG,-38.73721424,143.6835378,96.164,,,,,0.027,,,,0.013,0.01
5,100_0005_0162.JPG,-38.7370666,143.6837486,96.425,,,,,0.02,,,,0.01,0.007
