Flight,File name,Easting (m),Northing (m),Orthometric height (m),RMS Error North (m),RMS Error East (m),RMS Error Up (m)
6,100_0013_0019.JPG,732871.662,5708738.551,102.351,0.015,0.017,0.046
6,100_0013_0020.JPG,732875.774,5708767.582,102.418,0.018,0.023,0.061
6,100_0013_0021.JPG,732879.833,5708797.185,102.928,0.022,0.027,0.074
6,100_0013_0022.JPG,732883.986,5708823.230,103.042,0.035,0.044,0.110
6,100_0013_0023.JPG,732908.863,5708844.625,102.037,0.026,0.028,0.075
6,100_0013_0024.JPG,732930.836,5708864.485,101.908,0.032,0.025,0.076
6,100_0013_0025.JPG,732951.514,5708882.710,102.447,0.025,0.019,0.057
6,100_0013_0026.JPG,732952.394,5708882.830,102.499,0.021,0.017,0.048
6,100_0013_0027.JPG,732948.061,5708850.412,102.402,0.014,0.013,0.035
6,100_0013_0028.JPG,732943.774,5708821.004,102.461,0.019,0.016,0.042
6,100_0013_0029.JPG,732939.660,5708791.898,102.601,0.018,0.021,0.056
6,100_0013_0030.JPG,732935.437,5708762.313,103.135,0.022,0.025,0.071
6,100_0013_0031.JPG,732931.273,5708732.955,103.375,0.024,0.029,0.080
6,100_0013_0032.JPG,732927.138,5708704.732,103.507,0.032,0.030,0.083
6,100_0013_0033.JPG,732927.327,5708702.898,103.535,0.024,0.029,0.080
6,100_0013_0034.JPG,732953.677,5708724.083,103.257,0.021,0.023,0.064
6,100_0013_0035.JPG,732976.865,5708742.560,103.134,0.025,0.019,0.056
6,100_0013_0036.JPG,732995.584,5708758.153,103.186,0.015,0.014,0.037
6,100_0013_0037.JPG,733000.182,5708790.076,102.087,0.014,0.015,0.040
6,100_0013_0038.JPG,733003.980,5708819.852,101.990,0.017,0.020,0.054
6,100_0013_0039.JPG,733008.281,5708848.985,101.926,0.022,0.027,0.075
6,100_0013_0040.JPG,733012.454,5708878.136,101.650,0.031,0.035,0.097
6,100_0013_0041.JPG,733016.513,5708908.328,102.394,0.037,0.049,0.129
6,100_0013_0042.JPG,733020.558,5708937.403,103.114,0.041,0.054,0.147
6,100_0013_0043.JPG,733022.110,5708945.999,103.471,0.063,0.077,0.166
6,100_0013_0044.JPG,733046.657,5708967.125,102.042,0.019,0.020,0.055
6,100_0013_0045.JPG,733068.986,5708986.974,102.219,0.016,0.015,0.041
6,100_0013_0046.JPG,733089.786,5709005.075,102.524,0.072,0.078,0.221
6,100_0013_0047.JPG,733090.620,5709005.154,102.465,0.018,0.014,0.037
6,100_0013_0048.JPG,733086.192,5708972.426,101.961,0.026,0.021,0.061
6,100_0013_0049.JPG,733081.719,5708942.663,102.415,0.023,0.025,0.072
6,100_0013_0050.JPG,733077.766,5708913.523,102.799,0.035,0.030,0.087
6,100_0013_0051.JPG,733074.006,5708884.053,102.146,0.026,0.029,0.083
6,100_0013_0052.JPG,733069.433,5708854.088,102.211,0.034,0.029,0.084
6,100_0013_0053.JPG,733065.248,5708824.750,102.255,0.020,0.023,0.065
6,100_0013_0054.JPG,733063.895,5708812.751,102.146,0.018,0.018,0.052
6,100_0013_0055.JPG,733089.956,5708833.513,102.328,0.068,0.079,0.225
6,100_0013_0056.JPG,733113.244,5708852.596,102.303,0.017,0.015,0.041
6,100_0013_0057.JPG,733132.325,5708868.531,102.315,0.019,0.019,0.047
6,100_0013_0058.JPG,733137.279,5708900.411,102.082,0.033,0.031,0.088
6,100_0013_0059.JPG,733140.370,5708930.440,102.771,0.033,0.042,0.103
6,100_0013_0060.JPG,733144.593,5708959.766,103.061,0.046,0.047,0.134
6,100_0013_0061.JPG,733148.792,5708989.420,103.143,0.058,0.080,0.204
6,100_0013_0062.JPG,733153.071,5709018.442,102.970,0.019,0.023,0.063
6,100_0013_0063.JPG,733157.320,5709048.048,102.456,0.015,0.017,0.046
6,100_0013_0064.JPG,733160.076,5709067.485,103.029,0.012,0.013,0.028
6,100_0013_0065.JPG,733184.916,5709088.830,102.599,0.013,0.014,0.032
6,100_0013_0066.JPG,733206.884,5709108.471,102.535,0.017,0.020,0.054
6,100_0013_0067.JPG,733227.651,5709126.984,103.014,0.028,0.050,0.120
6,100_0013_0068.JPG,733228.342,5709127.067,102.857,0.025,0.033,0.083
6,100_0013_0069.JPG,733225.014,5709094.511,102.161,0.028,0.029,0.082
6,100_0013_0070.JPG,733219.540,5709064.480,102.650,0.025,0.027,0.078
6,100_0013_0071.JPG,733215.264,5709034.941,103.401,0.022,0.024,0.068
6,100_0013_0072.JPG,733211.430,5709005.614,103.625,0.018,0.019,0.053
6,100_0013_0073.JPG,733207.352,5708976.270,102.988,0.023,0.015,0.047
6,100_0013_0074.JPG,733203.371,5708946.895,102.524,0.016,0.013,0.035
6,100_0013_0075.JPG,733200.233,5708923.099,102.377,0.025,0.018,0.055
6,100_0013_0076.JPG,733226.194,5708944.142,101.453,0.023,0.024,0.063
6,100_0013_0077.JPG,733248.952,5708962.790,101.555,0.024,0.028,0.079
6,100_0013_0078.JPG,733267.917,5708978.444,101.238,0.032,0.031,0.086
6,100_0013_0079.JPG,733274.285,5709009.768,101.815,0.028,0.025,0.070
6,100_0013_0080.JPG,733276.963,5709040.118,102.450,0.017,0.020,0.055
7,100_0014_0001.JPG,733286.834,5709055.396,103.769,0.378,0.699,1.920
7,100_0014_0002.JPG,733317.963,5709041.781,101.523,0.060,0.033,0.098
7,100_0014_0003.JPG,733344.351,5709030.887,101.472,0.049,0.026,0.080
7,100_0014_0004.JPG,733349.785,5709029.206,101.617,0.030,0.021,0.067
7,100_0014_0005.JPG,733378.603,5709045.760,101.600,0.027,0.016,0.047
7,100_0014_0006.JPG,733404.531,5709060.353,101.639,0.022,0.012,0.036
7,100_0014_0007.JPG,733414.572,5709066.409,101.651,0.112,0.069,0.273
7,100_0014_0008.JPG,733384.552,5709079.641,100.708,0.078,0.064,0.169
7,100_0014_0009.JPG,733356.738,5709090.468,100.696,0.070,0.050,0.143
7,100_0014_0010.JPG,733330.049,5709101.675,100.536,0.061,0.041,0.122
7,100_0014_0011.JPG,733301.348,5709112.076,101.405,0.144,0.036,0.121
7,100_0014_0012.JPG,733273.951,5709123.838,101.932,0.051,0.033,0.094
7,100_0014_0013.JPG,733246.043,5709135.694,102.100,0.041,0.023,0.091
7,100_0014_0014.JPG,733237.666,5709139.589,102.371,0.021,0.015,0.048
7,100_0014_0015.JPG,733267.369,5709155.925,100.984,0.020,0.011,0.032
7,100_0014_0016.JPG,733293.445,5709170.814,101.195,0.098,0.060,0.187
7,100_0014_0017.JPG,733304.994,5709175.984,101.279,0.081,0.053,0.157
7,100_0014_0018.JPG,733335.245,5709163.407,101.549,0.070,0.045,0.133
7,100_0014_0019.JPG,733362.793,5709152.160,101.606,0.074,0.040,0.121
7,100_0014_0020.JPG,733390.450,5709140.453,101.649,0.052,0.034,0.099
7,100_0014_0021.JPG,733418.046,5709129.138,101.645,0.044,0.028,0.082
7,100_0014_0022.JPG,733445.396,5709117.897,101.295,0.027,0.020,0.066
7,100_0014_0023.JPG,733472.646,5709106.738,101.070,0.025,0.016,0.051
7,100_0014_0024.JPG,733481.576,5709103.615,101.275,0.025,0.014,0.044
7,100_0014_0025.JPG,733510.419,5709119.858,100.681,0.023,0.011,0.033
7,100_0014_0026.JPG,733536.054,5709134.870,101.382,0.086,0.056,0.166
7,100_0014_0027.JPG,733546.343,5709140.831,101.793,0.076,0.050,0.146
7,100_0014_0028.JPG,733517.200,5709151.526,100.368,0.060,0.039,0.114
7,100_0014_0029.JPG,733491.086,5709163.357,99.731,0.037,0.026,0.085
7,100_0014_0030.JPG,733463.966,5709175.721,100.524,0.029,0.018,0.052
7,100_0014_0031.JPG,733434.742,5709187.776,101.212,0.020,0.013,0.035
7,100_0014_0032.JPG,733407.438,5709199.063,100.520,0.087,0.068,0.182
7,100_0014_0033.JPG,733379.830,5709209.991,100.783,0.076,0.049,0.145
7,100_0014_0034.JPG,733371.506,5709213.590,101.049,0.068,0.044,0.129
7,100_0014_0035.JPG,733400.379,5709229.449,99.687,0.066,0.035,0.108
7,100_0014_0036.JPG,733426.257,5709243.724,99.404,0.035,0.029,0.089
7,100_0014_0037.JPG,733438.396,5709249.661,99.452,0.047,0.024,0.074
7,100_0014_0038.JPG,733468.797,5709237.231,100.168,0.024,0.015,0.049
7,100_0014_0039.JPG,733496.283,5709225.873,100.670,0.017,0.011,0.036
7,100_0014_0040.JPG,733523.789,5709214.771,100.706,0.020,0.011,0.032
7,100_0014_0041.JPG,733551.148,5709203.432,100.765,0.065,0.050,0.166
7,100_0014_0042.JPG,733578.960,5709191.987,100.771,0.078,0.052,0.151
7,100_0014_0043.JPG,733606.499,5709180.670,100.798,0.070,0.051,0.140
7,100_0014_0044.JPG,733622.367,5709174.637,100.711,0.061,0.039,0.115
7,100_0014_0045.JPG,733653.650,5709186.311,100.098,0.061,0.031,0.097
7,100_0014_0046.JPG,733681.429,5709196.413,100.038,0.042,0.026,0.077
7,100_0014_0047.JPG,733704.004,5709204.999,100.240,0.030,0.019,0.055
7,100_0014_0048.JPG,733675.123,5709218.441,99.932,0.021,0.012,0.034
7,100_0014_0049.JPG,733647.249,5709229.816,101.118,0.112,0.059,0.182
7,100_0014_0050.JPG,733619.292,5709240.895,101.295,0.021,0.013,0.040
7,100_0014_0051.JPG,733591.792,5709250.842,101.367,0.021,0.015,0.052
7,100_0014_0052.JPG,733564.198,5709262.154,101.783,0.048,0.035,0.114
7,100_0014_0053.JPG,733536.389,5709273.910,101.361,0.062,0.037,0.106
7,100_0014_0054.JPG,733508.409,5709285.095,101.554,0.040,0.024,0.073
7,100_0014_0055.JPG,733505.896,5709286.496,101.852,0.026,0.019,0.063
7,100_0014_0056.JPG,733537.764,5709298.857,100.244,0.018,0.013,0.040
7,100_0014_0057.JPG,733565.351,5709309.400,100.295,0.021,0.011,0.033
7,100_0014_0058.JPG,733587.494,5709317.203,100.360,0.021,0.010,0.032
7,100_0014_0059.JPG,733618.013,5709304.811,100.943,0.030,0.015,0.047
7,100_0014_0060.JPG,733645.589,5709293.632,101.014,0.031,0.018,0.056
7,100_0014_0061.JPG,733673.199,5709282.420,100.721,0.034,0.021,0.063
7,100_0014_0062.JPG,733700.553,5709271.073,100.463,0.036,0.022,0.066
7,100_0014_0063.JPG,733728.167,5709259.447,100.782,0.025,0.018,0.062
7,100_0014_0064.JPG,733755.789,5709248.069,101.301,0.023,0.016,0.054
7,100_0014_0065.JPG,733783.276,5709236.788,101.204,0.026,0.015,0.044
7,100_0014_0066.JPG,733792.740,5709233.307,101.006,0.021,0.011,0.037
7,100_0014_0067.JPG,733824.414,5709241.896,100.781,0.018,0.010,0.030
7,100_0014_0068.JPG,733853.151,5709249.266,100.928,0.024,0.012,0.039
7,100_0014_0069.JPG,733881.236,5709256.741,101.187,0.099,0.079,0.317
7,100_0014_0070.JPG,733887.009,5709258.545,101.096,0.086,0.049,0.205
7,100_0014_0071.JPG,733859.316,5709272.556,100.367,0.045,0.027,0.111
7,100_0014_0072.JPG,733830.160,5709280.651,100.984,0.048,0.031,0.087
7,100_0014_0073.JPG,733802.562,5709294.093,101.182,0.029,0.016,0.051
7,100_0014_0074.JPG,733774.326,5709304.986,101.589,0.027,0.012,0.041
7,100_0014_0075.JPG,733746.631,5709315.272,101.372,0.026,0.010,0.035
7,100_0014_0076.JPG,733720.395,5709327.301,101.291,0.015,0.011,0.037
7,100_0014_0077.JPG,733692.691,5709339.119,101.916,0.030,0.017,0.053
7,100_0014_0078.JPG,733669.445,5709348.617,102.731,0.044,0.021,0.068
7,100_0014_0079.JPG,733701.492,5709358.987,101.049,0.035,0.021,0.063
7,100_0014_0080.JPG,733729.398,5709368.258,100.451,0.031,0.018,0.056
7,100_0014_0081.JPG,733755.729,5709376.812,100.090,0.017,0.012,0.042
7,100_0014_0082.JPG,733759.133,5709375.572,99.960,0.016,0.011,0.038
7,100_0014_0083.JPG,733787.085,5709364.281,100.442,0.021,0.010,0.032
7,100_0014_0084.JPG,733814.318,5709353.039,100.946,0.015,0.009,0.030
7,100_0014_0085.JPG,733842.054,5709341.577,100.977,0.018,0.012,0.039
7,100_0014_0086.JPG,733869.515,5709330.343,100.810,0.020,0.014,0.050
7,100_0014_0087.JPG,733897.413,5709318.847,100.730,0.029,0.019,0.060
7,100_0014_0088.JPG,733923.924,5709307.906,101.000,0.037,0.022,0.070
7,100_0014_0089.JPG,733928.502,5709306.555,101.104,0.045,0.029,0.119
7,100_0014_0090.JPG,733926.969,5709338.351,100.502,0.022,0.016,0.055
7,100_0014_0091.JPG,733921.620,5709368.478,100.691,0.024,0.013,0.043
7,100_0014_0092.JPG,733919.881,5709374.550,100.777,0.019,0.011,0.038
7,100_0014_0093.JPG,733890.702,5709386.229,99.816,0.016,0.010,0.036
7,100_0014_0094.JPG,733883.918,5709388.520,100.212,0.017,0.011,0.037
7,100_0014_0095.JPG,733902.648,5709360.820,100.041,0.071,0.042,0.129
7,100_0014_0096.JPG,733919.090,5709336.145,100.666,0.027,0.018,0.062
7,100_0014_0097.JPG,733926.019,5709325.000,100.991,0.029,0.020,0.067
7,100_0014_0098.JPG,733913.973,5709294.496,100.582,0.025,0.018,0.061
7,100_0014_0099.JPG,733902.059,5709267.280,101.273,0.024,0.016,0.052
7,100_0014_0100.JPG,733899.060,5709261.416,101.332,0.020,0.014,0.049
7,100_0014_0101.JPG,733868.941,5709252.593,101.156,0.015,0.010,0.032
7,100_0014_0102.JPG,733839.455,5709245.332,102.074,0.025,0.011,0.037
7,100_0014_0103.JPG,733827.305,5709243.468,102.507,0.017,0.012,0.043
7,100_0014_0104.JPG,733840.504,5709273.688,101.237,0.029,0.018,0.062
7,100_0014_0105.JPG,733851.929,5709301.626,100.990,0.035,0.021,0.064
7,100_0014_0106.JPG,733863.209,5709329.035,101.342,0.026,0.020,0.066
7,100_0014_0107.JPG,733874.491,5709356.523,101.294,0.027,0.018,0.063
7,100_0014_0108.JPG,733885.636,5709383.671,101.838,0.021,0.015,0.052
7,100_0014_0109.JPG,733887.316,5709388.961,101.672,0.019,0.013,0.044
7,100_0014_0110.JPG,733855.307,5709386.998,101.318,0.017,0.009,0.031
7,100_0014_0111.JPG,733825.394,5709386.554,101.614,0.013,0.009,0.032
7,100_0014_0112.JPG,733821.295,5709385.796,101.962,0.028,0.012,0.040
7,100_0014_0113.JPG,733809.553,5709355.369,100.514,0.027,0.016,0.053
7,100_0014_0114.JPG,733797.835,5709327.877,100.761,0.025,0.018,0.061
7,100_0014_0115.JPG,733786.559,5709300.263,100.925,0.045,0.021,0.070
7,100_0014_0116.JPG,733775.087,5709272.690,101.315,0.036,0.020,0.074
7,100_0014_0117.JPG,733763.506,5709245.474,101.842,0.024,0.017,0.058
7,100_0014_0118.JPG,733753.029,5709222.724,102.339,0.032,0.014,0.047
7,100_0014_0119.JPG,733723.420,5709212.734,100.797,0.021,0.010,0.032
7,100_0014_0120.JPG,733694.369,5709201.394,100.753,0.025,0.010,0.034
7,100_0014_0121.JPG,733677.952,5709195.763,101.492,0.027,0.014,0.047
7,100_0014_0122.JPG,733691.068,5709226.659,101.242,0.024,0.017,0.059
7,100_0014_0123.JPG,733702.244,5709254.341,101.729,0.037,0.020,0.065
7,100_0014_0124.JPG,733713.803,5709281.463,101.316,0.027,0.019,0.067
7,100_0014_0125.JPG,733725.232,5709308.941,100.995,0.042,0.019,0.066
7,100_0014_0126.JPG,733736.683,5709336.386,100.806,0.036,0.016,0.055
7,100_0014_0127.JPG,733748.095,5709363.884,101.042,0.017,0.012,0.040
7,100_0014_0128.JPG,733752.943,5709375.472,101.096,0.024,0.010,0.032
7,100_0014_0129.JPG,733724.157,5709362.212,101.235,0.016,0.012,0.041
7,100_0014_0130.JPG,733693.201,5709355.754,102.638,0.025,0.016,0.054
7,100_0014_0131.JPG,733677.160,5709351.184,102.618,0.035,0.020,0.062
7,100_0014_0132.JPG,733668.771,5709320.126,100.232,0.045,0.020,0.068
7,100_0014_0133.JPG,733654.143,5709293.102,100.532,0.023,0.017,0.058
7,100_0014_0134.JPG,733642.182,5709265.445,101.638,0.021,0.014,0.049
7,100_0014_0135.JPG,733630.903,5709237.955,102.058,0.029,0.013,0.046
7,100_0014_0136.JPG,733619.757,5709210.819,102.127,0.021,0.010,0.033
7,100_0014_0137.JPG,733608.389,5709183.281,102.270,0.025,0.011,0.045
7,100_0014_0138.JPG,733601.230,5709167.297,101.992,0.032,0.020,0.059
7,100_0014_0139.JPG,733577.779,5709158.252,101.233,0.023,0.016,0.054
7,100_0014_0140.JPG,733551.392,5709142.355,100.710,0.025,0.018,0.062
7,100_0014_0141.JPG,733526.134,5709128.438,100.658,0.026,0.019,0.066
7,100_0014_0142.JPG,733520.024,5709126.241,101.316,0.044,0.020,0.070
7,100_0014_0143.JPG,733532.537,5709156.368,100.955,0.032,0.017,0.054
7,100_0014_0144.JPG,733543.807,5709184.218,101.594,0.016,0.011,0.039
7,100_0014_0145.JPG,733554.902,5709211.332,101.016,0.015,0.010,0.031
7,100_0014_0146.JPG,733566.460,5709239.128,101.146,0.017,0.009,0.031
7,100_0014_0147.JPG,733578.031,5709266.311,101.014,0.019,0.011,0.037
7,100_0014_0148.JPG,733589.423,5709294.016,100.972,0.035,0.016,0.052
7,100_0014_0149.JPG,733600.344,5709320.450,101.294,0.024,0.017,0.058
7,100_0014_0150.JPG,733601.243,5709323.000,101.308,0.030,0.018,0.064
7,100_0014_0151.JPG,733572.491,5709309.357,100.215,0.025,0.018,0.062
7,100_0014_0152.JPG,733544.170,5709299.152,100.798,0.033,0.017,0.054
7,100_0014_0153.JPG,733524.035,5709293.332,101.819,0.017,0.012,0.042
7,100_0014_0154.JPG,733511.754,5709263.084,101.432,0.015,0.009,0.030
7,100_0014_0155.JPG,733500.451,5709235.785,101.186,0.015,0.009,0.030
7,100_0014_0156.JPG,733489.067,5709208.600,100.628,0.016,0.010,0.038
7,100_0014_0157.JPG,733477.713,5709180.796,101.540,0.036,0.016,0.054
7,100_0014_0158.JPG,733466.730,5709153.459,101.850,0.028,0.017,0.061
7,100_0014_0159.JPG,733455.435,5709125.813,101.465,0.024,0.018,0.063
7,100_0014_0160.JPG,733443.879,5709098.128,101.571,0.024,0.018,0.063
7,100_0014_0161.JPG,733434.367,5709075.972,101.992,0.023,0.017,0.057
7,100_0014_0162.JPG,733410.016,5709057.517,100.580,0.015,0.010,0.036
7,100_0014_0163.JPG,733383.055,5709043.494,102.282,0.016,0.010,0.031
7,100_0014_0164.JPG,733356.386,5709030.004,102.477,0.017,0.011,0.039
7,100_0014_0165.JPG,733350.690,5709029.428,103.207,0.034,0.014,0.049
7,100_0014_0166.JPG,733363.292,5709059.872,101.197,0.035,0.020,0.063
7,100_0014_0167.JPG,733374.352,5709087.540,100.814,0.027,0.018,0.064
7,100_0014_0168.JPG,733385.716,5709114.901,101.057,0.027,0.018,0.062
7,100_0014_0169.JPG,733396.538,5709141.927,100.468,0.022,0.016,0.056
7,100_0014_0170.JPG,733407.922,5709169.959,100.003,0.019,0.013,0.046
7,100_0014_0171.JPG,733419.606,5709197.368,100.866,0.016,0.010,0.036
7,100_0014_0172.JPG,733431.236,5709225.147,101.636,0.016,0.009,0.030
7,100_0014_0173.JPG,733442.057,5709251.042,101.881,0.013,0.009,0.032
7,100_0014_0174.JPG,733442.482,5709252.873,101.522,0.015,0.011,0.036
7,100_0014_0175.JPG,733414.061,5709237.281,100.875,0.031,0.016,0.053
7,100_0014_0176.JPG,733387.210,5709222.719,101.234,0.035,0.019,0.061
7,100_0014_0177.JPG,733362.161,5709208.747,101.618,0.028,0.018,0.066
7,100_0014_0178.JPG,733359.084,5709206.304,101.566,0.028,0.019,0.067
7,100_0014_0179.JPG,733348.287,5709176.705,99.455,0.023,0.016,0.055
7,100_0014_0180.JPG,733335.109,5709149.410,99.097,0.027,0.014,0.046
7,100_0014_0181.JPG,733323.574,5709121.448,100.754,0.026,0.012,0.040
7,100_0014_0182.JPG,733312.560,5709093.839,100.473,0.016,0.009,0.031
7,100_0014_0183.JPG,733301.137,5709066.604,100.491,0.014,0.009,0.032
7,100_0014_0184.JPG,733291.797,5709046.408,101.127,0.019,0.013,0.046
7,100_0014_0185.JPG,733276.221,5709073.826,100.189,0.025,0.018,0.062
7,100_0014_0186.JPG,733258.153,5709098.072,100.102,0.037,0.020,0.064
7,100_0014_0187.JPG,733252.068,5709106.522,100.538,0.025,0.018,0.062
7,100_0014_0188.JPG,733264.951,5709136.598,100.747,0.022,0.015,0.051
