Flight,File name,Easting (m),Northing (m),Orthometric height (m),RMS Error North (m),RMS Error East (m),RMS Error Up (m)
3,100_0010_0080.JPG,732160.440,5707561.891,102.329,0.014,0.012,0.043
3,100_0010_0081.JPG,732131.833,5707548.759,101.622,0.019,0.018,0.064
3,100_0010_0082.JPG,732115.487,5707542.959,101.607,0.023,0.025,0.079
3,100_0010_0083.JPG,732085.323,5707549.807,100.801,0.053,0.088,0.182
3,100_0010_0084.JPG,732078.799,5707551.459,100.883,0.024,0.023,0.080
3,100_0010_0085.JPG,732066.373,5707581.004,100.728,0.019,0.018,0.058
3,100_0010_0086.JPG,732060.988,5707593.421,101.075,0.019,0.021,0.055
3,100_0010_0087.JPG,732068.613,5707624.547,101.022,0.011,0.011,0.036
3,100_0010_0088.JPG,732075.499,5707653.321,101.399,0.049,0.047,0.165
3,100_0010_0089.JPG,732078.513,5707663.097,101.550,0.041,0.034,0.116
3,100_0010_0090.JPG,732092.050,5707632.857,101.408,0.036,0.035,0.120
3,100_0010_0091.JPG,732103.959,5707606.016,101.545,0.034,0.035,0.107
3,100_0010_0092.JPG,732115.950,5707578.674,102.011,0.024,0.018,0.066
3,100_0010_0093.JPG,732127.921,5707551.839,102.016,0.021,0.019,0.068
3,100_0010_0094.JPG,732133.690,5707540.022,102.231,0.015,0.012,0.041
3,100_0010_0095.JPG,732154.936,5707565.678,102.097,0.010,0.008,0.027
3,100_0010_0096.JPG,732165.056,5707578.784,101.881,0.010,0.008,0.026
3,100_0010_0097.JPG,732151.894,5707608.552,101.527,0.013,0.010,0.034
3,100_0010_0098.JPG,732139.860,5707635.341,101.471,0.018,0.017,0.055
3,100_0010_0099.JPG,732127.609,5707662.672,101.886,0.018,0.014,0.047
3,100_0010_0100.JPG,732115.573,5707689.854,102.324,0.026,0.023,0.065
3,100_0010_0101.JPG,732103.288,5707716.906,102.401,0.017,0.013,0.042
3,100_0010_0102.JPG,732094.878,5707736.210,102.627,0.016,0.015,0.052
3,100_0010_0103.JPG,732103.212,5707767.267,101.484,0.011,0.011,0.034
3,100_0010_0104.JPG,732110.279,5707795.917,101.518,0.010,0.008,0.026
3,100_0010_0105.JPG,732113.146,5707805.656,101.470,0.011,0.008,0.025
3,100_0010_0106.JPG,732126.455,5707775.958,101.328,0.016,0.013,0.040
3,100_0010_0107.JPG,732138.433,5707748.993,101.532,0.017,0.015,0.045
3,100_0010_0108.JPG,732150.463,5707721.721,101.776,0.020,0.019,0.055
3,100_0010_0109.JPG,732162.518,5707694.594,102.316,0.017,0.014,0.041
3,100_0010_0110.JPG,732174.722,5707667.228,102.457,0.017,0.016,0.047
3,100_0010_0111.JPG,732183.266,5707648.769,102.318,0.012,0.010,0.031
3,100_0010_0112.JPG,732191.936,5707680.835,101.851,0.011,0.010,0.028
3,100_0010_0113.JPG,732199.263,5707709.567,102.171,0.011,0.009,0.027
3,100_0010_0114.JPG,732201.252,5707719.199,102.292,0.014,0.013,0.041
3,100_0010_0115.JPG,732188.866,5707748.335,101.541,0.018,0.017,0.052
3,100_0010_0116.JPG,732176.011,5707775.408,101.736,0.018,0.014,0.045
3,100_0010_0117.JPG,732163.616,5707802.801,102.081,0.020,0.019,0.060
3,100_0010_0118.JPG,732151.541,5707829.889,102.673,0.018,0.017,0.056
3,100_0010_0119.JPG,732139.591,5707857.104,102.568,0.014,0.010,0.036
3,100_0010_0120.JPG,732137.014,5707863.882,102.810,0.013,0.012,0.042
3,100_0010_0121.JPG,732151.807,5707892.756,102.038,0.011,0.012,0.036
3,100_0010_0122.JPG,732163.002,5707914.293,102.146,0.013,0.013,0.043
3,100_0010_0123.JPG,732176.587,5707884.325,101.833,0.017,0.017,0.055
3,100_0010_0124.JPG,732188.529,5707857.602,102.013,0.018,0.015,0.048
3,100_0010_0125.JPG,732200.419,5707830.458,102.214,0.018,0.014,0.046
3,100_0010_0126.JPG,732212.626,5707803.170,102.392,0.019,0.021,0.065
3,100_0010_0127.JPG,732219.417,5707789.079,102.131,0.020,0.018,0.052
3,100_0010_0128.JPG,732225.158,5707809.750,102.051,0.011,0.010,0.026
3,100_0010_0129.JPG,732240.920,5707836.138,102.501,0.011,0.011,0.032
3,100_0010_0130.JPG,732244.338,5707842.703,102.563,0.012,0.012,0.033
3,100_0010_0131.JPG,732231.613,5707872.205,101.566,0.016,0.015,0.044
3,100_0010_0132.JPG,732218.815,5707899.822,101.981,0.019,0.018,0.052
3,100_0010_0133.JPG,732206.806,5707926.994,102.297,0.020,0.019,0.056
3,100_0010_0134.JPG,732194.750,5707954.022,102.308,0.020,0.019,0.056
3,100_0010_0135.JPG,732191.069,5707963.074,102.416,0.016,0.015,0.042
3,100_0010_0136.JPG,732207.958,5707990.811,101.738,0.015,0.017,0.054
3,100_0010_0137.JPG,732219.382,5708008.496,101.667,0.012,0.013,0.038
3,100_0010_0138.JPG,732232.732,5707978.940,101.536,0.011,0.013,0.038
3,100_0010_0139.JPG,732244.738,5707951.634,101.871,0.013,0.012,0.034
3,100_0010_0140.JPG,732256.917,5707924.473,101.896,0.016,0.013,0.038
3,100_0010_0141.JPG,732268.933,5707897.270,102.167,0.017,0.014,0.042
3,100_0010_0142.JPG,732272.258,5707890.982,102.068,0.020,0.020,0.057
3,100_0010_0143.JPG,732288.582,5707918.582,101.534,0.018,0.017,0.050
3,100_0010_0144.JPG,732292.715,5707925.331,101.623,0.015,0.013,0.039
3,100_0010_0145.JPG,732300.126,5707938.246,101.524,0.014,0.013,0.045
3,100_0010_0146.JPG,732287.696,5707967.604,101.179,0.011,0.017,0.049
3,100_0010_0147.JPG,732274.828,5707994.912,101.490,0.011,0.013,0.036
3,100_0010_0148.JPG,732262.527,5708022.364,101.922,0.015,0.015,0.043
3,100_0010_0149.JPG,732250.251,5708049.085,102.525,0.016,0.013,0.039
3,100_0010_0150.JPG,732247.191,5708057.109,102.677,0.017,0.013,0.042
3,100_0010_0151.JPG,732264.017,5708085.159,102.107,0.020,0.019,0.060
3,100_0010_0152.JPG,732275.215,5708102.891,101.872,0.018,0.017,0.057
3,100_0010_0153.JPG,732288.912,5708072.725,101.553,0.014,0.013,0.044
3,100_0010_0154.JPG,732301.238,5708045.775,101.663,0.011,0.011,0.036
3,100_0010_0155.JPG,732313.309,5708018.939,100.993,0.011,0.010,0.028
3,100_0010_0156.JPG,732325.102,5707991.722,101.346,0.013,0.013,0.042
3,100_0010_0157.JPG,732328.577,5707984.880,101.683,0.016,0.015,0.050
3,100_0010_0158.JPG,732346.057,5708012.891,101.871,0.018,0.015,0.050
3,100_0010_0159.JPG,732356.706,5708031.353,101.829,0.020,0.019,0.060
3,100_0010_0160.JPG,732343.921,5708060.479,101.079,0.018,0.017,0.051
3,100_0010_0161.JPG,732330.885,5708088.287,101.868,0.015,0.014,0.043
4,100_0011_0001.JPG,732721.310,5708623.343,101.893,0.036,0.035,0.100
4,100_0011_0002.JPG,732685.086,5708617.755,101.523,0.025,0.042,0.104
4,100_0011_0003.JPG,732649.903,5708612.888,102.180,0.021,0.034,0.093
4,100_0011_0004.JPG,732633.395,5708609.775,102.102,0.015,0.025,0.060
4,100_0011_0005.JPG,732611.292,5708580.253,101.823,0.055,0.054,0.156
4,100_0011_0006.JPG,732589.990,5708553.147,103.106,0.047,0.049,0.140
4,100_0011_0007.JPG,732588.095,5708549.853,103.168,0.047,0.061,0.175
4,100_0011_0008.JPG,732625.467,5708555.835,102.369,0.035,0.033,0.095
4,100_0011_0009.JPG,732659.866,5708561.515,102.558,0.028,0.026,0.075
4,100_0011_0010.JPG,732694.214,5708567.142,102.326,0.021,0.017,0.049
4,100_0011_0011.JPG,732728.702,5708572.789,102.194,0.014,0.012,0.035
4,100_0011_0012.JPG,732763.335,5708578.595,102.359,0.012,0.013,0.036
4,100_0011_0013.JPG,732771.688,5708579.554,102.417,0.058,0.103,0.276
4,100_0011_0014.JPG,732747.291,5708550.076,101.848,0.043,0.041,0.119
4,100_0011_0015.JPG,732725.304,5708523.766,102.200,0.020,0.019,0.055
4,100_0011_0016.JPG,732719.719,5708518.015,102.282,0.021,0.020,0.057
4,100_0011_0017.JPG,732683.187,5708512.674,101.988,0.020,0.017,0.051
4,100_0011_0018.JPG,732648.836,5708507.093,102.445,0.018,0.025,0.069
4,100_0011_0019.JPG,732614.698,5708501.183,102.736,0.013,0.012,0.033
4,100_0011_0020.JPG,732580.644,5708495.563,102.106,0.013,0.016,0.042
4,100_0011_0021.JPG,732546.227,5708489.837,102.391,0.013,0.013,0.036
4,100_0011_0022.JPG,732539.584,5708488.387,102.921,0.017,0.018,0.049
4,100_0011_0023.JPG,732517.240,5708458.706,102.125,0.021,0.020,0.058
4,100_0011_0024.JPG,732496.563,5708431.969,101.987,0.021,0.020,0.058
4,100_0011_0025.JPG,732494.461,5708428.900,101.859,0.021,0.019,0.057
4,100_0011_0026.JPG,732531.352,5708434.714,102.008,0.016,0.015,0.042
4,100_0011_0027.JPG,732565.821,5708440.040,102.064,0.013,0.012,0.033
4,100_0011_0028.JPG,732600.006,5708445.750,101.832,0.012,0.011,0.031
4,100_0011_0029.JPG,732634.631,5708451.534,101.760,0.017,0.029,0.078
4,100_0011_0030.JPG,732667.680,5708456.971,101.735,0.020,0.021,0.059
4,100_0011_0031.JPG,732669.195,5708456.717,101.757,0.021,0.021,0.059
4,100_0011_0032.JPG,732645.187,5708427.314,101.179,0.022,0.021,0.059
4,100_0011_0033.JPG,732623.039,5708400.975,101.648,0.018,0.017,0.048
4,100_0011_0034.JPG,732617.544,5708395.454,102.007,0.016,0.015,0.042
4,100_0011_0035.JPG,732582.328,5708388.741,100.979,0.011,0.011,0.029
4,100_0011_0036.JPG,732547.248,5708383.429,102.339,0.015,0.015,0.040
4,100_0011_0037.JPG,732513.023,5708378.575,103.066,0.018,0.016,0.047
4,100_0011_0038.JPG,732479.007,5708372.362,102.596,0.021,0.020,0.056
4,100_0011_0039.JPG,732444.809,5708367.676,102.510,0.021,0.019,0.055
4,100_0011_0040.JPG,732442.504,5708365.122,102.504,0.020,0.018,0.053
4,100_0011_0041.JPG,732422.016,5708337.907,102.580,0.015,0.014,0.040
4,100_0011_0042.JPG,732399.060,5708310.666,103.475,0.012,0.012,0.031
4,100_0011_0043.JPG,732395.846,5708306.211,103.772,0.012,0.011,0.029
4,100_0011_0044.JPG,732433.312,5708312.598,102.677,0.016,0.013,0.036
4,100_0011_0045.JPG,732467.511,5708318.259,102.423,0.017,0.013,0.038
4,100_0011_0046.JPG,732502.210,5708323.934,102.495,0.021,0.020,0.058
4,100_0011_0047.JPG,732536.975,5708329.583,102.494,0.021,0.036,0.087
4,100_0011_0048.JPG,732570.816,5708335.124,102.509,0.017,0.020,0.054
4,100_0011_0049.JPG,732577.249,5708335.881,102.293,0.015,0.021,0.053
4,100_0011_0050.JPG,732559.019,5708303.574,102.205,0.013,0.012,0.034
4,100_0011_0051.JPG,732539.064,5708276.545,103.269,0.017,0.016,0.046
4,100_0011_0052.JPG,732503.524,5708269.384,102.676,0.021,0.021,0.059
4,100_0011_0053.JPG,732467.439,5708265.295,102.913,0.020,0.034,0.082
4,100_0011_0054.JPG,732432.450,5708259.256,103.209,0.015,0.014,0.040
4,100_0011_0055.JPG,732397.997,5708253.594,103.616,0.012,0.012,0.030
4,100_0011_0056.JPG,732364.060,5708248.011,103.337,0.013,0.021,0.053
4,100_0011_0057.JPG,732356.215,5708246.231,103.522,0.014,0.024,0.060
4,100_0011_0058.JPG,732339.052,5708214.656,101.868,0.020,0.031,0.076
4,100_0011_0059.JPG,732322.263,5708188.345,103.135,0.021,0.021,0.058
4,100_0011_0060.JPG,732359.434,5708194.590,102.490,0.019,0.025,0.065
4,100_0011_0061.JPG,732393.824,5708200.313,102.397,0.015,0.026,0.063
4,100_0011_0062.JPG,732428.454,5708205.912,102.478,0.011,0.010,0.025
4,100_0011_0063.JPG,732462.959,5708211.475,102.335,0.013,0.012,0.032
4,100_0011_0064.JPG,732496.520,5708216.856,102.167,0.015,0.012,0.034
4,100_0011_0065.JPG,732499.231,5708216.864,102.090,0.019,0.017,0.049
4,100_0011_0066.JPG,732479.059,5708185.039,101.747,0.021,0.021,0.059
4,100_0011_0067.JPG,732460.577,5708157.917,102.807,0.019,0.018,0.052
4,100_0011_0068.JPG,732424.100,5708151.928,101.412,0.013,0.013,0.035
4,100_0011_0069.JPG,732390.208,5708146.303,101.942,0.012,0.014,0.035
4,100_0011_0070.JPG,732355.484,5708140.606,102.648,0.016,0.026,0.069
4,100_0011_0071.JPG,732321.020,5708135.356,102.892,0.019,0.019,0.052
4,100_0011_0072.JPG,732287.043,5708129.971,103.117,0.024,0.041,0.108
4,100_0011_0073.JPG,732286.324,5708129.453,103.172,0.024,0.041,0.109
4,100_0011_0074.JPG,732319.419,5708111.371,102.242,0.019,0.018,0.050
4,100_0011_0075.JPG,732350.146,5708094.601,101.978,0.015,0.014,0.039
4,100_0011_0076.JPG,732361.292,5708089.024,102.038,0.013,0.012,0.033
4,100_0011_0077.JPG,732397.792,5708095.247,102.317,0.012,0.017,0.043
4,100_0011_0078.JPG,732421.487,5708099.231,102.369,0.016,0.015,0.041
4,100_0011_0079.JPG,732385.104,5708103.245,101.238,0.024,0.041,0.108
4,100_0011_0080.JPG,732349.474,5708107.040,102.194,0.021,0.024,0.065
4,100_0011_0081.JPG,732314.908,5708110.913,102.630,0.018,0.023,0.061
4,100_0011_0082.JPG,732311.043,5708111.835,102.686,0.016,0.018,0.047
4,100_0011_0083.JPG,732305.388,5708148.642,101.108,0.012,0.012,0.031
4,100_0011_0084.JPG,732304.080,5708159.550,101.394,0.012,0.012,0.033
4,100_0011_0085.JPG,732323.198,5708190.955,101.461,0.016,0.016,0.043
4,100_0011_0086.JPG,732341.227,5708220.930,102.115,0.020,0.018,0.051
4,100_0011_0087.JPG,732345.488,5708226.586,102.350,0.021,0.020,0.055
4,100_0011_0088.JPG,732351.666,5708189.509,102.473,0.021,0.033,0.081
4,100_0011_0089.JPG,732357.616,5708155.676,102.154,0.019,0.017,0.048
4,100_0011_0090.JPG,732363.228,5708121.392,102.167,0.014,0.019,0.047
4,100_0011_0091.JPG,732368.555,5708088.064,102.566,0.013,0.013,0.034
4,100_0011_0092.JPG,732369.580,5708085.563,102.563,0.013,0.012,0.032
4,100_0011_0093.JPG,732406.423,5708093.284,102.136,0.018,0.016,0.045
4,100_0011_0094.JPG,732420.043,5708096.684,102.119,0.020,0.019,0.053
4,100_0011_0095.JPG,732413.939,5708133.699,101.788,0.021,0.018,0.051
4,100_0011_0096.JPG,732408.412,5708168.088,102.224,0.019,0.021,0.055
4,100_0011_0097.JPG,732402.924,5708202.184,101.931,0.015,0.014,0.040
4,100_0011_0098.JPG,732397.365,5708236.549,101.864,0.012,0.012,0.032
4,100_0011_0099.JPG,732391.674,5708270.703,102.194,0.011,0.010,0.025
4,100_0011_0100.JPG,732387.245,5708296.706,102.735,0.018,0.030,0.075
4,100_0011_0101.JPG,732411.092,5708325.286,101.853,0.021,0.022,0.060
4,100_0011_0102.JPG,732431.396,5708349.428,101.986,0.022,0.021,0.059
4,100_0011_0103.JPG,732437.418,5708312.462,101.844,0.017,0.016,0.044
4,100_0011_0104.JPG,732443.205,5708278.544,101.874,0.013,0.012,0.033
4,100_0011_0105.JPG,732448.829,5708244.228,102.171,0.010,0.009,0.025
4,100_0011_0106.JPG,732454.605,5708209.950,102.630,0.015,0.027,0.065
4,100_0011_0107.JPG,732460.211,5708175.442,102.643,0.019,0.026,0.065
4,100_0011_0108.JPG,732462.670,5708161.384,102.646,0.021,0.028,0.073
4,100_0011_0109.JPG,732483.924,5708192.980,102.246,0.023,0.039,0.102
4,100_0011_0110.JPG,732502.619,5708221.641,102.041,0.017,0.017,0.046
4,100_0011_0111.JPG,732505.115,5708226.165,101.942,0.016,0.017,0.045
4,100_0011_0112.JPG,732498.883,5708262.774,101.779,0.012,0.013,0.036
4,100_0011_0113.JPG,732493.358,5708296.779,102.160,0.015,0.020,0.048
4,100_0011_0114.JPG,732487.741,5708331.070,102.506,0.018,0.017,0.046
4,100_0011_0115.JPG,732481.908,5708365.241,103.053,0.021,0.019,0.054
4,100_0011_0116.JPG,732476.051,5708399.469,103.536,0.021,0.020,0.055
4,100_0011_0117.JPG,732475.295,5708405.608,103.627,0.021,0.019,0.054
4,100_0011_0118.JPG,732484.120,5708415.702,102.802,0.020,0.026,0.065
4,100_0011_0119.JPG,732505.736,5708443.986,101.800,0.016,0.021,0.052
4,100_0011_0120.JPG,732518.944,5708459.775,101.493,0.013,0.018,0.044
4,100_0011_0121.JPG,732525.189,5708423.176,101.223,0.014,0.016,0.042
4,100_0011_0122.JPG,732531.035,5708389.037,101.514,0.019,0.024,0.062
4,100_0011_0123.JPG,732536.701,5708354.585,101.909,0.021,0.021,0.056
4,100_0011_0124.JPG,732542.427,5708320.243,101.933,0.022,0.030,0.075
4,100_0011_0125.JPG,732547.472,5708291.023,102.232,0.020,0.020,0.053
4,100_0011_0126.JPG,732568.277,5708322.875,101.643,0.013,0.013,0.032
4,100_0011_0127.JPG,732587.006,5708351.261,102.012,0.014,0.013,0.032
4,100_0011_0128.JPG,732589.771,5708355.813,101.817,0.014,0.012,0.033
4,100_0011_0129.JPG,732583.383,5708392.396,101.900,0.019,0.018,0.049
4,100_0011_0130.JPG,732577.517,5708426.954,102.539,0.022,0.029,0.074
4,100_0011_0131.JPG,732571.706,5708461.219,102.811,0.022,0.029,0.075
4,100_0011_0132.JPG,732565.947,5708495.471,102.674,0.020,0.026,0.067
4,100_0011_0133.JPG,732562.572,5708518.115,102.841,0.016,0.016,0.044
4,100_0011_0134.JPG,732585.646,5708547.430,102.067,0.012,0.016,0.039
4,100_0011_0135.JPG,732605.773,5708572.956,101.619,0.016,0.018,0.047
4,100_0011_0136.JPG,732606.306,5708572.246,101.490,0.017,0.016,0.043
4,100_0011_0137.JPG,732612.658,5708535.961,101.614,0.021,0.027,0.070
4,100_0011_0138.JPG,732618.161,5708501.524,102.496,0.023,0.029,0.073
4,100_0011_0139.JPG,732623.862,5708467.069,102.903,0.021,0.021,0.056
4,100_0011_0140.JPG,732629.541,5708432.511,102.892,0.018,0.022,0.056
4,100_0011_0141.JPG,732633.540,5708414.092,101.797,0.013,0.018,0.044
4,100_0011_0142.JPG,732657.314,5708443.027,101.653,0.015,0.019,0.046
4,100_0011_0143.JPG,732676.933,5708467.366,102.565,0.020,0.018,0.052
4,100_0011_0144.JPG,732670.988,5708503.885,102.102,0.025,0.041,0.105
4,100_0011_0145.JPG,732665.269,5708538.116,102.450,0.021,0.031,0.077
4,100_0011_0146.JPG,732659.767,5708572.121,102.565,0.019,0.033,0.081
4,100_0011_0147.JPG,732654.077,5708606.587,102.728,0.014,0.020,0.049
4,100_0011_0148.JPG,732650.591,5708630.057,103.308,0.016,0.018,0.045
4,100_0011_0149.JPG,732687.288,5708638.619,102.543,0.015,0.013,0.036
4,100_0011_0150.JPG,732701.294,5708641.092,102.399,0.019,0.025,0.063
4,100_0011_0151.JPG,732707.518,5708603.865,102.552,0.025,0.041,0.103
4,100_0011_0152.JPG,732713.352,5708569.911,101.720,0.022,0.029,0.072
4,100_0011_0153.JPG,732718.808,5708535.797,101.508,0.018,0.017,0.047
4,100_0011_0154.JPG,732721.834,5708519.718,101.445,0.015,0.020,0.049
4,100_0011_0155.JPG,732745.965,5708548.440,101.374,0.012,0.013,0.031
4,100_0011_0156.JPG,732765.919,5708572.464,101.492,0.019,0.024,0.061
5,100_0012_0001.JPG,733194.336,5709098.613,101.204,0.061,0.076,0.181
5,100_0012_0002.JPG,733229.183,5709095.090,101.322,0.041,0.065,0.163
5,100_0012_0003.JPG,733258.085,5709090.786,101.668,0.040,0.049,0.116
5,100_0012_0004.JPG,733265.045,5709089.173,101.759,0.036,0.056,0.147
5,100_0012_0005.JPG,733283.999,5709062.186,101.275,0.027,0.042,0.109
5,100_0012_0006.JPG,733300.793,5709038.140,101.190,0.022,0.035,0.088
5,100_0012_0007.JPG,733310.624,5709023.593,100.864,0.016,0.023,0.059
5,100_0012_0008.JPG,733278.676,5709027.819,100.084,0.066,0.103,0.270
5,100_0012_0009.JPG,733248.648,5709031.727,99.956,0.059,0.093,0.243
5,100_0012_0010.JPG,733218.536,5709035.946,100.421,0.053,0.083,0.218
5,100_0012_0011.JPG,733188.541,5709040.115,101.822,0.047,0.073,0.191
5,100_0012_0012.JPG,733159.313,5709044.284,102.749,0.036,0.050,0.119
5,100_0012_0013.JPG,733136.181,5709047.185,103.239,0.033,0.051,0.134
5,100_0012_0014.JPG,733113.180,5709024.928,101.730,0.024,0.029,0.069
5,100_0012_0015.JPG,733089.884,5709005.345,102.018,0.019,0.028,0.071
5,100_0012_0016.JPG,733079.322,5708995.235,102.921,0.014,0.018,0.042
5,100_0012_0017.JPG,733112.434,5708990.473,102.118,0.064,0.099,0.260
5,100_0012_0018.JPG,733141.603,5708986.585,102.107,0.058,0.089,0.235
5,100_0012_0019.JPG,733171.254,5708982.376,102.360,0.051,0.079,0.208
5,100_0012_0020.JPG,733200.784,5708978.203,102.514,0.039,0.061,0.151
5,100_0012_0021.JPG,733230.131,5708974.026,102.508,0.034,0.053,0.134
5,100_0012_0022.JPG,733257.070,5708970.375,102.710,0.027,0.036,0.086
5,100_0012_0023.JPG,733256.393,5708969.452,102.546,0.028,0.042,0.111
5,100_0012_0024.JPG,733232.505,5708948.614,101.952,0.020,0.029,0.075
5,100_0012_0025.JPG,733208.442,5708929.853,102.317,0.028,0.022,0.068
5,100_0012_0026.JPG,733193.274,5708918.984,102.813,0.013,0.016,0.036
5,100_0012_0027.JPG,733161.945,5708923.674,101.846,0.049,0.069,0.152
5,100_0012_0028.JPG,733131.261,5708928.058,101.807,0.055,0.083,0.214
5,100_0012_0029.JPG,733102.097,5708932.092,101.974,0.049,0.069,0.161
5,100_0012_0030.JPG,733072.614,5708935.978,101.630,0.035,0.055,0.137
5,100_0012_0031.JPG,733043.044,5708940.219,101.801,0.030,0.046,0.116
5,100_0012_0032.JPG,733018.910,5708943.228,102.137,0.026,0.031,0.071
5,100_0012_0033.JPG,732995.199,5708921.174,100.625,0.017,0.025,0.064
5,100_0012_0034.JPG,732972.253,5708901.540,101.356,0.015,0.018,0.041
5,100_0012_0035.JPG,732961.539,5708891.569,101.927,0.104,0.103,0.293
5,100_0012_0036.JPG,732994.596,5708886.807,101.726,0.057,0.067,0.151
5,100_0012_0037.JPG,733024.054,5708882.670,101.824,0.017,0.015,0.038
5,100_0012_0038.JPG,733053.516,5708878.639,102.524,0.044,0.067,0.178
5,100_0012_0039.JPG,733083.221,5708874.540,102.488,0.033,0.051,0.129
5,100_0012_0040.JPG,733112.663,5708870.531,102.427,0.029,0.044,0.110
5,100_0012_0041.JPG,733130.396,5708867.599,102.145,0.033,0.043,0.097
5,100_0012_0042.JPG,733106.462,5708845.959,101.274,0.016,0.022,0.056
5,100_0012_0043.JPG,733081.796,5708827.403,101.838,0.013,0.017,0.041
5,100_0012_0044.JPG,733066.774,5708816.457,102.578,0.057,0.087,0.221
5,100_0012_0045.JPG,733035.882,5708820.698,100.340,0.048,0.074,0.190
5,100_0012_0046.JPG,733005.864,5708824.803,100.982,0.040,0.061,0.155
5,100_0012_0047.JPG,732976.592,5708830.309,101.228,0.021,0.022,0.056
5,100_0012_0048.JPG,732947.376,5708834.715,101.397,0.025,0.037,0.097
5,100_0012_0049.JPG,732917.515,5708838.016,101.124,0.022,0.033,0.087
5,100_0012_0050.JPG,732900.602,5708839.311,101.511,0.019,0.026,0.068
5,100_0012_0051.JPG,732877.964,5708817.160,101.198,0.012,0.017,0.040
5,100_0012_0052.JPG,732854.250,5708797.323,101.607,0.017,0.016,0.042
5,100_0012_0053.JPG,732843.739,5708787.507,101.226,0.013,0.026,0.057
5,100_0012_0054.JPG,732876.930,5708782.862,101.001,0.020,0.024,0.057
5,100_0012_0055.JPG,732906.117,5708778.756,100.573,0.023,0.033,0.087
5,100_0012_0056.JPG,732935.897,5708774.286,100.807,0.025,0.037,0.097
5,100_0012_0057.JPG,732965.472,5708770.192,101.107,0.024,0.036,0.094
5,100_0012_0058.JPG,732994.914,5708766.269,101.278,0.018,0.025,0.057
5,100_0012_0059.JPG,733003.553,5708764.509,101.442,0.019,0.026,0.068
5,100_0012_0060.JPG,732980.902,5708742.848,100.776,0.013,0.017,0.042
5,100_0012_0061.JPG,732958.056,5708723.609,101.050,0.012,0.015,0.035
5,100_0012_0062.JPG,732940.555,5708713.400,102.908,0.015,0.021,0.053
5,100_0012_0063.JPG,732909.835,5708719.299,101.551,0.020,0.030,0.076
5,100_0012_0064.JPG,732879.443,5708723.113,101.786,0.025,0.031,0.075
5,100_0012_0065.JPG,732849.637,5708726.927,101.934,0.024,0.029,0.068
5,100_0012_0066.JPG,732820.180,5708730.922,101.718,0.022,0.031,0.083
5,100_0012_0067.JPG,732791.200,5708736.061,101.722,0.015,0.017,0.039
5,100_0012_0068.JPG,732783.364,5708735.696,102.460,0.018,0.018,0.044
5,100_0012_0069.JPG,732761.818,5708713.494,101.369,0.019,0.016,0.045
5,100_0012_0070.JPG,732738.471,5708693.928,101.491,0.017,0.026,0.068
5,100_0012_0071.JPG,732726.269,5708683.955,101.910,0.019,0.028,0.074
5,100_0012_0072.JPG,732759.149,5708679.152,101.015,0.022,0.033,0.085
5,100_0012_0073.JPG,732788.638,5708675.009,100.871,0.022,0.033,0.085
5,100_0012_0074.JPG,732818.176,5708670.811,101.077,0.024,0.029,0.069
5,100_0012_0075.JPG,732847.679,5708666.605,101.099,0.024,0.030,0.081
5,100_0012_0076.JPG,732875.511,5708662.675,101.286,0.017,0.019,0.045
5,100_0012_0077.JPG,732876.952,5708662.207,100.970,0.017,0.017,0.041
5,100_0012_0078.JPG,732855.387,5708639.207,101.047,0.012,0.011,0.026
5,100_0012_0079.JPG,732830.365,5708621.934,102.158,0.016,0.022,0.056
5,100_0012_0080.JPG,732813.091,5708610.905,103.095,0.021,0.029,0.074
5,100_0012_0081.JPG,732781.874,5708614.711,102.183,0.021,0.028,0.065
5,100_0012_0082.JPG,732753.007,5708619.964,102.334,0.024,0.031,0.074
5,100_0012_0083.JPG,732751.004,5708623.198,102.148,0.023,0.037,0.094
5,100_0012_0084.JPG,732737.158,5708641.543,100.022,0.016,0.022,0.052
6,100_0013_0001.JPG,732739.498,5708656.270,102.739,0.191,0.080,0.340
6,100_0013_0002.JPG,732743.464,5708688.707,102.330,0.047,0.055,0.134
6,100_0013_0003.JPG,732745.212,5708701.954,103.245,0.053,0.056,0.156
6,100_0013_0004.JPG,732770.096,5708723.233,103.176,0.037,0.045,0.124
6,100_0013_0005.JPG,732792.533,5708742.916,103.026,0.044,0.039,0.110
6,100_0013_0006.JPG,732813.086,5708760.982,102.919,0.023,0.026,0.064
6,100_0013_0007.JPG,732814.078,5708761.337,102.863,0.024,0.023,0.054
6,100_0013_0008.JPG,732810.274,5708728.653,102.387,0.023,0.016,0.048
6,100_0013_0009.JPG,732805.173,5708698.852,103.071,0.028,0.013,0.050
6,100_0013_0010.JPG,732801.313,5708669.458,103.249,0.079,0.075,0.222
6,100_0013_0011.JPG,732796.884,5708640.038,103.442,0.114,0.070,0.209
6,100_0013_0012.JPG,732792.899,5708610.356,103.632,0.068,0.063,0.175
6,100_0013_0013.JPG,732790.762,5708592.039,103.281,0.045,0.049,0.140
6,100_0013_0014.JPG,732816.860,5708612.895,102.477,0.052,0.038,0.120
6,100_0013_0015.JPG,732839.923,5708631.660,102.339,0.092,0.036,0.164
6,100_0013_0016.JPG,732858.850,5708647.403,102.247,0.028,0.039,0.094
6,100_0013_0017.JPG,732864.232,5708678.963,101.798,0.022,0.015,0.045
6,100_0013_0018.JPG,732867.198,5708709.096,102.292,0.088,0.086,0.237
