Flight,File name,Easting (m),Northing (m),Orthometric height (m),RMS Error North (m),RMS Error East (m),RMS Error Up (m)
1,100_0022_0060.JPG,732086.804,5706788.202,101.497,0.015,0.012,0.031
1,100_0022_0061.JPG,732097.844,5706763.878,101.596,0.015,0.012,0.033
1,100_0022_0062.JPG,732128.364,5706754.282,101.481,0.014,0.011,0.030
1,100_0022_0063.JPG,732156.870,5706745.055,101.624,0.013,0.010,0.026
1,100_0022_0064.JPG,732185.171,5706735.838,101.655,0.010,0.008,0.021
1,100_0022_0065.JPG,732213.614,5706726.660,101.548,0.008,0.006,0.019
1,100_0022_0066.JPG,732241.986,5706717.457,101.520,0.010,0.008,0.021
1,100_0022_0067.JPG,732270.462,5706708.270,101.500,0.012,0.009,0.026
1,100_0022_0068.JPG,732298.840,5706699.059,101.501,0.014,0.011,0.030
1,100_0022_0069.JPG,732327.531,5706689.806,101.515,0.015,0.012,0.034
1,100_0022_0070.JPG,732355.924,5706680.560,101.535,0.015,0.012,0.032
1,100_0022_0071.JPG,732384.156,5706671.360,101.549,0.013,0.011,0.029
1,100_0022_0072.JPG,732394.544,5706667.570,101.489,0.011,0.009,0.024
1,100_0022_0073.JPG,732383.209,5706636.828,101.429,0.009,0.006,0.019
1,100_0022_0074.JPG,732378.513,5706626.317,101.484,0.009,0.007,0.020
1,100_0022_0075.JPG,732347.709,5706636.459,101.471,0.012,0.010,0.031
1,100_0022_0076.JPG,732319.410,5706645.690,101.536,0.014,0.011,0.032
1,100_0022_0077.JPG,732290.823,5706654.900,101.577,0.016,0.013,0.035
1,100_0022_0078.JPG,732262.523,5706664.033,101.597,0.015,0.012,0.033
1,100_0022_0079.JPG,732233.804,5706673.382,101.573,0.013,0.010,0.029
1,100_0022_0080.JPG,732210.653,5706680.886,101.501,0.011,0.009,0.022
1,100_0022_0081.JPG,732241.662,5706670.090,101.503,0.009,0.006,0.019
1,100_0022_0082.JPG,732269.586,5706660.358,101.612,0.010,0.008,0.022
1,100_0022_0083.JPG,732297.917,5706650.348,101.636,0.013,0.010,0.027
1,100_0022_0084.JPG,732325.882,5706640.490,101.581,0.014,0.011,0.030
1,100_0022_0085.JPG,732354.360,5706630.442,101.554,0.015,0.012,0.032
1,100_0022_0086.JPG,732365.289,5706627.373,101.447,0.014,0.011,0.032
1,100_0022_0087.JPG,732375.382,5706658.275,101.390,0.013,0.010,0.028
1,100_0022_0088.JPG,732384.707,5706686.239,101.464,0.011,0.008,0.022
1,100_0022_0089.JPG,732394.135,5706714.606,101.555,0.010,0.007,0.021
1,100_0022_0090.JPG,732397.313,5706726.408,101.584,0.008,0.007,0.020
1,100_0022_0091.JPG,732383.943,5706755.355,101.531,0.012,0.009,0.026
1,100_0022_0092.JPG,732371.923,5706781.897,101.609,0.014,0.010,0.030
1,100_0022_0093.JPG,732369.936,5706784.899,101.590,0.014,0.010,0.031
1,100_0022_0094.JPG,732359.696,5706753.908,101.513,0.015,0.011,0.032
1,100_0022_0095.JPG,732350.387,5706725.790,101.560,0.015,0.010,0.029
1,100_0022_0096.JPG,732341.237,5706697.901,101.599,0.011,0.008,0.023
1,100_0022_0097.JPG,732331.915,5706669.411,101.602,0.011,0.007,0.020
1,100_0022_0098.JPG,732322.788,5706641.372,101.538,0.009,0.006,0.018
1,100_0022_0099.JPG,732318.101,5706628.925,101.496,0.010,0.008,0.023
1,100_0022_0100.JPG,732286.716,5706638.587,101.466,0.013,0.010,0.029
1,100_0022_0101.JPG,732276.089,5706642.486,101.432,0.015,0.011,0.033
1,100_0022_0102.JPG,732285.987,5706673.355,101.581,0.017,0.013,0.041
1,100_0022_0103.JPG,732295.163,5706701.630,101.574,0.015,0.011,0.035
1,100_0022_0104.JPG,732304.365,5706729.805,101.584,0.012,0.009,0.028
1,100_0022_0105.JPG,732313.723,5706758.445,101.565,0.010,0.007,0.020
1,100_0022_0106.JPG,732323.018,5706786.410,101.611,0.010,0.007,0.022
1,100_0022_0107.JPG,732325.295,5706795.120,101.510,0.011,0.007,0.023
1,100_0022_0108.JPG,732296.445,5706801.512,101.521,0.015,0.011,0.032
1,100_0022_0109.JPG,732284.652,5706812.624,101.507,0.015,0.011,0.035
1,100_0022_0110.JPG,732274.380,5706781.435,101.472,0.015,0.011,0.034
1,100_0022_0111.JPG,732265.197,5706753.387,101.630,0.013,0.010,0.030
1,100_0022_0112.JPG,732255.964,5706725.162,101.635,0.011,0.008,0.023
1,100_0022_0113.JPG,732246.646,5706696.709,101.621,0.009,0.008,0.019
1,100_0022_0114.JPG,732237.463,5706668.842,101.639,0.009,0.008,0.023
1,100_0022_0115.JPG,732235.706,5706665.903,101.490,0.011,0.008,0.023
1,100_0022_0116.JPG,732207.821,5706682.454,101.409,0.016,0.011,0.037
1,100_0022_0117.JPG,732197.044,5706689.646,101.426,0.016,0.012,0.036
1,100_0022_0118.JPG,732207.133,5706720.240,101.484,0.017,0.012,0.037
1,100_0022_0119.JPG,732216.228,5706748.383,101.585,0.015,0.011,0.032
1,100_0022_0120.JPG,732225.602,5706776.886,101.601,0.012,0.009,0.028
1,100_0022_0121.JPG,732234.871,5706805.051,101.580,0.010,0.006,0.022
1,100_0022_0122.JPG,732244.286,5706833.594,101.553,0.010,0.008,0.019
1,100_0022_0123.JPG,732248.305,5706847.828,101.525,0.011,0.007,0.024
1,100_0022_0124.JPG,732224.805,5706870.111,101.482,0.014,0.010,0.032
1,100_0022_0125.JPG,732212.701,5706880.666,101.552,0.016,0.012,0.035
1,100_0022_0126.JPG,732202.462,5706849.797,101.495,0.016,0.012,0.037
1,100_0022_0127.JPG,732193.240,5706821.733,101.602,0.015,0.011,0.033
1,100_0022_0128.JPG,732183.892,5706793.549,101.551,0.013,0.009,0.027
1,100_0022_0129.JPG,732174.696,5706765.380,101.600,0.010,0.009,0.022
1,100_0022_0130.JPG,732165.328,5706736.934,101.568,0.010,0.007,0.021
1,100_0022_0131.JPG,732157.803,5706715.587,101.545,0.013,0.009,0.028
1,100_0022_0132.JPG,732132.469,5706736.245,101.475,0.016,0.011,0.035
1,100_0022_0133.JPG,732121.064,5706746.260,101.496,0.018,0.013,0.040
1,100_0022_0134.JPG,732131.078,5706776.978,101.518,0.016,0.011,0.034
1,100_0022_0135.JPG,732140.227,5706805.279,101.572,0.014,0.010,0.032
1,100_0022_0136.JPG,732149.450,5706833.530,101.611,0.011,0.008,0.025
1,100_0022_0137.JPG,732158.678,5706861.754,101.568,0.009,0.007,0.021
1,100_0022_0138.JPG,732168.056,5706890.069,101.558,0.010,0.008,0.021
1,100_0022_0139.JPG,732177.348,5706918.223,101.538,0.013,0.009,0.028
1,100_0022_0140.JPG,732182.215,5706934.353,101.559,0.015,0.010,0.031
1,100_0022_0141.JPG,732170.445,5706963.951,101.439,0.016,0.012,0.037
1,100_0022_0142.JPG,732159.729,5706991.471,101.560,0.016,0.012,0.036
1,100_0022_0143.JPG,732156.517,5706998.233,101.537,0.015,0.011,0.035
1,100_0022_0144.JPG,732146.218,5706967.002,101.388,0.012,0.008,0.026
1,100_0022_0145.JPG,732137.133,5706939.154,101.502,0.009,0.007,0.019
1,100_0022_0146.JPG,732127.905,5706910.695,101.637,0.009,0.007,0.020
1,100_0022_0147.JPG,732118.469,5706882.512,101.454,0.011,0.009,0.025
1,100_0022_0148.JPG,732109.339,5706854.402,101.582,0.014,0.010,0.031
1,100_0022_0149.JPG,732100.025,5706825.747,101.599,0.015,0.011,0.034
1,100_0022_0150.JPG,732090.720,5706797.510,101.594,0.016,0.011,0.035
1,100_0022_0151.JPG,732087.548,5706788.708,101.464,0.016,0.011,0.034
1,100_0022_0152.JPG,732074.509,5706818.851,101.497,0.012,0.009,0.027
1,100_0022_0153.JPG,732062.870,5706845.980,101.596,0.010,0.007,0.020
1,100_0022_0154.JPG,732060.922,5706851.650,101.535,0.010,0.007,0.020
1,100_0022_0155.JPG,732070.949,5706881.869,101.524,0.011,0.008,0.024
1,100_0022_0156.JPG,732080.228,5706910.042,101.600,0.013,0.009,0.029
1,100_0022_0157.JPG,732089.494,5706938.556,101.574,0.018,0.013,0.040
1,100_0022_0158.JPG,732098.695,5706966.577,101.575,0.017,0.012,0.040
1,100_0022_0159.JPG,732108.040,5706995.054,101.563,0.016,0.011,0.035
1,100_0022_0160.JPG,732117.429,5707023.375,101.539,0.014,0.010,0.031
1,100_0022_0161.JPG,732126.631,5707051.497,101.534,0.012,0.008,0.025
1,100_0022_0162.JPG,732129.512,5707061.484,101.526,0.010,0.007,0.020
1,100_0022_0163.JPG,732096.430,5707059.887,101.479,0.010,0.009,0.021
1,100_0022_0164.JPG,732081.641,5707058.495,101.447,0.012,0.009,0.026
1,100_0022_0165.JPG,732071.744,5707027.659,101.418,0.015,0.011,0.034
1,100_0022_0166.JPG,732062.663,5706999.610,101.546,0.016,0.012,0.037
1,100_0022_0167.JPG,732053.332,5706971.405,101.572,0.015,0.011,0.035
1,100_0022_0168.JPG,732043.977,5706943.074,101.592,0.017,0.011,0.032
1,100_0022_0169.JPG,732037.543,5706924.309,101.444,0.014,0.008,0.024
1,100_0022_0170.JPG,732030.788,5706956.639,101.407,0.011,0.008,0.020
1,100_0022_0171.JPG,732024.793,5706985.642,101.547,0.010,0.007,0.022
1,100_0022_0172.JPG,732019.360,5707013.099,101.555,0.014,0.010,0.030
1,100_0022_0173.JPG,732029.502,5707042.958,101.482,0.016,0.011,0.035
2,100_0023_0001.JPG,732389.751,5706562.880,103.204,0.026,0.019,0.054
2,100_0023_0002.JPG,732414.394,5706539.669,103.245,0.019,0.014,0.042
2,100_0023_0003.JPG,732437.580,5706516.855,103.636,0.016,0.012,0.035
2,100_0023_0004.JPG,732446.451,5706508.660,103.625,0.014,0.011,0.030
2,100_0023_0005.JPG,732478.732,5706499.664,103.178,0.011,0.009,0.022
2,100_0023_0006.JPG,732510.229,5706489.000,103.511,0.010,0.008,0.018
2,100_0023_0007.JPG,732539.978,5706479.552,103.614,0.041,0.030,0.089
2,100_0023_0008.JPG,732557.351,5706474.334,103.231,0.036,0.026,0.077
2,100_0023_0009.JPG,732531.563,5706499.379,103.246,0.029,0.021,0.061
2,100_0023_0010.JPG,732508.512,5706521.501,103.377,0.027,0.019,0.057
2,100_0023_0011.JPG,732485.786,5706543.332,103.441,0.023,0.016,0.047
2,100_0023_0012.JPG,732462.849,5706565.534,103.475,0.020,0.015,0.043
2,100_0023_0013.JPG,732440.190,5706587.519,103.433,0.017,0.013,0.035
2,100_0023_0014.JPG,732416.979,5706609.995,103.384,0.014,0.011,0.030
2,100_0023_0015.JPG,732395.347,5706631.091,103.485,0.012,0.010,0.024
2,100_0023_0016.JPG,732390.306,5706636.596,103.327,0.010,0.009,0.021
2,100_0023_0017.JPG,732390.622,5706671.613,103.374,0.040,0.029,0.085
2,100_0023_0018.JPG,732391.046,5706702.000,103.413,0.011,0.007,0.021
2,100_0023_0019.JPG,732391.567,5706707.379,103.410,0.012,0.008,0.024
2,100_0023_0020.JPG,732416.827,5706684.167,103.298,0.015,0.011,0.031
2,100_0023_0021.JPG,732440.263,5706661.303,103.530,0.016,0.012,0.033
2,100_0023_0022.JPG,732462.998,5706639.245,103.605,0.016,0.012,0.033
2,100_0023_0023.JPG,732486.069,5706617.046,103.494,0.015,0.011,0.032
2,100_0023_0024.JPG,732508.883,5706595.051,103.398,0.014,0.010,0.029
2,100_0023_0025.JPG,732531.856,5706572.928,103.467,0.012,0.009,0.024
2,100_0023_0026.JPG,732554.602,5706551.016,103.461,0.010,0.007,0.020
2,100_0023_0027.JPG,732577.564,5706528.682,103.487,0.009,0.006,0.017
2,100_0023_0028.JPG,732600.355,5706506.780,103.452,0.009,0.006,0.017
2,100_0023_0029.JPG,732623.181,5706484.677,103.471,0.010,0.008,0.020
2,100_0023_0030.JPG,732645.905,5706462.794,103.405,0.012,0.009,0.025
2,100_0023_0031.JPG,732668.924,5706440.471,103.435,0.014,0.010,0.029
2,100_0023_0032.JPG,732691.809,5706418.406,103.379,0.015,0.011,0.032
2,100_0023_0033.JPG,732714.470,5706396.466,103.433,0.016,0.012,0.034
2,100_0023_0034.JPG,732728.135,5706383.541,103.375,0.016,0.012,0.034
2,100_0023_0035.JPG,732762.445,5706380.668,103.153,0.014,0.011,0.029
2,100_0023_0036.JPG,732794.537,5706376.925,103.590,0.011,0.009,0.025
2,100_0023_0037.JPG,732811.175,5706375.586,103.242,0.009,0.006,0.020
2,100_0023_0038.JPG,732785.603,5706400.374,103.309,0.009,0.008,0.019
2,100_0023_0039.JPG,732762.800,5706422.188,103.330,0.011,0.008,0.022
2,100_0023_0040.JPG,732739.832,5706444.418,103.378,0.012,0.009,0.026
2,100_0023_0041.JPG,732716.859,5706466.522,103.465,0.014,0.010,0.030
2,100_0023_0042.JPG,732694.135,5706488.489,103.459,0.015,0.011,0.033
2,100_0023_0043.JPG,732671.131,5706510.673,103.465,0.016,0.012,0.034
2,100_0023_0044.JPG,732648.395,5706532.506,103.414,0.015,0.011,0.034
2,100_0023_0045.JPG,732625.285,5706554.706,103.404,0.014,0.011,0.031
2,100_0023_0046.JPG,732602.324,5706576.798,103.405,0.013,0.010,0.027
2,100_0023_0047.JPG,732579.556,5706598.728,103.424,0.011,0.008,0.023
2,100_0023_0048.JPG,732556.561,5706620.983,103.369,0.009,0.009,0.019
2,100_0023_0049.JPG,732533.836,5706643.045,103.374,0.009,0.005,0.017
2,100_0023_0050.JPG,732510.575,5706665.483,103.417,0.009,0.007,0.019
2,100_0023_0051.JPG,732487.885,5706687.291,103.386,0.011,0.008,0.023
2,100_0023_0052.JPG,732464.948,5706709.348,103.369,0.013,0.009,0.027
2,100_0023_0053.JPG,732442.258,5706731.194,103.357,0.014,0.010,0.031
2,100_0023_0054.JPG,732419.146,5706753.306,103.395,0.015,0.011,0.033
2,100_0023_0055.JPG,732397.093,5706774.317,103.479,0.016,0.011,0.033
2,100_0023_0056.JPG,732392.268,5706779.672,103.328,0.015,0.011,0.032
2,100_0023_0057.JPG,732426.427,5706789.386,103.376,0.013,0.010,0.026
2,100_0023_0058.JPG,732451.014,5706795.325,103.421,0.010,0.007,0.021
2,100_0023_0059.JPG,732476.031,5706772.134,103.282,0.009,0.008,0.017
2,100_0023_0060.JPG,732499.474,5706749.326,103.531,0.010,0.007,0.020
2,100_0023_0061.JPG,732522.364,5706726.885,103.560,0.012,0.009,0.024
2,100_0023_0062.JPG,732545.362,5706704.663,103.481,0.013,0.010,0.028
2,100_0023_0063.JPG,732568.095,5706682.807,103.437,0.015,0.011,0.031
2,100_0023_0064.JPG,732590.962,5706660.825,103.395,0.016,0.012,0.033
2,100_0023_0065.JPG,732613.668,5706638.970,103.400,0.015,0.011,0.033
2,100_0023_0066.JPG,732636.990,5706616.396,103.469,0.015,0.011,0.031
2,100_0023_0067.JPG,732659.875,5706594.410,103.445,0.013,0.010,0.028
2,100_0023_0068.JPG,732682.784,5706572.309,103.430,0.012,0.010,0.025
2,100_0023_0069.JPG,732705.418,5706550.425,103.411,0.011,0.008,0.020
2,100_0023_0070.JPG,732728.447,5706528.138,103.425,0.010,0.008,0.018
2,100_0023_0071.JPG,732751.451,5706506.035,103.404,0.009,0.008,0.017
2,100_0023_0072.JPG,732774.433,5706483.863,103.405,0.010,0.008,0.021
2,100_0023_0073.JPG,732797.197,5706461.960,103.413,0.012,0.009,0.025
2,100_0023_0074.JPG,732820.137,5706439.849,103.404,0.014,0.010,0.029
2,100_0023_0075.JPG,732842.873,5706417.936,103.448,0.015,0.011,0.032
2,100_0023_0076.JPG,732865.812,5706395.823,103.439,0.016,0.012,0.034
2,100_0023_0077.JPG,732885.351,5706377.058,103.268,0.015,0.011,0.034
2,100_0023_0078.JPG,732874.620,5706411.519,103.335,0.012,0.009,0.026
2,100_0023_0079.JPG,732865.131,5706441.875,103.377,0.010,0.008,0.021
2,100_0023_0080.JPG,732856.043,5706471.091,103.451,0.010,0.007,0.018
2,100_0023_0081.JPG,732852.605,5706480.682,103.370,0.010,0.006,0.018
2,100_0023_0082.JPG,732827.334,5706504.914,103.332,0.011,0.007,0.022
2,100_0023_0083.JPG,732804.559,5706526.685,103.366,0.012,0.009,0.026
2,100_0023_0084.JPG,732781.705,5706548.798,103.420,0.014,0.010,0.030
2,100_0023_0085.JPG,732758.723,5706571.004,103.435,0.015,0.011,0.033
2,100_0023_0086.JPG,732736.033,5706592.900,103.403,0.016,0.012,0.036
2,100_0023_0087.JPG,732713.271,5706614.896,103.408,0.015,0.011,0.034
2,100_0023_0088.JPG,732690.251,5706637.087,103.422,0.014,0.011,0.032
2,100_0023_0089.JPG,732667.181,5706659.307,103.442,0.013,0.010,0.027
2,100_0023_0090.JPG,732644.543,5706681.092,103.415,0.011,0.008,0.023
2,100_0023_0091.JPG,732621.553,5706703.230,103.380,0.010,0.007,0.019
2,100_0023_0092.JPG,732598.708,5706725.164,103.415,0.009,0.007,0.017
2,100_0023_0093.JPG,732575.661,5706747.388,103.438,0.009,0.008,0.018
2,100_0023_0094.JPG,732552.902,5706769.283,103.416,0.011,0.008,0.023
2,100_0023_0095.JPG,732529.843,5706791.438,103.443,0.012,0.009,0.027
2,100_0023_0096.JPG,732515.816,5706805.563,103.309,0.015,0.011,0.031
2,100_0023_0097.JPG,732550.880,5706811.569,103.377,0.016,0.012,0.034
2,100_0023_0098.JPG,732579.566,5706815.760,103.440,0.015,0.011,0.032
2,100_0023_0099.JPG,732581.678,5706813.621,103.290,0.013,0.010,0.029
2,100_0023_0100.JPG,732605.217,5706792.264,103.334,0.011,0.008,0.023
2,100_0023_0101.JPG,732628.478,5706769.528,103.496,0.010,0.008,0.019
2,100_0023_0102.JPG,732651.462,5706747.056,103.565,0.009,0.007,0.017
2,100_0023_0103.JPG,732674.370,5706724.909,103.513,0.009,0.004,0.018
2,100_0023_0104.JPG,732697.205,5706702.960,103.451,0.011,0.007,0.022
2,100_0023_0105.JPG,732720.106,5706680.840,103.484,0.012,0.010,0.026
2,100_0023_0106.JPG,732743.172,5706658.570,103.445,0.014,0.010,0.030
2,100_0023_0107.JPG,732765.832,5706636.779,103.396,0.015,0.011,0.032
2,100_0023_0108.JPG,732788.668,5706614.901,103.407,0.016,0.011,0.033
2,100_0023_0109.JPG,732811.587,5706592.901,103.426,0.015,0.011,0.032
2,100_0023_0110.JPG,732834.719,5706570.599,103.445,0.014,0.010,0.030
2,100_0023_0111.JPG,732851.769,5706554.451,103.290,0.012,0.009,0.024
2,100_0023_0112.JPG,732854.370,5706590.232,103.258,0.009,0.007,0.018
2,100_0023_0113.JPG,732856.383,5706619.675,103.319,0.011,0.007,0.021
2,100_0023_0114.JPG,732856.093,5706622.497,103.356,0.011,0.007,0.022
2,100_0023_0115.JPG,732830.488,5706647.335,103.386,0.013,0.009,0.028
2,100_0023_0116.JPG,732807.653,5706669.235,103.381,0.014,0.011,0.031
2,100_0023_0117.JPG,732784.829,5706691.170,103.464,0.015,0.011,0.033
2,100_0023_0118.JPG,732762.085,5706712.980,103.460,0.016,0.012,0.034
2,100_0023_0119.JPG,732738.919,5706735.259,103.416,0.015,0.011,0.033
2,100_0023_0120.JPG,732716.049,5706757.300,103.428,0.014,0.010,0.030
2,100_0023_0121.JPG,732693.402,5706779.101,103.463,0.013,0.009,0.027
2,100_0023_0122.JPG,732670.356,5706801.281,103.413,0.011,0.008,0.022
2,100_0023_0123.JPG,732648.513,5706822.207,103.373,0.009,0.008,0.018
2,100_0023_0124.JPG,732645.017,5706826.340,103.267,0.009,0.008,0.018
2,100_0023_0125.JPG,732679.921,5706832.431,103.360,0.011,0.009,0.022
2,100_0023_0126.JPG,732708.814,5706836.829,103.438,0.014,0.010,0.029
2,100_0023_0127.JPG,732710.877,5706834.689,103.272,0.014,0.010,0.030
2,100_0023_0128.JPG,732734.383,5706813.577,103.333,0.016,0.012,0.033
2,100_0023_0129.JPG,732757.779,5706791.011,103.544,0.015,0.011,0.033
2,100_0023_0130.JPG,732780.571,5706768.519,103.574,0.015,0.011,0.031
2,100_0023_0131.JPG,732803.969,5706745.723,103.539,0.013,0.009,0.028
2,100_0023_0132.JPG,732824.888,5706724.949,103.558,0.011,0.008,0.022
2,100_0023_0133.JPG,732825.577,5706721.979,103.319,0.010,0.007,0.020
2,100_0023_0134.JPG,732830.526,5706691.184,103.172,0.009,0.006,0.017
2,100_0023_0135.JPG,732835.671,5706658.964,103.491,0.009,0.006,0.018
2,100_0023_0136.JPG,732840.419,5706627.264,103.548,0.011,0.009,0.022
2,100_0023_0137.JPG,732845.119,5706595.575,103.524,0.013,0.009,0.026
2,100_0023_0138.JPG,732849.879,5706564.317,103.530,0.014,0.010,0.030
2,100_0023_0139.JPG,732854.775,5706532.210,103.496,0.015,0.012,0.032
2,100_0023_0140.JPG,732859.612,5706501.217,103.468,0.015,0.011,0.033
2,100_0023_0141.JPG,732864.459,5706470.002,103.452,0.015,0.011,0.032
2,100_0023_0142.JPG,732869.332,5706438.609,103.493,0.015,0.011,0.032
2,100_0023_0143.JPG,732871.795,5706417.571,103.419,0.012,0.009,0.026
2,100_0023_0144.JPG,732847.933,5706393.259,103.195,0.009,0.008,0.019
2,100_0023_0145.JPG,732827.250,5706372.966,103.442,0.010,0.008,0.018
2,100_0023_0146.JPG,732792.554,5706376.928,103.196,0.012,0.009,0.025
2,100_0023_0147.JPG,732763.376,5706380.054,103.410,0.014,0.010,0.030
2,100_0023_0148.JPG,732762.648,5706380.756,103.271,0.015,0.011,0.031
2,100_0023_0149.JPG,732787.540,5706406.633,103.459,0.016,0.012,0.034
2,100_0023_0150.JPG,732809.710,5706429.126,103.554,0.016,0.012,0.033
2,100_0023_0151.JPG,732831.656,5706451.892,103.490,0.014,0.011,0.030
2,100_0023_0152.JPG,732852.306,5706472.953,103.415,0.012,0.009,0.025
2,100_0023_0153.JPG,732854.247,5706475.844,103.251,0.011,0.008,0.022
2,100_0023_0154.JPG,732847.147,5706499.544,103.332,0.008,0.006,0.017
2,100_0023_0155.JPG,732849.887,5706532.691,103.409,0.010,0.008,0.019
2,100_0023_0156.JPG,732850.445,5706545.678,103.386,0.012,0.009,0.025
2,100_0023_0157.JPG,732825.989,5706521.203,103.216,0.015,0.011,0.032
2,100_0023_0158.JPG,732803.275,5706497.714,103.438,0.016,0.012,0.034
2,100_0023_0159.JPG,732781.298,5706474.872,103.492,0.016,0.011,0.034
2,100_0023_0160.JPG,732758.818,5706451.639,103.440,0.015,0.011,0.032
2,100_0023_0161.JPG,732736.708,5706428.704,103.501,0.013,0.010,0.029
2,100_0023_0162.JPG,732714.764,5706406.079,103.436,0.012,0.008,0.024
2,100_0023_0163.JPG,732695.505,5706386.973,103.267,0.009,0.008,0.018
2,100_0023_0164.JPG,732664.732,5706403.352,103.352,0.009,0.007,0.019
2,100_0023_0165.JPG,732648.609,5706412.692,103.344,0.012,0.009,0.025
