Flight,File name,Latitude (GDA94) (deg),Longitude (GDA94) (deg),Ellipsoid height (GDA94) (m),RMS Error North (m),RMS Error East (m),RMS Error Up (m)
1,100_0022_0092.JPG,-38.75709693,143.67420201,101.704,0.014,0.010,0.030
1,100_0022_0093.JPG,-38.75707043,143.67417815,101.685,0.014,0.010,0.031
1,100_0022_0094.JPG,-38.75735211,143.67407084,101.606,0.015,0.011,0.032
1,100_0022_0095.JPG,-38.75760767,143.67397327,101.651,0.015,0.010,0.029
1,100_0022_0096.JPG,-38.75786113,143.67387745,101.689,0.011,0.008,0.023
1,100_0022_0097.JPG,-38.75812005,143.67377986,101.691,0.011,0.007,0.020
1,100_0022_0098.JPG,-38.75837485,143.67368435,101.625,0.009,0.006,0.018
1,100_0022_0099.JPG,-38.75848814,143.67363464,101.582,0.010,0.008,0.023
1,100_0022_0100.JPG,-38.75840943,143.67327057,101.554,0.013,0.010,0.029
1,100_0022_0101.JPG,-38.75837712,143.67314708,101.519,0.015,0.011,0.033
1,100_0022_0102.JPG,-38.75809664,143.67325051,101.670,0.017,0.013,0.041
1,100_0022_0103.JPG,-38.75783970,143.67334649,101.665,0.015,0.011,0.035
1,100_0022_0104.JPG,-38.75758364,143.67344282,101.677,0.012,0.009,0.028
1,100_0022_0105.JPG,-38.75732337,143.67354078,101.659,0.010,0.007,0.020
1,100_0022_0106.JPG,-38.75706918,143.67363825,101.706,0.010,0.007,0.022
1,100_0022_0107.JPG,-38.75699018,143.67366150,101.606,0.011,0.007,0.023
1,100_0022_0108.JPG,-38.75694023,143.67332767,101.618,0.015,0.011,0.032
1,100_0022_0109.JPG,-38.75684330,143.67318836,101.604,0.015,0.011,0.035
1,100_0022_0110.JPG,-38.75712676,143.67308074,101.567,0.015,0.011,0.034
1,100_0022_0111.JPG,-38.75738167,143.67298459,101.724,0.013,0.010,0.030
1,100_0022_0112.JPG,-38.75763818,143.67288793,101.728,0.011,0.008,0.023
1,100_0022_0113.JPG,-38.75789676,143.67279036,101.712,0.009,0.008,0.019
1,100_0022_0114.JPG,-38.75815003,143.67269414,101.728,0.009,0.008,0.023
1,100_0022_0115.JPG,-38.75817695,143.67267494,101.579,0.011,0.008,0.023
1,100_0022_0116.JPG,-38.75803529,143.67234878,101.499,0.016,0.011,0.037
1,100_0022_0117.JPG,-38.75797339,143.67222247,101.517,0.016,0.012,0.036
1,100_0022_0118.JPG,-38.75769533,143.67232819,101.576,0.017,0.012,0.037
1,100_0022_0119.JPG,-38.75743959,143.67242329,101.679,0.015,0.011,0.032
1,100_0022_0120.JPG,-38.75718055,143.67252149,101.696,0.012,0.009,0.028
1,100_0022_0121.JPG,-38.75692457,143.67261859,101.677,0.010,0.006,0.022
1,100_0022_0122.JPG,-38.75666515,143.67271723,101.652,0.010,0.008,0.019
1,100_0022_0123.JPG,-38.75653596,143.67275866,101.624,0.011,0.007,0.024
1,100_0022_0124.JPG,-38.75634155,143.67248100,101.583,0.014,0.010,0.032
1,100_0022_0125.JPG,-38.75624972,143.67233831,101.653,0.016,0.012,0.035
1,100_0022_0126.JPG,-38.75653030,143.67223097,101.594,0.016,0.012,0.037
1,100_0022_0127.JPG,-38.75678535,143.67213437,101.700,0.015,0.011,0.033
1,100_0022_0128.JPG,-38.75704152,143.67203637,101.648,0.013,0.009,0.027
1,100_0022_0129.JPG,-38.75729751,143.67194010,101.696,0.010,0.009,0.022
1,100_0022_0130.JPG,-38.75755604,143.67184196,101.661,0.010,0.007,0.021
1,100_0022_0131.JPG,-38.75775018,143.67176261,101.638,0.013,0.009,0.028
1,100_0022_0132.JPG,-38.75757089,143.67146441,101.568,0.016,0.011,0.035
1,100_0022_0133.JPG,-38.75748373,143.67132993,101.591,0.018,0.013,0.040
1,100_0022_0134.JPG,-38.75720458,143.67143475,101.614,0.016,0.011,0.034
1,100_0022_0135.JPG,-38.75694741,143.67153043,101.670,0.014,0.010,0.032
1,100_0022_0136.JPG,-38.75669067,143.67162697,101.711,0.011,0.008,0.025
1,100_0022_0137.JPG,-38.75643418,143.67172358,101.669,0.009,0.007,0.021
1,100_0022_0138.JPG,-38.75617682,143.67182189,101.661,0.010,0.008,0.021
1,100_0022_0139.JPG,-38.75592093,143.67191926,101.642,0.013,0.009,0.028
1,100_0022_0140.JPG,-38.75577446,143.67196979,101.663,0.015,0.010,0.031
1,100_0022_0141.JPG,-38.75551111,143.67182454,101.546,0.016,0.012,0.037
1,100_0022_0142.JPG,-38.75526620,143.67169210,101.668,0.016,0.012,0.036
1,100_0022_0143.JPG,-38.75520617,143.67165290,101.646,0.015,0.011,0.035
1,100_0022_0144.JPG,-38.75549002,143.67154499,101.495,0.012,0.008,0.026
1,100_0022_0145.JPG,-38.75574309,143.67144990,101.608,0.009,0.007,0.019
1,100_0022_0146.JPG,-38.75600170,143.67135336,101.740,0.009,0.007,0.020
1,100_0022_0147.JPG,-38.75625788,143.67125435,101.556,0.011,0.009,0.025
1,100_0022_0148.JPG,-38.75651333,143.67115883,101.683,0.014,0.010,0.031
1,100_0022_0149.JPG,-38.75677372,143.67106136,101.698,0.015,0.011,0.034
1,100_0022_0150.JPG,-38.75703036,143.67096387,101.692,0.016,0.011,0.035
1,100_0022_0151.JPG,-38.75711043,143.67093036,101.561,0.016,0.011,0.034
1,100_0022_0152.JPG,-38.75684251,143.67077033,101.596,0.012,0.009,0.027
1,100_0022_0153.JPG,-38.75660136,143.67062741,101.697,0.010,0.007,0.020
1,100_0022_0154.JPG,-38.75655083,143.67060312,101.636,0.010,0.007,0.020
1,100_0022_0155.JPG,-38.75627617,143.67070825,101.626,0.011,0.008,0.024
1,100_0022_0156.JPG,-38.75602012,143.67080546,101.704,0.013,0.009,0.029
1,100_0022_0157.JPG,-38.75576100,143.67090242,101.679,0.018,0.013,0.040
1,100_0022_0158.JPG,-38.75550634,143.67099879,101.682,0.017,0.012,0.040
1,100_0022_0159.JPG,-38.75524754,143.67109666,101.672,0.016,0.011,0.035
1,100_0022_0160.JPG,-38.75499012,143.67119510,101.650,0.014,0.010,0.031
1,100_0022_0161.JPG,-38.75473455,143.67129144,101.645,0.012,0.008,0.025
1,100_0022_0162.JPG,-38.75464389,143.67132121,101.639,0.010,0.007,0.020
1,100_0022_0163.JPG,-38.75466696,143.67094142,101.591,0.010,0.009,0.021
1,100_0022_0164.JPG,-38.75468338,143.67077187,101.560,0.012,0.009,0.026
1,100_0022_0165.JPG,-38.75496357,143.67066844,101.529,0.015,0.011,0.034
1,100_0022_0166.JPG,-38.75521845,143.67057346,101.655,0.016,0.012,0.037
1,100_0022_0167.JPG,-38.75547480,143.67047566,101.679,0.015,0.011,0.035
1,100_0022_0168.JPG,-38.75573229,143.67037762,101.698,0.017,0.011,0.032
1,100_0022_0169.JPG,-38.75590291,143.67030995,101.549,0.014,0.008,0.024
1,100_0022_0170.JPG,-38.75561365,143.67022144,101.514,0.011,0.008,0.020
1,100_0022_0171.JPG,-38.75535414,143.67014278,101.656,0.010,0.007,0.022
1,100_0022_0172.JPG,-38.75510840,143.67007111,101.666,0.014,0.010,0.030
1,100_0022_0173.JPG,-38.75483695,143.67017769,101.594,0.016,0.011,0.035
2,100_0023_0001.JPG,-38.75906381,143.67448060,103.286,0.026,0.019,0.054
2,100_0023_0002.JPG,-38.75926627,143.67477173,103.325,0.019,0.014,0.042
2,100_0023_0003.JPG,-38.75946553,143.67504597,103.715,0.016,0.012,0.035
2,100_0023_0004.JPG,-38.75953697,143.67515071,103.703,0.014,0.011,0.030
2,100_0023_0005.JPG,-38.75960944,143.67552487,103.256,0.011,0.009,0.022
2,100_0023_0006.JPG,-38.75969714,143.67589058,103.588,0.010,0.008,0.018
2,100_0023_0007.JPG,-38.75977436,143.67623578,103.690,0.041,0.030,0.089
2,100_0023_0008.JPG,-38.75981675,143.67643728,103.307,0.036,0.026,0.077
2,100_0023_0009.JPG,-38.75959809,143.67613237,103.323,0.029,0.021,0.061
2,100_0023_0010.JPG,-38.75940503,143.67585990,103.456,0.027,0.019,0.057
2,100_0023_0011.JPG,-38.75921449,143.67559128,103.521,0.023,0.016,0.047
2,100_0023_0012.JPG,-38.75902068,143.67532011,103.557,0.020,0.015,0.043
2,100_0023_0013.JPG,-38.75882874,143.67505221,103.516,0.017,0.013,0.035
2,100_0023_0014.JPG,-38.75863251,143.67477780,103.468,0.014,0.011,0.030
2,100_0023_0015.JPG,-38.75844831,143.67452201,103.571,0.012,0.010,0.024
2,100_0023_0016.JPG,-38.75840008,143.67446219,103.413,0.010,0.009,0.021
2,100_0023_0017.JPG,-38.75808478,143.67445406,103.463,0.040,0.029,0.085
2,100_0023_0018.JPG,-38.75781113,143.67444872,103.503,0.011,0.007,0.021
2,100_0023_0019.JPG,-38.75776257,143.67445290,103.501,0.012,0.008,0.024
2,100_0023_0020.JPG,-38.75796487,143.67475110,103.386,0.015,0.011,0.031
2,100_0023_0021.JPG,-38.75816452,143.67502823,103.618,0.016,0.012,0.033
2,100_0023_0022.JPG,-38.75835710,143.67529704,103.691,0.016,0.012,0.033
2,100_0023_0023.JPG,-38.75855086,143.67556974,103.579,0.015,0.011,0.032
2,100_0023_0024.JPG,-38.75874284,143.67583944,103.481,0.014,0.010,0.029
2,100_0023_0025.JPG,-38.75893594,143.67611099,103.549,0.012,0.009,0.024
2,100_0023_0026.JPG,-38.75912720,143.67637987,103.541,0.010,0.007,0.020
2,100_0023_0027.JPG,-38.75932219,143.67665138,103.566,0.009,0.006,0.017
2,100_0023_0028.JPG,-38.75951335,143.67692077,103.529,0.009,0.006,0.017
2,100_0023_0029.JPG,-38.75970630,143.67719064,103.547,0.010,0.008,0.020
2,100_0023_0030.JPG,-38.75989730,143.67745927,103.479,0.012,0.009,0.025
2,100_0023_0031.JPG,-38.76009218,143.67773144,103.508,0.014,0.010,0.029
2,100_0023_0032.JPG,-38.76028478,143.67800198,103.451,0.015,0.011,0.032
2,100_0023_0033.JPG,-38.76047630,143.67826990,103.504,0.016,0.012,0.034
2,100_0023_0034.JPG,-38.76058905,143.67843136,103.444,0.016,0.012,0.034
2,100_0023_0035.JPG,-38.76060586,143.67882679,103.222,0.014,0.011,0.029
2,100_0023_0036.JPG,-38.76063110,143.67919702,103.658,0.011,0.009,0.025
2,100_0023_0037.JPG,-38.76063876,143.67938877,103.310,0.009,0.006,0.020
2,100_0023_0038.JPG,-38.76042237,143.67908641,103.379,0.009,0.008,0.019
2,100_0023_0039.JPG,-38.76023201,143.67881690,103.402,0.011,0.008,0.022
2,100_0023_0040.JPG,-38.76003796,143.67854534,103.451,0.012,0.009,0.026
2,100_0023_0041.JPG,-38.75984504,143.67827378,103.539,0.014,0.010,0.030
2,100_0023_0042.JPG,-38.75965329,143.67800513,103.535,0.015,0.011,0.033
2,100_0023_0043.JPG,-38.75945966,143.67773318,103.542,0.016,0.012,0.034
2,100_0023_0044.JPG,-38.75926910,143.67746443,103.493,0.015,0.011,0.034
2,100_0023_0045.JPG,-38.75907536,143.67719126,103.485,0.014,0.011,0.031
2,100_0023_0046.JPG,-38.75888254,143.67691985,103.486,0.013,0.010,0.027
2,100_0023_0047.JPG,-38.75869113,143.67665071,103.507,0.011,0.008,0.023
2,100_0023_0048.JPG,-38.75849684,143.67637885,103.453,0.009,0.009,0.019
2,100_0023_0049.JPG,-38.75830423,143.67611016,103.460,0.009,0.005,0.017
2,100_0023_0050.JPG,-38.75810838,143.67583519,103.504,0.009,0.007,0.019
2,100_0023_0051.JPG,-38.75791804,143.67556699,103.475,0.011,0.008,0.023
2,100_0023_0052.JPG,-38.75772552,143.67529588,103.459,0.013,0.009,0.027
2,100_0023_0053.JPG,-38.75753484,143.67502766,103.449,0.014,0.010,0.031
2,100_0023_0054.JPG,-38.75734188,143.67475453,103.488,0.015,0.011,0.033
2,100_0023_0055.JPG,-38.75715854,143.67449392,103.574,0.016,0.011,0.033
2,100_0023_0056.JPG,-38.75711161,143.67443665,103.422,0.015,0.011,0.032
2,100_0023_0057.JPG,-38.75701517,143.67482610,103.471,0.013,0.010,0.026
2,100_0023_0058.JPG,-38.75695524,143.67510677,103.516,0.010,0.007,0.021
2,100_0023_0059.JPG,-38.75715741,143.67540218,103.376,0.009,0.008,0.017
2,100_0023_0060.JPG,-38.75735655,143.67567936,103.623,0.010,0.007,0.020
2,100_0023_0061.JPG,-38.75755253,143.67595007,103.651,0.012,0.009,0.024
2,100_0023_0062.JPG,-38.75774651,143.67622195,103.570,0.013,0.010,0.028
2,100_0023_0063.JPG,-38.75793727,143.67649066,103.525,0.015,0.011,0.031
2,100_0023_0064.JPG,-38.75812913,143.67676095,103.481,0.016,0.012,0.033
2,100_0023_0065.JPG,-38.75831988,143.67702935,103.485,0.015,0.011,0.033
2,100_0023_0066.JPG,-38.75851695,143.67730508,103.552,0.015,0.011,0.031
2,100_0023_0067.JPG,-38.75870883,143.67757559,103.527,0.013,0.010,0.028
2,100_0023_0068.JPG,-38.75890175,143.67784640,103.511,0.012,0.010,0.025
2,100_0023_0069.JPG,-38.75909277,143.67811399,103.491,0.011,0.008,0.020
2,100_0023_0070.JPG,-38.75928732,143.67838626,103.503,0.010,0.008,0.018
2,100_0023_0071.JPG,-38.75948022,143.67865818,103.481,0.009,0.008,0.017
2,100_0023_0072.JPG,-38.75967375,143.67892987,103.480,0.010,0.008,0.021
2,100_0023_0073.JPG,-38.75986492,143.67919896,103.486,0.012,0.009,0.025
2,100_0023_0074.JPG,-38.76005791,143.67947015,103.476,0.014,0.010,0.029
2,100_0023_0075.JPG,-38.76024917,143.67973893,103.519,0.015,0.011,0.032
2,100_0023_0076.JPG,-38.76044218,143.68001012,103.508,0.016,0.012,0.034
2,100_0023_0077.JPG,-38.76060595,143.68024108,103.336,0.015,0.011,0.034
2,100_0023_0078.JPG,-38.76029856,143.68010610,103.405,0.012,0.009,0.026
2,100_0023_0079.JPG,-38.76002781,143.67998677,103.449,0.010,0.008,0.021
2,100_0023_0080.JPG,-38.75976720,143.67987244,103.524,0.010,0.007,0.018
2,100_0023_0081.JPG,-38.75968177,143.67982968,103.444,0.010,0.006,0.018
2,100_0023_0082.JPG,-38.75947030,143.67953098,103.407,0.011,0.007,0.022
2,100_0023_0083.JPG,-38.75928034,143.67926180,103.443,0.012,0.009,0.026
2,100_0023_0084.JPG,-38.75908730,143.67899161,103.499,0.014,0.010,0.030
2,100_0023_0085.JPG,-38.75889347,143.67871991,103.515,0.015,0.011,0.033
2,100_0023_0086.JPG,-38.75870235,143.67845167,103.484,0.016,0.012,0.036
2,100_0023_0087.JPG,-38.75851034,143.67818257,103.491,0.015,0.011,0.034
2,100_0023_0088.JPG,-38.75831665,143.67791045,103.506,0.014,0.011,0.032
2,100_0023_0089.JPG,-38.75812271,143.67763773,103.528,0.013,0.010,0.027
2,100_0023_0090.JPG,-38.75793257,143.67737014,103.502,0.011,0.008,0.023
2,100_0023_0091.JPG,-38.75773935,143.67709837,103.469,0.010,0.007,0.019
2,100_0023_0092.JPG,-38.75754791,143.67682835,103.505,0.009,0.007,0.017
2,100_0023_0093.JPG,-38.75735393,143.67655592,103.529,0.009,0.008,0.018
2,100_0023_0094.JPG,-38.75716283,143.67628690,103.509,0.011,0.008,0.023
2,100_0023_0095.JPG,-38.75696947,143.67601434,103.537,0.012,0.009,0.027
2,100_0023_0096.JPG,-38.75684601,143.67584832,103.404,0.015,0.011,0.031
2,100_0023_0097.JPG,-38.75678271,143.67624943,103.473,0.016,0.012,0.034
2,100_0023_0098.JPG,-38.75673743,143.67657781,103.535,0.015,0.011,0.032
2,100_0023_0099.JPG,-38.75675612,143.67660280,103.385,0.013,0.010,0.029
2,100_0023_0100.JPG,-38.75694218,143.67688061,103.428,0.011,0.008,0.023
2,100_0023_0101.JPG,-38.75714071,143.67715568,103.588,0.010,0.008,0.019
2,100_0023_0102.JPG,-38.75733694,143.67742748,103.656,0.009,0.007,0.017
2,100_0023_0103.JPG,-38.75753027,143.67769830,103.603,0.009,0.004,0.018
2,100_0023_0104.JPG,-38.75772183,143.67796821,103.539,0.011,0.007,0.022
2,100_0023_0105.JPG,-38.75791492,143.67823895,103.571,0.012,0.010,0.026
2,100_0023_0106.JPG,-38.75810931,143.67851163,103.531,0.014,0.010,0.030
2,100_0023_0107.JPG,-38.75829950,143.67877949,103.479,0.015,0.011,0.032
2,100_0023_0108.JPG,-38.75849042,143.67904939,103.490,0.016,0.011,0.033
2,100_0023_0109.JPG,-38.75868242,143.67932030,103.507,0.015,0.011,0.032
2,100_0023_0110.JPG,-38.75887708,143.67959376,103.524,0.014,0.010,0.030
2,100_0023_0111.JPG,-38.75901794,143.67979521,103.368,0.012,0.009,0.024
2,100_0023_0112.JPG,-38.75869516,143.67981307,103.339,0.009,0.007,0.018
2,100_0023_0113.JPG,-38.75842959,143.67982629,103.401,0.011,0.007,0.021
2,100_0023_0114.JPG,-38.75840426,143.67982200,103.438,0.011,0.007,0.022
2,100_0023_0115.JPG,-38.75818743,143.67951927,103.470,0.013,0.009,0.028
2,100_0023_0116.JPG,-38.75799630,143.67924936,103.467,0.014,0.011,0.031
2,100_0023_0117.JPG,-38.75780487,143.67897957,103.551,0.015,0.011,0.033
2,100_0023_0118.JPG,-38.75761453,143.67871075,103.549,0.016,0.012,0.034
2,100_0023_0119.JPG,-38.75742009,143.67843692,103.505,0.015,0.011,0.033
2,100_0023_0120.JPG,-38.75722771,143.67816656,103.519,0.014,0.010,0.030
2,100_0023_0121.JPG,-38.75703743,143.67789886,103.556,0.013,0.009,0.027
2,100_0023_0122.JPG,-38.75684384,143.67762645,103.507,0.011,0.008,0.022
2,100_0023_0123.JPG,-38.75666122,143.67736828,103.469,0.009,0.008,0.018
2,100_0023_0124.JPG,-38.75662494,143.67732670,103.363,0.009,0.008,0.018
2,100_0023_0125.JPG,-38.75656091,143.67772593,103.456,0.011,0.009,0.022
2,100_0023_0126.JPG,-38.75651371,143.67805662,103.534,0.014,0.010,0.029
2,100_0023_0127.JPG,-38.75653243,143.67808105,103.368,0.014,0.010,0.030
2,100_0023_0128.JPG,-38.75671628,143.67835839,103.428,0.016,0.012,0.033
2,100_0023_0129.JPG,-38.75691324,143.67863496,103.637,0.015,0.011,0.033
2,100_0023_0130.JPG,-38.75710970,143.67890458,103.665,0.015,0.011,0.031
2,100_0023_0131.JPG,-38.75730874,143.67918125,103.629,0.013,0.009,0.028
2,100_0023_0132.JPG,-38.75749023,143.67942874,103.647,0.011,0.008,0.022
2,100_0023_0133.JPG,-38.75751678,143.67943766,103.407,0.010,0.007,0.020
2,100_0023_0134.JPG,-38.75779269,143.67950493,103.259,0.009,0.006,0.017
2,100_0023_0135.JPG,-38.75808137,143.67957494,103.576,0.009,0.006,0.018
2,100_0023_0136.JPG,-38.75836548,143.67964020,103.630,0.011,0.009,0.022
2,100_0023_0137.JPG,-38.75864950,143.67970491,103.605,0.013,0.009,0.026
2,100_0023_0138.JPG,-38.75892962,143.67977017,103.609,0.014,0.010,0.030
2,100_0023_0139.JPG,-38.75921735,143.67983727,103.573,0.015,0.012,0.032
2,100_0023_0140.JPG,-38.75949507,143.67990333,103.543,0.015,0.011,0.033
2,100_0023_0141.JPG,-38.75977479,143.67996956,103.526,0.015,0.011,0.032
2,100_0023_0142.JPG,-38.76005610,143.68003616,103.565,0.015,0.011,0.032
2,100_0023_0143.JPG,-38.76024483,143.68007157,103.490,0.012,0.009,0.026
2,100_0023_0144.JPG,-38.76046997,143.67980542,103.264,0.009,0.008,0.019
2,100_0023_0145.JPG,-38.76065810,143.67957446,103.510,0.010,0.008,0.018
2,100_0023_0146.JPG,-38.76063159,143.67917422,103.265,0.012,0.009,0.025
2,100_0023_0147.JPG,-38.76061115,143.67883770,103.479,0.014,0.010,0.030
2,100_0023_0148.JPG,-38.76060502,143.67882910,103.340,0.015,0.011,0.031
